Rk,School,G,W,L,W-L%,SRS,SOS,,W,L,,W,L,,W,L,,Tm.,Opp.,,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF
298,Tulane,27,18,9,0.667,12.12,4.34,,12,6,,11,4,,7,5,,1856,1646,,1081,603,1644,0.367,154,572,0.269,286,400,0.715,309,892,339,234,72,416,466
299,Tulsa,19,5,14,0.263,-1.46,7.28,,4,13,,2,8,,3,6,,1068,1234,,765,460,1101,0.418,107,326,0.328,207,307,0.674,202,767,256,117,68,322,286
300,UAB,23,10,13,0.435,-5.38,-2.85,,3,11,,5,8,,5,5,,1593,1488,,933,547,1418,0.386,115,383,0.3,279,394,0.708,255,780,219,130,85,182,364
301,UC Davis NCAA,16,13,3,0.813,8.21,0.46,,9,1,,8,0,,5,2,,1032,908,,638,331,998,0.332,86,335,0.257,160,221,0.724,169,542,140,114,26,169,247
302,UC Irvine,24,15,9,0.625,-2.29,-3.03,,11,4,,8,4,,7,5,,1589,1406,,970,501,1223,0.41,154,478,0.322,250,346,0.723,196,714,321,183,60,389,389
303,UC Riverside,19,7,12,0.368,-5.21,-2.82,,5,9,,3,7,,4,5,,1115,1084,,760,404,967,0.418,84,265,0.317,192,271,0.708,151,591,230,124,49,296,247
304,UC San Diego,15,6,9,0.4,-8.03,-2.43,,6,9,,3,6,,3,3,,916,1000,,605,371,889,0.417,101,298,0.339,157,205,0.766,129,514,196,121,48,183,222
305,UC Santa Barbara,21,7,14,0.333,-4.79,0.02,,7,9,,3,8,,4,6,,1386,1487,,840,566,1328,0.426,124,381,0.325,231,319,0.724,233,734,343,153,52,247,343
306,UCF NCAA,21,16,5,0.762,15.27,8.03,,12,2,,10,1,,6,3,,1212,1060,,840,370,1089,0.34,115,388,0.296,205,303,0.677,177,565,242,166,61,376,380
307,UCLA NCAA,23,17,6,0.739,31.97,18.84,,12,4,,9,2,,7,3,,1642,1340,,925,482,1230,0.392,126,418,0.301,250,363,0.689,180,659,247,132,84,375,389
308,UNC Asheville,25,10,15,0.4,-23.85,-18.73,,9,10,,6,6,,4,9,,1512,1640,,999,605,1510,0.401,136,453,0.3,294,411,0.715,274,903,309,161,78,356,422
309,UNC Greensboro,24,8,16,0.333,-15.48,-7.2,,6,8,,5,8,,3,8,,1209,1217,,958,456,1182,0.386,99,382,0.259,206,292,0.705,255,705,264,158,74,282,316
310,UNC Wilmington,21,7,14,0.333,-15.15,-7.72,,3,10,,4,7,,3,7,,1247,1403,,839,528,1331,0.397,140,478,0.293,207,302,0.685,250,738,300,190,79,305,408
311,UT Arlington,20,13,7,0.65,-4.52,-9.91,,11,4,,8,2,,5,5,,1221,972,,801,345,971,0.355,75,290,0.259,207,302,0.685,169,613,190,129,44,311,299
312,Utah,21,5,16,0.238,10.97,21.69,,4,15,,2,7,,3,9,,1264,1489,,840,535,1261,0.424,154,419,0.368,265,353,0.751,215,689,302,192,84,276,353
313,Utah State,24,4,20,0.167,-12.43,3.15,,2,16,,4,9,,0,11,,1512,1886,,964,687,1641,0.419,199,594,0.335,313,442,0.708,264,987,436,191,88,290,370
314,Utah Tech,3,1,2,0.333,-30.82,-7.82,,,,,1,1,,0,1,,178,143,,120,51,123,0.415,13,33,0.394,28,41,0.683,20,79,31,23,5,23,28
315,Utah Valley NCAA,20,13,7,0.65,-7.53,-8.37,,10,4,,9,4,,4,2,,1232,1132,,799,426,1094,0.389,121,369,0.328,159,226,0.704,161,581,282,156,60,246,319
316,UTEP,25,17,8,0.68,0.84,-4.16,,13,5,,11,2,,6,6,,1743,1618,,1014,590,1379,0.428,140,417,0.336,298,435,0.685,211,767,296,181,90,429,463
317,UTSA,20,2,18,0.1,-19.78,-5.09,,0,14,,2,8,,0,10,,1227,1426,,814,541,1181,0.458,122,379,0.322,222,362,0.613,245,742,278,129,47,300,343
318,Valparaiso,25,12,13,0.48,3.87,4.39,,7,9,,6,6,,6,7,,1608,1621,,1026,576,1400,0.411,132,446,0.296,337,501,0.673,241,917,319,171,78,443,428
319,Vanderbilt,8,4,4,0.5,-0.79,3.21,,0,3,,3,2,,1,2,,594,626,,319,224,520,0.431,57,162,0.352,121,183,0.661,92,297,123,48,38,128,128
320,Vermont,6,4,2,0.667,-12.19,-16.69,,4,2,,3,1,,1,1,,374,347,,240,126,360,0.35,30,103,0.291,65,91,0.714,66,195,61,38,27,84,69
321,Villanova,24,17,7,0.708,10.59,6.14,,9,5,,9,3,,8,4,,1702,1595,,974,578,1450,0.399,105,374,0.281,334,439,0.761,207,768,298,164,55,318,344
322,Virginia,5,0,5,0,-4.53,8.88,,0,2,,0,3,,0,2,,258,325,,200,123,293,0.42,27,84,0.321,52,77,0.675,63,174,62,46,23,88,83
323,Virginia Commonwealth NCAA,27,16,11,0.593,2.59,1.08,,10,5,,7,3,,9,7,,1725,1684,,1109,630,1569,0.402,175,563,0.311,249,378,0.659,251,886,361,174,95,391,446
324,Virginia Tech NCAA,25,15,10,0.6,19.44,13.4,,8,8,,10,5,,4,4,,1801,1650,,1004,604,1523,0.397,155,484,0.32,287,412,0.697,216,797,287,179,91,332,424
325,Wagner,19,13,6,0.684,-15.48,-15.43,,12,4,,8,2,,5,4,,1126,1127,,774,398,1041,0.382,97,334,0.29,234,336,0.696,173,624,203,177,75,357,303
326,Wake Forest NCAA,25,12,13,0.48,14.7,16.78,,8,10,,5,4,,7,8,,1661,1713,,1008,669,1557,0.43,147,460,0.32,228,326,0.699,244,810,350,160,92,295,420
327,Washington,21,7,14,0.333,13.94,20.08,,3,13,,3,6,,4,8,,1234,1363,,840,496,1152,0.431,148,452,0.327,223,304,0.734,205,654,283,189,81,348,288
328,Washington State NCAA,24,12,12,0.5,20.39,20.6,,9,10,,8,5,,4,6,,1517,1522,,985,550,1379,0.399,141,426,0.331,281,385,0.73,229,796,295,188,90,328,340
329,Weber State,22,2,20,0.091,-18.64,-3.74,,2,16,,2,7,,0,13,,1361,1628,,894,576,1371,0.42,179,505,0.354,297,383,0.775,231,742,309,203,80,291,393
330,West Virginia NCAA,29,22,7,0.759,21.8,15.49,,13,5,,14,2,,7,4,,2096,1913,,1167,713,1742,0.409,176,563,0.313,311,436,0.713,248,882,396,195,118,433,466
331,Western Carolina,24,6,18,0.25,-21.71,-10.17,,3,10,,4,7,,2,11,,1327,1444,,965,503,1184,0.425,137,407,0.337,301,433,0.695,185,670,266,166,63,308,309
332,Western Illinois,24,8,16,0.333,-6.21,0.79,,6,8,,4,6,,4,10,,1657,1825,,969,652,1515,0.43,186,529,0.352,335,438,0.765,241,889,347,196,77,375,446
333,Western Kentucky,23,7,16,0.304,-3.89,1.07,,6,10,,5,5,,2,11,,1469,1583,,940,591,1458,0.405,158,554,0.285,243,366,0.664,300,816,359,185,91,376,423
334,Western Michigan,21,6,15,0.286,-3.66,1.72,,5,14,,5,6,,1,9,,1371,1484,,840,541,1287,0.42,155,473,0.328,247,355,0.696,203,756,217,195,51,316,390
335,Wichita State,18,6,12,0.333,1.12,3.62,,2,9,,3,6,,3,6,,1142,1187,,734,408,1089,0.375,121,411,0.294,250,369,0.678,204,612,247,139,85,244,312
336,William & Mary,13,6,7,0.462,-8.66,-6.2,,3,5,,3,3,,3,4,,765,797,,520,291,741,0.393,48,208,0.231,167,249,0.671,153,471,148,85,53,182,219
337,Winthrop,24,6,18,0.25,-30.95,-19.58,,5,15,,4,6,,2,12,,1232,1505,,966,558,1362,0.41,158,472,0.335,231,354,0.653,224,774,285,168,85,319,366
338,Wisconsin,24,5,19,0.208,5.26,17.93,,2,18,,5,8,,0,11,,1514,1818,,970,665,1570,0.424,175,533,0.328,313,444,0.705,287,835,397,220,90,270,384
339,Wofford,24,13,11,0.542,-11.53,-11.05,,7,7,,8,2,,5,9,,1500,1423,,979,533,1360,0.392,122,436,0.28,235,336,0.699,239,767,257,175,67,311,390
340,Wright State NCAA,27,19,8,0.704,8.2,1.39,,15,5,,8,4,,10,3,,1695,1511,,1079,509,1429,0.356,142,518,0.274,351,491,0.715,184,734,265,154,31,389,464
341,Wyoming NCAA,24,14,10,0.583,5.69,2.32,,8,8,,9,2,,5,7,,1469,1388,,969,517,1332,0.388,121,371,0.326,233,311,0.749,201,776,203,136,90,302,306
342,Xavier,15,5,10,0.333,-4.83,6.58,,2,8,,4,4,,1,6,,942,1113,,600,400,873,0.458,97,273,0.355,216,300,0.72,150,494,258,147,70,273,256
343,Youngstown State,18,10,8,0.556,-0.79,-3.9,,9,7,,7,4,,3,4,,1199,1143,,723,429,1058,0.405,119,378,0.315,166,261,0.636,167,551,217,141,61,223,310
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
