Rk,School,G,W,L,W-L%,SRS,SOS,,W,L,,W,L,,W,L,,Tm.,Opp.,,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF
148,Loyola Marymount,26,7,19,0.269,-2.53,4.59,,4,14,,3,9,,4,10,,1588,1648,,1039,594,1453,0.409,170,510,0.333,290,384,0.755,275,792,336,223,52,354,395
149,Maine,20,17,3,0.85,-0.08,-13.58,,13,2,,6,1,,11,2,,1324,1054,,799,384,1039,0.37,92,323,0.285,194,295,0.658,166,631,200,106,36,350,279
150,Manhattan,20,11,9,0.55,-10.39,-9.64,,9,3,,7,3,,4,5,,1103,1118,,806,399,1088,0.367,112,377,0.297,208,309,0.673,167,667,233,160,73,322,318
151,Marist NCAA,22,18,4,0.818,-2.71,-14.25,,13,3,,11,1,,7,2,,1378,1124,,891,413,1196,0.345,110,421,0.261,188,264,0.712,199,671,223,147,80,349,349
152,Marquette NCAA,26,19,7,0.731,16.8,8.03,,14,4,,8,3,,11,3,,1832,1604,,1039,601,1526,0.394,140,475,0.295,262,343,0.764,197,715,335,201,87,385,401
153,Marshall,19,8,11,0.421,-0.79,1.42,,7,9,,6,4,,2,7,,1142,1184,,775,414,1090,0.38,116,419,0.277,240,354,0.678,182,646,206,116,44,272,286
154,Maryland NCAA,29,26,3,0.897,36.34,14.54,,17,1,,13,1,,11,1,,2632,2000,,1160,742,1824,0.407,204,616,0.331,312,453,0.689,297,867,390,163,71,445,473
155,Maryland-Baltimore County,8,2,6,0.25,-20.89,-14.14,,2,4,,1,1,,1,5,,460,514,,320,195,445,0.438,37,130,0.285,87,130,0.669,73,253,110,55,38,130,145
156,Massachusetts,24,16,8,0.667,5.16,-0.43,,7,5,,8,4,,8,4,,1720,1586,,970,569,1418,0.401,171,519,0.329,277,373,0.743,244,810,350,171,58,396,431
157,Massachusetts-Lowell,21,12,9,0.571,-9.66,-9.94,,10,6,,7,3,,5,6,,1206,1200,,838,459,1195,0.384,92,391,0.235,190,266,0.714,221,679,249,183,76,369,353
158,McNeese State,22,6,16,0.273,-27.71,-13.43,,6,8,,3,6,,3,9,,858,,,485,,,,,,,,,,,,,,,,
159,Memphis,19,4,15,0.211,-5.55,3.45,,2,11,,3,7,,1,8,,1152,1275,,764,477,1159,0.412,118,383,0.308,203,291,0.698,180,546,311,219,78,243,283
160,Mercer NCAA,26,19,7,0.731,-1.66,-8.26,,10,3,,11,4,,8,2,,1777,1534,,1065,549,1384,0.397,103,380,0.271,333,495,0.673,253,879,253,141,62,431,382
161,Merrimack,15,5,10,0.333,-18.86,-16.2,,5,10,,3,5,,2,5,,970,1010,,609,367,894,0.411,103,337,0.306,173,238,0.727,159,499,202,141,60,238,220
162,Miami (FL),22,11,11,0.5,12.47,13.29,,8,10,,8,4,,3,7,,1453,1471,,880,555,1344,0.413,155,527,0.294,206,297,0.694,230,766,307,136,63,326,362
163,Miami (OH),24,4,20,0.167,-6.13,3.16,,3,17,,3,8,,1,12,,1567,1790,,960,644,1369,0.47,140,414,0.338,362,540,0.67,203,739,314,225,61,369,376
164,Michigan NCAA,22,16,6,0.727,27.21,16.75,,9,4,,9,2,,5,3,,1657,1427,,884,527,1337,0.394,126,406,0.31,247,356,0.694,181,601,243,168,75,275,418
165,Michigan State NCAA,24,15,9,0.625,20.74,14.32,,8,7,,10,4,,5,4,,1804,1652,,999,580,1369,0.424,149,460,0.324,343,453,0.757,198,742,345,159,87,393,426
166,Middle Tennessee NCAA,25,17,8,0.68,4.12,0.4,,12,4,,10,5,,7,2,,1851,1758,,1006,651,1581,0.412,174,581,0.299,282,420,0.671,281,961,348,123,66,369,460
167,Milwaukee,28,20,8,0.714,9.19,0.79,,15,5,,9,5,,11,3,,1795,1560,,1135,545,1547,0.352,139,512,0.271,331,491,0.674,229,753,255,212,79,390,516
168,Minnesota,21,8,13,0.381,7.2,17.2,,7,11,,5,6,,3,7,,1443,1653,,846,615,1328,0.463,161,421,0.382,262,336,0.78,187,677,393,167,73,266,358
169,Mississippi,27,15,12,0.556,16.84,10.02,,4,10,,9,5,,6,7,,1878,1650,,1090,577,1475,0.391,117,389,0.301,379,510,0.743,221,809,308,216,71,425,475
170,Mississippi State,19,10,9,0.526,15.69,10.85,,5,7,,7,4,,3,5,,1376,1284,,770,452,1168,0.387,105,337,0.312,275,357,0.77,196,666,225,139,39,273,292
171,Mississippi Valley State,20,4,16,0.2,-28.45,-12.65,,2,13,,1,5,,3,11,,1112,1428,,805,548,1239,0.442,146,444,0.329,186,298,0.624,216,662,300,148,73,257,401
172,Missouri,22,9,13,0.409,15.97,12.29,,5,9,,5,8,,4,5,,1609,1528,,880,535,1334,0.401,148,486,0.305,310,439,0.706,215,664,280,133,67,265,356
173,Missouri State NCAA,26,23,3,0.885,19.72,8.64,,16,0,,9,2,,12,0,,1826,1449,,1040,519,1343,0.386,154,496,0.31,257,354,0.726,136,679,275,141,79,389,417
174,Monmouth,18,2,16,0.111,-24.38,-10.21,,2,11,,1,8,,1,8,,828,1083,,718,401,1087,0.369,116,381,0.304,165,227,0.727,196,593,238,184,59,201,278
175,Montana,23,12,11,0.522,-8.19,-6.24,,9,8,,6,5,,6,6,,1510,1492,,924,530,1378,0.385,167,511,0.327,265,369,0.718,214,747,278,211,75,270,378
176,Montana State,24,17,7,0.708,3.58,-5.09,,13,3,,9,2,,8,5,,1729,1521,,963,520,1314,0.396,152,490,0.31,329,474,0.694,235,796,302,147,70,412,398
177,Morehead State,23,7,16,0.304,-11.43,-3.15,,6,13,,5,7,,2,9,,1341,1448,,918,525,1258,0.417,134,466,0.288,264,388,0.68,202,712,281,197,117,325,414
178,Morgan State,16,12,4,0.75,-14.15,-16.71,,8,2,,7,1,,5,3,,1029,988,,640,350,911,0.384,83,289,0.287,205,313,0.655,186,536,188,119,45,324,302
179,Mount St. Mary's NCAA,24,17,7,0.708,-4.98,-14.98,,14,4,,11,1,,6,5,,1720,1480,,970,532,1374,0.387,118,383,0.308,298,401,0.743,219,772,304,163,94,388,366
180,Murray State,27,16,11,0.593,-1.75,-3.94,,12,8,,8,4,,8,7,,1885,1826,,1078,702,1703,0.412,155,495,0.313,267,377,0.708,294,908,335,198,106,354,475
181,Navy,12,5,7,0.417,-13.04,-11.29,,5,3,,3,1,,2,6,,707,728,,481,259,698,0.371,78,253,0.308,132,181,0.729,109,384,165,86,49,176,183
182,NC State NCAA,25,22,3,0.88,27.79,12.71,,12,2,,13,0,,7,2,,1929,1552,,1005,587,1583,0.371,170,568,0.299,208,306,0.68,214,765,260,143,70,300,432
183,Nebraska,26,13,13,0.5,15.98,16.52,,9,10,,10,3,,3,10,,1810,1822,,1080,664,1711,0.388,185,577,0.321,309,452,0.684,285,915,378,201,68,258,428
184,Nevada,22,13,9,0.591,-0.05,0.2,,9,7,,7,3,,6,6,,1401,1269,,880,468,1185,0.395,109,383,0.285,224,305,0.734,176,639,211,128,56,253,290
185,Nevada-Las Vegas,24,15,9,0.625,4.98,2.85,,13,5,,6,9,,9,0,,1683,1632,,969,619,1546,0.4,178,559,0.318,216,306,0.706,218,808,345,181,94,310,482
186,New Hampshire,20,5,15,0.25,-22.54,-11.29,,5,11,,4,4,,1,11,,1075,1300,,799,476,1118,0.426,123,382,0.322,225,332,0.678,193,686,276,166,77,302,327
187,New Mexico,20,15,5,0.75,11.28,-0.61,,11,3,,4,3,,11,2,,1624,1305,,800,490,1206,0.406,118,389,0.303,207,295,0.702,182,676,281,115,44,289,261
188,New Mexico State,21,9,12,0.429,-9.06,-6.91,,6,6,,5,3,,4,9,,1323,1274,,851,437,1112,0.393,111,375,0.296,289,442,0.654,175,675,251,175,74,364,332
189,New Orleans,21,6,15,0.286,-25.83,-12.49,,3,12,,4,6,,2,9,,1152,1312,,840,472,1045,0.452,116,318,0.365,252,401,0.628,197,658,288,205,45,349,327
190,Niagara,11,4,7,0.364,-19.62,-13.8,,4,6,,3,6,,1,1,,690,754,,444,284,664,0.428,61,204,0.299,125,183,0.683,118,363,172,108,33,202,185
191,Nicholls State,25,11,14,0.44,-19.4,-13.36,,9,7,,8,3,,3,11,,1557,1510,,1004,536,1277,0.42,113,415,0.272,325,445,0.73,246,725,277,218,68,415,425
192,NJIT,18,4,14,0.222,-19.63,-13.3,,4,9,,3,5,,1,9,,1014,1128,,724,408,1143,0.357,105,341,0.308,207,324,0.639,210,645,215,147,56,249,317
193,Norfolk State,14,5,9,0.357,-17.38,-12.3,,3,5,,4,3,,1,6,,801,771,,560,272,749,0.363,59,236,0.25,168,270,0.622,171,494,166,103,43,247,226
194,North Alabama,25,7,18,0.28,-12.8,-4.84,,6,9,,3,8,,4,10,,1733,1932,,1000,715,1579,0.453,162,463,0.35,340,487,0.698,266,899,372,203,69,365,415
195,North Carolina NCAA,24,13,11,0.542,17.82,10.45,,8,9,,10,4,,3,6,,1792,1615,,964,574,1501,0.382,197,589,0.334,270,382,0.707,211,799,337,134,78,323,445
196,North Carolina A&T NCAA,17,14,3,0.824,-2.49,-17.12,,9,1,,8,0,,6,2,,1224,888,,680,317,915,0.346,72,270,0.267,182,256,0.711,157,528,181,126,74,346,272
197,North Carolina Central,16,4,12,0.25,-22.19,-8.12,,2,6,,2,4,,2,8,,1016,1140,,650,393,966,0.407,100,329,0.304,254,382,0.665,177,561,235,218,52,301,314
198,North Dakota,21,2,19,0.095,-7.48,1.53,,2,13,,1,7,,1,12,,1396,1585,,862,522,1292,0.404,185,530,0.349,356,484,0.736,191,716,288,156,62,253,396
199,North Dakota State,24,15,9,0.625,4.62,1.58,,9,7,,10,3,,5,6,,1666,1593,,971,549,1351,0.406,127,427,0.297,368,524,0.702,221,728,250,184,88,338,476
200,North Florida,25,14,11,0.56,-8.66,-5.71,,11,5,,9,2,,5,9,,1793,1771,,1003,653,1637,0.399,217,668,0.325,248,363,0.683,303,932,350,206,69,332,392
201,North Texas,20,13,7,0.65,1.99,-1.06,,10,4,,7,4,,6,3,,1386,1325,,800,484,1176,0.412,81,307,0.264,276,377,0.732,200,709,216,146,57,326,332
202,Northeastern,20,7,13,0.35,-6,-3.1,,6,10,,2,7,,5,6,,1241,1299,,799,456,1126,0.405,134,387,0.346,253,369,0.686,226,645,279,166,56,317,338
203,Northern Arizona,29,15,14,0.517,-3.35,-4.42,,10,10,,10,3,,4,11,,2064,2033,,1159,762,1742,0.437,173,565,0.306,336,482,0.697,259,987,387,201,77,427,438
204,Northern Colorado,26,14,12,0.538,-3.83,-4.79,,12,7,,8,6,,6,6,,1684,1659,,1049,592,1528,0.387,170,536,0.317,305,390,0.782,232,796,281,211,60,324,413
205,Northern Illinois,24,12,12,0.5,2.36,2.56,,10,8,,7,6,,5,6,,1760,1765,,959,653,1573,0.415,206,670,0.307,253,355,0.713,242,743,362,226,84,305,462
206,Northern Iowa,30,17,13,0.567,10.75,6.45,,11,7,,7,7,,10,6,,2077,1948,,1213,722,1784,0.405,136,433,0.314,368,496,0.742,280,1005,347,239,108,440,516
207,Northern Kentucky,19,8,11,0.421,3.73,3.04,,7,5,,3,5,,5,6,,1235,1222,,766,446,1115,0.4,106,376,0.282,224,307,0.73,165,595,232,159,67,240,343
208,Northwestern NCAA,25,16,9,0.64,23.29,17.05,,11,7,,8,5,,7,3,,1684,1528,,999,550,1332,0.413,135,432,0.313,293,415,0.706,227,859,378,151,78,501,477
209,Northwestern State,20,1,19,0.05,-42.18,-11.23,,1,14,,1,9,,0,10,,931,1418,,801,522,1120,0.466,126,328,0.384,248,362,0.685,268,741,307,197,81,269,301
210,Notre Dame,20,10,10,0.5,14.91,15.41,,8,7,,7,4,,3,6,,1400,1410,,799,523,1271,0.411,166,506,0.328,198,290,0.683,239,667,306,152,82,309,328
211,Oakland,24,12,12,0.5,-3.41,0.47,,12,8,,7,5,,5,7,,1667,1760,,971,642,1446,0.444,138,411,0.336,338,489,0.691,278,889,383,181,76,405,460
212,Ohio,25,15,10,0.6,6.85,2.69,,11,6,,10,2,,5,8,,1940,1836,,1009,661,1515,0.436,205,626,0.327,309,407,0.759,247,904,387,169,70,480,456
213,Ohio State,20,13,7,0.65,25.49,15.34,,9,7,,10,1,,3,6,,1604,1401,,807,513,1277,0.402,96,386,0.249,279,391,0.714,212,727,254,101,89,315,352
214,Oklahoma,24,12,12,0.5,13.88,15.46,,9,9,,7,6,,5,6,,1764,1802,,970,688,1517,0.454,152,505,0.301,274,404,0.678,276,828,365,189,76,356,419
215,Oklahoma State NCAA,28,19,9,0.679,22.92,14.13,,13,5,,12,3,,6,5,,1989,1743,,1127,644,1732,0.372,191,541,0.353,264,357,0.739,261,933,328,199,89,443,409
216,Old Dominion,24,13,11,0.542,1.91,-0.8,,7,9,,7,6,,6,5,,1713,1648,,998,621,1485,0.418,119,408,0.292,287,385,0.745,238,855,338,138,84,355,420
217,Omaha,20,7,13,0.35,-4.07,2.74,,4,8,,3,3,,4,10,,1238,1374,,809,479,1150,0.417,179,500,0.358,237,334,0.71,172,654,276,142,61,266,339
218,Oral Roberts,21,6,15,0.286,-9.66,6.19,,4,8,,5,3,,1,12,,1352,1598,,848,568,1303,0.436,160,459,0.349,302,435,0.694,235,822,312,175,96,303,372
219,Oregon NCAA,24,15,9,0.625,31.01,19.72,,10,7,,7,5,,6,3,,1701,1430,,959,527,1408,0.374,135,448,0.301,241,337,0.715,218,724,300,153,71,328,311
220,Oregon State NCAA,20,12,8,0.6,23.93,22.35,,7,6,,5,4,,6,3,,1426,1308,,809,474,1267,0.374,149,416,0.358,211,281,0.751,190,614,261,153,62,167,326
221,Pacific,22,11,11,0.5,4.65,6.2,,9,9,,5,7,,6,4,,1500,1408,,895,506,1222,0.414,134,423,0.317,262,350,0.749,195,683,295,184,60,334,335
222,Penn State,24,9,15,0.375,12.4,15.94,,6,13,,6,7,,3,8,,1740,1825,,959,692,1549,0.447,169,542,0.312,272,393,0.692,239,847,427,205,98,342,356
223,Pepperdine,23,5,18,0.217,-5.73,4.04,,2,16,,5,9,,0,9,,1352,1347,,925,504,1214,0.415,133,398,0.334,206,281,0.733,193,633,332,180,67,246,313
224,Pittsburgh,19,5,14,0.263,6.49,13.33,,3,12,,3,8,,2,6,,1243,1373,,766,466,1193,0.391,145,415,0.349,296,405,0.731,221,651,287,159,53,266,302
225,Portland,27,14,13,0.519,0.72,2.95,,9,8,,7,7,,7,5,,1848,1678,,1085,649,1389,0.467,120,367,0.327,260,372,0.699,240,757,379,222,86,413,403
226,Portland State,25,12,13,0.48,-10.83,-5.37,,7,11,,8,6,,4,7,,1597,1509,,1010,558,1298,0.43,146,388,0.376,247,327,0.755,228,769,374,154,70,338,381
227,Prairie View,16,3,13,0.188,-22.38,-15.94,,2,11,,3,8,,0,5,,961,991,,649,354,873,0.405,79,249,0.317,204,332,0.614,148,489,229,144,41,245,253
228,Presbyterian,21,11,10,0.524,-15.35,-18.88,,10,8,,3,5,,8,5,,1306,1232,,840,448,1204,0.372,136,448,0.304,200,274,0.73,205,619,249,160,64,344,395
229,Providence,21,7,14,0.333,-1.15,5.32,,4,10,,4,5,,3,9,,1204,1340,,845,493,1236,0.399,142,428,0.332,212,279,0.76,200,720,310,146,65,289,305
230,Purdue,23,7,16,0.304,9.98,17.24,,4,14,,6,8,,1,8,,1523,1690,,919,635,1419,0.447,127,396,0.321,293,395,0.742,229,742,361,209,81,304,347
231,Purdue Fort Wayne,23,1,22,0.043,-17.37,1.2,,1,19,,1,10,,0,12,,1234,1661,,919,619,1313,0.471,127,369,0.344,296,427,0.693,261,828,363,181,74,357,370
232,Quinnipiac,21,13,8,0.619,-7.13,-12.61,,11,5,,8,5,,5,3,,1334,1219,,855,458,1233,0.371,123,387,0.318,180,273,0.659,230,695,282,133,103,337,381
233,Radford,20,9,11,0.45,-22.56,-17.61,,9,9,,5,5,,4,6,,1238,1337,,821,498,1312,0.38,118,414,0.285,223,325,0.686,217,707,210,165,47,233,313
234,Rhode Island,19,11,8,0.579,1.98,-1.81,,11,4,,7,4,,4,4,,1194,1122,,769,413,995,0.415,126,385,0.327,170,216,0.787,115,499,235,129,48,255,258
235,Rice,27,23,4,0.852,11.8,0.76,,12,2,,11,2,,12,2,,1888,1590,,1081,604,1756,0.344,156,567,0.275,226,338,0.669,328,849,312,211,51,309,446
236,Richmond,22,13,9,0.591,-1.19,-3.01,,9,6,,7,2,,6,7,,1393,1353,,890,501,1382,0.363,129,438,0.295,222,320,0.694,269,758,279,179,70,315,360
237,Rider,26,8,18,0.308,-19.03,-13.53,,5,13,,4,9,,4,9,,1398,1541,,1043,559,1549,0.361,126,437,0.288,297,440,0.675,314,915,318,250,98,377,383
238,Robert Morris,17,4,13,0.235,-5.43,2.57,,4,12,,3,3,,1,10,,962,1098,,680,376,887,0.424,98,278,0.353,248,354,0.701,153,609,202,99,39,261,250
239,Rutgers NCAA,19,14,5,0.737,26.7,9.34,,10,3,,9,2,,5,2,,1427,1097,,760,367,976,0.376,123,347,0.354,240,342,0.702,172,516,240,118,47,346,287
240,Sacramento State,25,3,22,0.12,-14.21,-4.17,,2,18,,2,11,,1,11,,1633,1884,,1009,695,1607,0.432,175,546,0.321,319,416,0.767,292,1010,399,220,133,368,400
241,Sacred Heart,18,8,10,0.444,-17.06,-14.67,,8,8,,3,4,,5,6,,1124,1167,,731,416,1026,0.405,96,291,0.33,239,327,0.731,151,582,213,130,76,290,341
242,Saint Francis (PA),23,14,9,0.609,-13.48,-12.48,,12,4,,6,3,,8,6,,1471,1494,,930,565,1406,0.402,157,473,0.332,207,290,0.714,209,684,297,187,77,304,403
243,Saint Joseph's,17,7,10,0.412,-3.81,-1.63,,5,9,,6,3,,1,7,,1033,996,,690,343,877,0.391,87,306,0.284,223,330,0.676,138,506,173,108,52,213,229
244,Saint Louis,19,14,5,0.737,6.85,1.95,,9,3,,6,5,,8,0,,1246,1153,,775,431,1203,0.358,126,421,0.299,165,237,0.696,175,631,229,114,81,206,319
245,Saint Mary's (CA),26,7,19,0.269,-3.12,5.61,,4,14,,3,8,,4,11,,1632,1721,,1043,667,1501,0.444,144,429,0.336,243,347,0.7,227,752,346,248,70,314,371
246,Saint Peter's,28,13,15,0.464,-18.06,-14.27,,10,9,,8,3,,5,12,,1667,1773,,1124,648,1541,0.421,145,469,0.309,332,492,0.675,256,964,397,189,156,500,491
247,Sam Houston,23,15,8,0.652,-2.9,-6.45,,9,5,,10,3,,5,5,,1743,1382,,925,496,1134,0.437,63,230,0.274,327,463,0.706,192,644,252,200,84,437,472
248,Samford,25,14,11,0.56,-2.35,-3.52,,11,2,,9,2,,5,9,,1706,1468,,999,544,1373,0.396,148,528,0.28,232,335,0.693,275,772,328,186,87,320,351
249,San Diego,19,12,7,0.632,5.54,1.54,,9,5,,7,5,,5,2,,1441,1570,,970,578,1449,0.399,172,541,0.318,242,323,0.749,213,827,332,156,85,266,323
250,San Diego State,24,7,17,0.292,-4.78,2.93,,5,12,,4,10,,3,7,,851,,,560,,,,,,,,,,,,,,,,
251,San Francisco,27,16,11,0.593,6.35,4.89,,10,7,,8,3,,8,8,,1942,1756,,1088,642,1498,0.429,157,489,0.321,315,431,0.731,232,845,316,170,65,383,441
252,San Jose State,4,2,2,0.5,-3.44,-1.94,,1,2,,1,0,,1,2,,262,268,,161,99,259,0.382,22,77,0.286,48,68,0.706,38,161,52,16,15,63,64
253,Santa Clara,25,14,11,0.56,2.83,2.83,,9,8,,3,5,,11,6,,1634,1585,,998,589,1352,0.436,161,483,0.333,246,329,0.748,206,722,394,207,77,396,418
254,Seattle,25,11,14,0.44,-13.58,-7.62,,6,8,,7,5,,4,9,,1694,1557,,1009,541,1338,0.404,163,502,0.325,312,446,0.7,214,824,324,184,84,387,406
255,Seton Hall,21,14,7,0.667,13.18,3.18,,12,5,,8,5,,6,2,,1610,1400,,849,544,1279,0.425,114,417,0.273,198,264,0.75,198,732,307,126,62,383,362
256,Siena,13,4,9,0.308,-19.67,-11.9,,3,8,,2,4,,2,5,,757,858,,519,324,772,0.42,79,235,0.336,131,193,0.679,153,441,203,114,50,187,201
257,South Alabama,26,13,13,0.5,-13.59,-10.34,,9,9,,9,5,,4,8,,1627,1570,,1040,562,1452,0.387,149,462,0.323,297,433,0.686,267,880,275,225,85,381,393
258,South Carolina NCAA,31,26,5,0.839,34.84,17.55,,14,2,,14,1,,8,3,,2338,1802,,1244,708,1945,0.364,125,454,0.275,261,395,0.661,263,893,305,189,158,429,575
259,South Carolina State,10,1,9,0.1,-40.71,-11.41,,0,2,,1,4,,0,5,,460,753,,400,286,657,0.435,69,188,0.367,112,169,0.663,135,391,178,91,33,145,142
260,South Carolina Upstate,23,8,15,0.348,-25.4,-15.97,,5,11,,3,6,,5,9,,1319,1379,,920,514,1278,0.402,149,472,0.316,202,293,0.689,195,711,289,177,61,282,349
261,South Dakota NCAA,25,19,6,0.76,15.75,2.34,,12,2,,11,1,,8,4,,1855,1444,,1000,498,1297,0.384,175,484,0.362,273,394,0.693,177,720,247,138,50,386,456
262,South Dakota State NCAA,25,21,4,0.84,13.47,4.39,,14,0,,13,1,,8,2,,1746,1519,,1004,541,1400,0.386,150,507,0.296,287,396,0.725,193,752,305,179,87,364,464
263,South Florida NCAA,23,19,4,0.826,17.67,7.67,,12,2,,13,1,,5,2,,1504,1274,,929,456,1289,0.354,83,327,0.254,279,407,0.686,204,701,222,150,62,315,434
264,Southeast Missouri State,26,15,11,0.577,-0.67,-3.59,,13,7,,9,6,,6,5,,1697,1549,,1045,551,1478,0.373,135,493,0.274,312,421,0.741,272,790,331,199,81,366,403
265,Southeastern Louisiana,19,11,8,0.579,-9.13,-16.6,,10,5,,7,4,,4,4,,1309,1038,,761,379,939,0.404,64,245,0.261,216,324,0.667,137,532,171,143,37,284,277
266,Southern,23,12,11,0.522,-7.41,-7.19,,11,4,,7,2,,5,9,,1395,1400,,919,524,1182,0.443,74,285,0.26,278,421,0.66,215,762,283,139,79,472,443
267,Southern California,23,11,12,0.478,14.47,19.73,,8,10,,8,5,,3,7,,1463,1584,,925,563,1382,0.407,192,538,0.357,266,372,0.715,231,826,345,170,77,306,334
268,Southern Illinois,25,9,16,0.36,-0.33,3.99,,5,13,,7,7,,2,9,,1505,1613,,1008,593,1290,0.46,138,383,0.36,289,397,0.728,169,734,321,180,83,333,389
269,SIU Edwardsville,25,6,19,0.24,-16.47,-5.31,,3,17,,4,9,,2,10,,1408,1613,,1001,596,1405,0.424,163,487,0.335,258,378,0.683,233,794,360,241,86,388,405
270,Southern Methodist,6,0,6,0,-7.41,10.42,,0,2,,0,3,,0,3,,334,441,,246,157,354,0.444,30,106,0.283,97,146,0.664,59,215,91,57,35,101,97
271,Southern Mississippi,19,7,12,0.368,-9.81,-4.42,,5,11,,6,3,,1,9,,1242,1282,,764,441,1043,0.423,149,419,0.356,251,353,0.711,182,580,245,147,48,298,285
272,Southern Utah,20,11,9,0.55,-4.76,-7.82,,6,5,,8,2,,3,7,,1393,1261,,809,444,1162,0.382,126,404,0.312,247,336,0.735,166,569,225,149,87,256,381
273,St. Bonaventure,21,6,15,0.286,-8.28,-2.56,,5,12,,5,5,,1,10,,1235,1355,,845,497,1245,0.399,153,473,0.323,208,304,0.684,221,730,277,135,79,275,282
274,St. Francis (NY),14,4,10,0.286,-20.13,-16.7,,4,10,,3,4,,1,6,,905,953,,570,363,833,0.436,104,279,0.373,123,178,0.691,138,478,207,113,76,236,250
275,St. John's (NY),23,8,15,0.348,2.48,7.18,,4,12,,5,6,,3,9,,1451,1559,,931,610,1435,0.425,128,425,0.301,211,304,0.694,252,752,352,221,80,330,342
276,Stanford NCAA,33,31,2,0.939,42.26,18.26,,19,2,,12,1,,13,1,,2565,1773,,1326,632,1923,0.329,185,655,0.282,324,484,0.669,298,954,296,211,84,477,473
277,Stephen F. Austin NCAA,27,24,3,0.889,17.59,-9.9,,14,0,,15,0,,9,2,,2165,1297,,1084,448,1318,0.34,95,366,0.26,306,477,0.642,252,729,229,187,63,544,470
278,Stetson,25,10,15,0.4,-11.9,-7.68,,7,9,,6,6,,4,8,,1551,1475,,1015,523,1319,0.397,179,543,0.33,250,365,0.685,246,838,314,151,64,358,369
279,Stony Brook NCAA,21,15,6,0.714,-2.09,-9.56,,11,3,,9,3,,6,2,,1250,1093,,841,395,1082,0.365,106,343,0.309,197,284,0.694,153,570,225,175,53,355,368
280,Syracuse NCAA,24,15,9,0.625,17.72,15.93,,9,7,,9,1,,5,7,,1726,1595,,966,568,1440,0.394,151,475,0.318,308,417,0.739,243,770,328,194,43,331,410
281,Tarleton State,25,9,16,0.36,-17.3,-8.87,,4,10,,5,6,,4,10,,1552,1407,,1000,525,1246,0.421,127,396,0.321,230,328,0.701,205,764,274,155,56,319,456
282,TCU,25,10,15,0.4,8.37,13.49,,4,14,,9,6,,1,9,,1699,1827,,1009,659,1548,0.426,161,513,0.314,348,451,0.772,222,903,406,177,112,372,408
283,Temple,22,11,11,0.5,2.12,7.03,,11,7,,7,4,,4,7,,1364,1472,,880,548,1370,0.4,121,401,0.302,255,388,0.657,254,778,327,199,84,349,373
284,Tennessee NCAA,25,17,8,0.68,23.8,14.44,,9,4,,12,2,,4,5,,1797,1563,,1005,564,1553,0.363,169,540,0.313,266,391,0.68,206,700,291,225,74,330,399
285,Tennessee State,22,0,22,0,-24.43,-3.3,,0,20,,0,11,,0,11,,1107,1572,,886,558,1278,0.437,192,545,0.352,264,359,0.735,272,834,376,204,87,360,312
286,Tennessee Tech,25,15,10,0.6,0.12,-4.84,,12,8,,9,3,,6,7,,1680,1556,,1000,587,1361,0.431,131,393,0.333,251,356,0.705,193,689,323,174,83,368,406
287,Tennessee-Martin,28,22,6,0.786,7.42,-0.65,,17,2,,11,2,,11,4,,1926,1700,,1118,608,1594,0.381,182,591,0.308,302,420,0.719,261,865,335,197,69,412,467
288,Texas NCAA,31,21,10,0.677,22.58,16.33,,11,7,,12,4,,6,5,,2136,1942,,1250,710,1677,0.423,134,436,0.307,388,538,0.721,252,986,332,188,109,548,570
289,Texas A&M NCAA,28,25,3,0.893,23.7,11.1,,13,1,,14,1,,9,1,,2106,1753,,1129,651,1695,0.384,203,609,0.333,248,357,0.695,241,847,346,192,70,449,535
290,Texas A&M-Corpus Christi,19,6,13,0.316,-22.47,-10.72,,4,7,,4,6,,2,7,,1111,1061,,765,372,910,0.409,109,319,0.342,208,289,0.72,152,522,245,182,49,258,287
291,Texas Southern,15,5,10,0.333,-20.32,-11.12,,4,8,,4,5,,1,5,,915,1053,,600,392,900,0.436,63,217,0.29,206,311,0.662,196,577,196,112,51,261,251
292,Texas State,22,11,11,0.5,-7.27,-9.9,,7,8,,7,1,,4,10,,1381,1323,,891,484,1167,0.415,104,351,0.296,251,357,0.703,199,687,249,164,61,396,439
293,Texas Tech,25,10,15,0.4,7.82,12.36,,5,13,,9,7,,1,8,,1782,1804,,1010,654,1551,0.422,183,488,0.375,313,407,0.769,252,859,367,165,83,299,447
294,Texas-Rio Grande Valley,20,6,14,0.3,-18.61,-9.91,,2,8,,2,5,,4,9,,1250,1424,,805,522,1257,0.415,123,390,0.315,257,377,0.682,204,702,304,170,54,231,323
295,Toledo,24,12,12,0.5,-1.02,0.19,,8,12,,8,6,,4,6,,1662,1691,,966,603,1428,0.422,159,486,0.327,326,467,0.698,248,876,314,169,53,371,439
296,Towson,22,13,9,0.591,-1.71,-4.62,,8,6,,9,3,,4,6,,1748,1574,,885,559,1387,0.403,143,427,0.335,313,433,0.723,254,735,226,168,56,321,400
297,Troy NCAA,28,22,6,0.786,2.07,-8.74,,15,2,,13,2,,9,3,,2408,1906,,1126,693,1789,0.387,172,572,0.301,348,515,0.676,276,951,337,209,75,456,509
