Rk,School,G,W,L,W-L%,SRS,SOS,,W,L,,W,L,,W,L,,Tm.,Opp.,,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA
131,James Madison,31,21,10,0.677,4.72,1.22,,13,5,,12,3,,8,6,,2226,2048,,73.8,89.1,0.253,0.346,0.454,43.5,50.9,10.1,6.5,0.417,14.5,25.6,0.185
132,Kansas,29,18,11,0.621,20.5,16.05,,11,7,,13,1,,4,8,,1976,1847,,69.3,91.8,0.259,0.323,0.482,51.3,56.2,8,9.3,0.445,18.4,31.4,0.193
133,Kansas City,31,12,19,0.387,-10.31,-4.28,,3,13,,9,7,,2,10,,2009,2050,,71.9,91.9,0.424,0.3,0.497,48.5,54.2,11.3,4.2,0.446,19.7,30.8,0.304
134,Kansas State,30,24,6,0.8,29.25,13.55,,12,5,,15,1,,6,4,,2180,1709,,71.2,79,0.26,0.306,0.435,47.4,53.4,10.2,6.2,0.396,20.1,25.3,0.186
135,Kennesaw State,29,11,18,0.379,-10.22,-2.03,,7,9,,7,7,,3,10,,1706,1853,,69.4,91.3,0.321,0.336,0.502,46.9,56.8,11.2,6.5,0.468,20.9,30.2,0.221
136,Kent State,27,18,9,0.667,3.92,-1.92,,12,4,,9,3,,8,5,,1962,1674,,70.8,86.7,0.28,0.356,0.478,45.8,47.7,9.8,6.3,0.438,19.9,25.7,0.206
137,Kentucky,32,12,20,0.375,4.8,14.8,,4,12,,10,7,,1,9,,2060,2380,,73.5,100.8,0.261,0.296,0.54,52.9,60.5,10.4,10.7,0.508,18.8,33.7,0.196
138,La Salle,30,8,22,0.267,-12.71,0.46,,5,13,,3,11,,5,10,,1729,2124,,70.6,99.8,0.266,0.334,0.509,56.2,61.3,10.2,9.1,0.476,18.4,38.9,0.195
139,Lafayette,29,10,19,0.345,-16.66,-9.38,,5,13,,3,9,,7,10,,1631,1842,,65.5,96.1,0.254,0.335,0.498,52.3,62.5,12.2,6.6,0.466,17.2,30.8,0.183
140,Lamar,28,23,5,0.821,0.8,-6.28,,17,1,,11,1,,11,3,,1876,1594,,67.6,84.3,0.312,0.302,0.476,45.3,52.9,10.3,5.5,0.434,22.3,26.8,0.226
141,Le Moyne,29,16,13,0.552,-13.36,-9.36,,14,2,,7,3,,9,10,,1646,1762,,65.8,91.9,0.237,0.386,0.483,53,63.6,11.1,7.6,0.458,20.8,37.5,0.158
142,Lehigh,29,17,12,0.586,-8.98,-11.58,,9,9,,9,5,,7,6,,2014,1905,,71.6,91,0.242,0.248,0.477,49.7,48.2,10.7,6.5,0.441,16.6,27.3,0.181
143,Liberty,30,15,15,0.5,1.94,4.83,,10,5,,10,5,,5,7,,1955,1994,,68,96.9,0.306,0.342,0.479,46.8,54.5,12.1,4.9,0.437,14.5,31.5,0.222
144,Lindenwood,28,7,21,0.25,-16.88,-7.65,,5,13,,6,7,,1,14,,1815,2019,,70.7,101.1,0.384,0.271,0.558,56,52.8,8.9,6.2,0.521,22,37.2,0.279
145,Lipscomb,29,17,12,0.586,-4.14,-4.51,,10,6,,8,5,,9,7,,1969,1884,,71.5,89.7,0.238,0.354,0.465,49.4,49.2,9.1,9.5,0.432,17.1,28.9,0.171
146,Little Rock,29,12,17,0.414,-7.26,-2.26,,11,7,,6,8,,5,9,,1621,1766,,66.5,90.8,0.382,0.332,0.511,53.7,49.4,8.4,6.1,0.472,22.5,30.9,0.265
147,Long Beach State,29,13,16,0.448,-3.94,-1.44,,8,11,,8,8,,5,8,,1954,2004,,76.9,89.5,0.296,0.342,0.477,50.4,51.3,14.1,8.5,0.438,21,35.5,0.213
148,Long Island University,29,8,21,0.276,-26.15,-16.63,,5,11,,5,9,,3,12,,1688,1964,,69.8,96.6,0.248,0.343,0.503,50.7,65.7,12.7,8.4,0.477,18.3,33.4,0.17
149,Longwood,30,9,21,0.3,-21.72,-10.65,,6,10,,6,6,,3,14,,1830,2060,,73.9,93,0.238,0.376,0.5,52.5,59.2,10.5,6.4,0.473,21.3,35.1,0.168
150,Louisiana,29,16,13,0.552,-2.09,0.14,,10,8,,8,7,,7,6,,1688,1700,,67.1,86.3,0.336,0.351,0.477,54.4,52,9.8,6.7,0.436,22.1,32.5,0.234
151,Louisiana State,30,26,4,0.867,33.93,8.4,,13,3,,16,1,,8,2,,2636,1870,,78.1,79.8,0.259,0.351,0.447,41.3,46.9,10.2,6.5,0.417,22.6,28.9,0.17
152,Louisiana Tech,30,13,17,0.433,-2.03,0.8,,7,8,,9,5,,4,10,,1884,1871,,67.8,90.9,0.289,0.32,0.492,51.2,52.1,11.6,8.1,0.459,19.9,31.1,0.201
153,Louisiana-Monroe,31,19,12,0.613,0.78,-2.05,,10,8,,9,4,,7,8,,2272,2073,,74.7,89.6,0.312,0.346,0.468,51.5,49.8,8,5.9,0.428,19,32.5,0.218
154,Louisville,32,24,8,0.75,25.53,14.47,,12,6,,14,2,,7,5,,2359,2005,,71.4,87.8,0.282,0.33,0.498,45.6,50.7,10.1,7.5,0.466,22.6,28.7,0.197
155,Loyola (IL),30,15,15,0.5,-1.5,-1.54,,8,10,,8,7,,6,8,,1893,1892,,68.6,91.6,0.264,0.326,0.509,52.3,63.6,10.8,10.2,0.48,22.3,33.6,0.185
156,Loyola (MD),29,15,14,0.517,-11.74,-9.7,,10,8,,7,7,,8,7,,1718,1777,,65.3,93.4,0.304,0.318,0.511,50.2,59.2,9.4,7.1,0.479,19.4,28.2,0.211
157,Loyola Marymount,28,10,18,0.357,-3.96,2.97,,5,10,,6,8,,4,10,,1682,1820,,67.1,96.4,0.276,0.371,0.517,49.2,60.7,10.9,9.3,0.487,19.3,32.4,0.196
158,Maine,30,21,9,0.7,3.23,-4.61,,14,2,,11,2,,8,6,,1944,1709,,65.7,86.7,0.258,0.287,0.477,46.1,55.8,9.4,8.7,0.451,19.3,24.7,0.169
159,Manhattan,28,17,11,0.607,-10.48,-10.76,,10,9,,10,3,,7,8,,1596,1588,,65.1,86.8,0.214,0.321,0.467,48.6,60.7,12,5.4,0.439,20.1,30.4,0.152
160,Marist,29,6,23,0.207,-17.51,-9.3,,4,15,,4,9,,2,12,,1631,1869,,69.7,90.6,0.199,0.369,0.466,51.4,54.5,14.8,7.2,0.437,16.5,30.1,0.146
161,Marquette,29,22,7,0.759,20.13,7.61,,11,7,,13,3,,7,4,,2094,1731,,70.8,84.4,0.248,0.295,0.477,45.7,50.3,9.7,7.4,0.446,20.9,23.3,0.174
162,Marshall,29,23,6,0.793,9.83,-1.72,,17,1,,11,1,,12,5,,2478,2041,,80.3,87.7,0.327,0.251,0.511,50.3,49.2,10.1,8.1,0.483,25.8,35.4,0.215
163,Maryland,30,18,12,0.6,22.85,17.89,,9,9,,12,3,,3,8,,2335,2186,,76.3,95,0.243,0.363,0.505,48.7,60.4,9.5,6.7,0.469,18.9,31.6,0.187
164,Maryland-Baltimore County,28,10,18,0.357,-15.21,-8.9,,6,10,,6,8,,4,10,,1652,1772,,67.7,91.5,0.271,0.27,0.489,51.8,51.2,12,8.8,0.46,19.9,33.3,0.184
165,Maryland-Eastern Shore,29,15,14,0.517,-8.24,-8.65,,8,6,,10,4,,5,10,,1812,1719,,70.9,83.6,0.335,0.33,0.471,47.5,51.7,11.2,6.7,0.434,22.9,31,0.224
166,Massachusetts,32,5,27,0.156,-11.94,1.18,,2,16,,4,9,,0,14,,1857,2277,,70.2,101.4,0.336,0.365,0.549,56.2,64.6,12.5,6,0.509,21,36.8,0.256
167,Massachusetts-Lowell,28,4,24,0.143,-18.7,-6.81,,4,12,,2,10,,2,14,,1462,1795,,67.8,94.1,0.251,0.252,0.503,53.9,56.2,11.8,9.3,0.469,18.7,31.7,0.188
168,McNeese State,31,6,25,0.194,-26.99,-5.14,,2,16,,6,13,,0,12,,2020,2430,,77,101.4,0.296,0.279,0.525,53.3,57.7,12.3,7.3,0.498,17.7,33.4,0.203
169,Memphis,29,13,16,0.448,4.52,6.21,,9,9,,8,5,,4,9,,1965,2014,,74.5,91.3,0.399,0.234,0.522,49.3,51.5,9.3,9.1,0.477,23.3,31.9,0.287
170,Mercer,31,15,16,0.484,-4.29,-5.09,,8,6,,10,4,,3,11,,2018,1993,,68.9,92.2,0.341,0.259,0.496,48,46.9,10.7,5.7,0.454,19.4,30.4,0.246
171,Merrimack,29,11,18,0.379,-18.42,-15.14,,8,8,,6,8,,5,10,,1720,1815,,69.1,89.8,0.319,0.365,0.48,48.6,55.1,11.9,10.8,0.441,20.4,32.5,0.224
172,Miami (FL),30,19,11,0.633,17.82,11.05,,8,10,,14,4,,4,6,,2019,1816,,68.6,87.6,0.234,0.358,0.466,47.7,62.2,10.6,7.4,0.43,20.8,33.9,0.174
173,Miami (OH),28,8,20,0.286,-13.44,-3.11,,5,12,,5,7,,3,13,,1496,1785,,66.7,93.9,0.298,0.418,0.5,53.1,61.6,13.9,9.9,0.468,20.8,35.5,0.205
174,Michigan,31,19,12,0.613,19.54,12.54,,9,9,,11,4,,5,6,,2170,1953,,69.6,90.2,0.306,0.355,0.517,46,53,9.1,7.2,0.481,21.7,25.6,0.221
175,Michigan State,29,22,7,0.759,28.24,10.86,,12,6,,13,2,,6,4,,2450,1946,,74.6,90,0.259,0.32,0.519,49.6,57.8,7.4,7.9,0.486,22.2,25.6,0.193
176,Middle Tennessee,29,25,4,0.862,17.3,-0.25,,15,0,,11,1,,11,2,,2085,1576,,66,81.9,0.217,0.356,0.43,47.6,51.1,8.6,7.9,0.4,18.9,29.9,0.149
177,Milwaukee,32,16,16,0.5,-4.5,-5.46,,10,10,,8,7,,7,8,,2117,2005,,68.3,91.4,0.299,0.34,0.484,47.6,57.9,13,8.7,0.441,18.4,30.1,0.223
178,Minnesota,31,16,15,0.516,15.84,12.42,,5,13,,13,6,,2,8,,2168,2062,,70.4,93.8,0.216,0.392,0.516,48.3,65.1,10.6,7.3,0.49,19.6,27,0.157
179,Mississippi,29,22,7,0.759,21.27,10.85,,12,4,,11,4,,8,3,,1987,1685,,69.8,82.5,0.284,0.251,0.454,44.1,55.9,9.4,7,0.414,21,28.8,0.202
180,Mississippi State,32,21,11,0.656,19.36,9.8,,8,8,,11,5,,7,5,,2408,2102,,71.8,90.8,0.212,0.327,0.472,45.8,53.8,9.8,7.9,0.447,17,29.5,0.143
181,Mississippi Valley State,30,4,26,0.133,-24.2,-2.44,,3,14,,1,9,,3,15,,1661,2314,,76.2,101.3,0.412,0.342,0.521,57.7,58.2,12.5,12.9,0.483,19.9,42.1,0.279
182,Missouri,30,11,19,0.367,12.33,13.37,,2,14,,8,7,,2,9,,2099,2130,,72.1,98,0.236,0.348,0.505,51,53.1,11.4,9.5,0.476,16.3,29.8,0.172
183,Missouri State,28,20,8,0.714,5.04,-0.88,,14,5,,14,1,,6,7,,1932,1766,,70,90.1,0.394,0.307,0.523,45.4,51.6,10.5,5.3,0.479,22.6,24.4,0.284
184,Monmouth,28,20,8,0.714,-0.9,-5.71,,13,4,,8,6,,12,2,,1798,1628,,69,83.5,0.227,0.262,0.429,44.8,47.4,11.2,7.9,0.402,15.9,27.4,0.146
185,Montana,29,21,8,0.724,6.47,-1.1,,13,5,,10,5,,10,3,,2097,1834,,67.7,93.4,0.221,0.323,0.493,45.8,50.1,10.6,9.8,0.463,15.8,23.7,0.165
186,Montana State,31,16,15,0.516,1.25,0.05,,10,8,,10,4,,5,10,,1852,1815,,67.6,86.6,0.277,0.375,0.484,50.9,53.2,12.5,8.5,0.45,22.4,31.4,0.194
187,Morehead State,30,15,15,0.5,-8.91,-5.58,,10,8,,9,6,,6,8,,1989,1968,,71.4,89.7,0.296,0.304,0.482,47.9,50.1,9.2,7.9,0.441,20,30.9,0.218
188,Morgan State,29,8,21,0.276,-18.18,-6.55,,3,11,,5,8,,2,12,,1564,1833,,69.9,90,0.346,0.271,0.505,51.7,57.7,12.4,6.5,0.468,24,36,0.241
189,Mount St. Mary's,28,12,16,0.429,-13.73,-9.3,,9,10,,6,6,,6,10,,1518,1642,,67.7,86.3,0.252,0.363,0.467,54.1,57.6,10.6,6.1,0.433,20.9,32.6,0.179
190,Murray State,28,18,10,0.643,6.6,-0.66,,11,8,,10,4,,8,6,,2399,2145,,79.2,96.7,0.257,0.306,0.531,47.6,52.2,9.4,8.5,0.503,19.1,27.3,0.187
191,Navy,29,13,16,0.448,-16.24,-9.87,,9,9,,10,6,,3,10,,1786,1862,,71.7,89.1,0.305,0.319,0.499,50.9,60.1,10.8,6.6,0.463,21.2,27.2,0.219
192,NC State,30,25,5,0.833,30.02,15.66,,13,5,,15,1,,7,4,,2262,1831,,71.9,83.8,0.157,0.346,0.438,46,47.6,8.8,8.2,0.411,16.5,25.7,0.118
193,Nebraska,30,20,10,0.667,22.48,13.21,,11,7,,13,3,,5,6,,2181,1903,,70.5,89.9,0.24,0.366,0.487,44,55.2,9.1,8.1,0.456,17.9,23.4,0.174
194,Nevada,31,16,15,0.516,-2.71,-1.14,,10,8,,9,6,,5,7,,2003,2015,,70.8,90.7,0.304,0.321,0.512,51.3,49.4,9.3,9.8,0.476,22.7,30.9,0.22
195,Nevada-Las Vegas,29,27,2,0.931,20.06,-0.57,,17,1,,12,1,,14,1,,2324,1726,,70.7,83.9,0.191,0.324,0.458,43.2,48.9,6.5,6.8,0.432,17.4,20.7,0.135
196,New Hampshire,29,9,20,0.31,-14.49,-8.45,,3,13,,7,8,,1,12,,1569,1704,,65.7,89.5,0.292,0.426,0.516,49,61.2,11.7,7.8,0.479,24.3,30.6,0.217
197,New Mexico,31,21,10,0.677,1.21,-2.56,,12,6,,14,4,,7,4,,2015,1878,,70.7,85.3,0.169,0.365,0.457,48,56.2,9.1,9.9,0.436,17.4,23.6,0.117
198,New Mexico State,28,11,17,0.393,-4.89,-2.33,,5,10,,7,6,,2,10,,1676,1710,,68.6,87.5,0.353,0.341,0.494,49.9,50.7,10.8,8,0.458,22.2,31.3,0.238
199,New Orleans,29,11,18,0.379,-12.84,-6.71,,8,10,,6,6,,5,12,,1799,1977,,74.4,90.1,0.279,0.345,0.489,53.2,56.8,11.9,9.3,0.448,21.1,33.6,0.213
200,Niagara,29,17,12,0.586,-6.7,-5.59,,14,5,,10,3,,7,7,,2022,2054,,80.2,87.5,0.384,0.3,0.548,52.8,66.3,12.6,7.7,0.512,29.7,36.6,0.273
201,Nicholls State,30,13,17,0.433,-11.94,-8.68,,7,11,,8,5,,4,12,,1883,1880,,70.9,88,0.349,0.35,0.493,51.6,55.8,11.4,5.4,0.449,21.7,28.6,0.252
202,NJIT,29,12,17,0.414,-15.33,-10.64,,4,12,,8,7,,4,10,,1681,1817,,67.9,91.5,0.278,0.267,0.464,50.1,54.1,12.5,9.2,0.434,17.6,34.9,0.183
203,Norfolk State,29,24,5,0.828,1.1,-11.97,,13,1,,10,0,,13,4,,1961,1539,,68.6,77,0.328,0.393,0.461,48.4,62,8.4,5.6,0.419,27.1,30.2,0.227
204,North Alabama,29,12,17,0.414,-11.67,-4.41,,8,8,,8,6,,4,11,,1988,2106,,74.3,96.9,0.295,0.275,0.507,53,50.1,11.8,9.6,0.47,18.1,33.2,0.215
205,North Carolina,31,19,12,0.613,21.92,14.89,,11,7,,14,2,,3,6,,2136,1918,,70.4,87.2,0.272,0.357,0.472,48.4,56,8,6.6,0.434,19.6,28,0.197
206,North Carolina A&T,28,18,10,0.643,-0.56,-4.64,,12,5,,8,4,,9,5,,1840,1601,,70.3,80.2,0.279,0.366,0.437,46.4,63.5,11.6,5.9,0.399,21,29.2,0.191
207,North Carolina Central,29,15,14,0.517,-18.46,-10.3,,9,5,,8,3,,7,11,,1916,1917,,78.3,83.4,0.29,0.287,0.449,51.4,52.5,11.6,7.9,0.414,22.3,35.3,0.195
208,North Dakota,29,9,20,0.31,-13.13,-0.71,,5,11,,6,10,,3,9,,1938,2206,,76.4,99.6,0.331,0.381,0.52,50.7,52.4,11.9,6,0.486,17.6,31.5,0.232
209,North Dakota State,29,19,10,0.655,5.21,-0.28,,13,3,,12,1,,7,6,,2227,2003,,72.7,95,0.357,0.269,0.52,46.3,46.5,10.6,8,0.479,19.6,29.2,0.258
210,North Florida,30,9,21,0.3,-13.4,-3.51,,3,13,,7,7,,2,13,,1906,2045,,69.4,95.8,0.295,0.302,0.498,51.4,49.5,10.5,10.4,0.467,17.6,32.9,0.202
211,North Texas,30,23,7,0.767,9.25,0.25,,13,5,,12,2,,9,5,,2262,1926,,73,85.4,0.248,0.361,0.451,46.8,49.8,12.6,7.5,0.425,19.2,31,0.158
212,Northeastern,25,9,16,0.36,-14.81,-7.25,,5,10,,5,8,,4,8,,1417,1606,,66.1,96.7,0.24,0.374,0.496,53.6,57,12.6,7.6,0.466,18.5,36.7,0.174
213,Northern Arizona,31,23,8,0.742,3.46,-0.81,,15,3,,9,4,,12,4,,2352,2170,,73.6,93.9,0.305,0.317,0.509,49.1,53.3,8.8,6.8,0.472,18.8,27.3,0.224
214,Northern Colorado,29,15,14,0.517,-2.06,-2.54,,10,8,,9,5,,6,9,,1911,1809,,67.8,91.6,0.247,0.326,0.487,47.2,53.8,11,8.1,0.452,18.4,29.3,0.183
215,Northern Illinois,29,14,15,0.483,-9.88,-6.23,,7,10,,8,6,,4,9,,1871,1907,,71.6,91.4,0.233,0.342,0.466,48.7,53.4,12.1,8,0.438,15.1,27.3,0.16
216,Northern Iowa,28,14,14,0.5,7.88,4.95,,13,6,,9,4,,5,8,,2056,1974,,72.2,97.6,0.275,0.372,0.52,50.2,59.4,8.4,10,0.488,17.6,27.8,0.2
217,Northern Kentucky,31,11,20,0.355,-6.94,-1.54,,8,12,,6,7,,5,11,,2118,2276,,72,101.6,0.297,0.331,0.524,51.8,51.6,11.7,8.9,0.492,16.2,31,0.212
218,Northwestern,30,9,21,0.3,0.13,14.3,,4,14,,6,9,,3,9,,1984,2409,,72.5,110.3,0.295,0.349,0.548,53.2,65.6,12.2,6.8,0.512,14.6,35.6,0.226
219,Northwestern State,29,11,18,0.379,-12.45,-5.19,,7,11,,7,6,,4,12,,1696,1784,,69.7,88.2,0.309,0.305,0.465,49.4,45.8,12.4,8.7,0.418,18,29.3,0.23
220,Notre Dame,29,23,6,0.793,32.53,13.67,,13,5,,11,3,,11,2,,2320,1773,,75,80.8,0.227,0.306,0.452,45.7,51.8,10.3,8.9,0.423,22.3,28.9,0.156
221,Oakland,29,12,17,0.414,-9.15,-2.22,,8,12,,8,8,,4,9,,2070,2114,,73.6,96.5,0.364,0.32,0.551,50.9,57.8,8.7,6.4,0.517,23.3,33.1,0.259
222,Ohio,28,11,17,0.393,-10.7,-3.49,,8,9,,9,6,,2,11,,1797,1999,,75.7,94.3,0.319,0.406,0.523,57.3,59.7,12,6.9,0.486,23.8,38.3,0.232
223,Ohio State,29,25,4,0.862,34.34,17.34,,16,2,,15,1,,8,2,,2333,1833,,74.3,84.3,0.297,0.327,0.497,51,52.7,8,5.8,0.457,25.2,29.8,0.22
224,Oklahoma,29,21,8,0.724,24.33,15.78,,15,3,,13,2,,8,3,,2245,1997,,78,88.3,0.28,0.307,0.471,46.1,45.7,9.9,7.9,0.434,18.5,28.1,0.199
225,Oklahoma State,29,14,15,0.483,17.77,15.08,,7,11,,10,5,,4,7,,2003,1925,,71.4,93,0.248,0.362,0.496,51.8,53.7,9.7,7.7,0.464,18.2,28.8,0.18
226,Old Dominion,29,21,8,0.724,2.85,-0.83,,12,6,,12,4,,9,4,,1865,1740,,73.2,81.9,0.396,0.325,0.475,48.6,52.1,11.8,10.8,0.426,24.8,29.9,0.276
227,Omaha,29,7,22,0.241,-13.46,-1.65,,3,13,,5,10,,2,12,,2128,2395,,76.1,107.6,0.305,0.355,0.571,55.7,54.7,9.8,7.5,0.544,18.7,34.3,0.219
228,Oral Roberts,29,20,9,0.69,2.21,0.73,,11,5,,13,1,,7,8,,2380,2177,,79.5,94,0.269,0.34,0.525,51.4,54.7,7.8,8.1,0.497,22.1,31.9,0.19
229,Oregon,32,11,21,0.344,10.07,17.57,,2,16,,8,8,,2,12,,1914,2154,,68.3,98.6,0.139,0.364,0.475,50.5,67.3,11.2,7.7,0.459,12.7,31.8,0.094
230,Oregon State,30,24,6,0.8,28.28,15.78,,12,6,,16,2,,5,4,,2164,1789,,67.6,86.7,0.193,0.286,0.428,44.7,44.4,10.2,6.9,0.395,11.8,24.7,0.144
231,Pacific,29,16,13,0.552,1.92,2.6,,8,8,,11,5,,4,8,,2090,2046,,75.4,93.6,0.292,0.338,0.503,48.6,62.1,11.2,6,0.466,19,30.2,0.212
232,Penn State,30,19,11,0.633,25.62,12.19,,9,9,,12,4,,5,6,,2529,2126,,77.7,90.8,0.307,0.311,0.506,47.9,56.7,10.6,7.2,0.466,21,28.7,0.228
233,Pennsylvania,26,15,11,0.577,-1.16,-0.36,,7,6,,8,4,,7,7,,1727,1645,,68.8,91.6,0.237,0.307,0.481,48.5,57.9,10.1,7.6,0.448,17.9,30.3,0.173
234,Pepperdine,30,5,25,0.167,-15.63,3.01,,1,15,,3,13,,2,11,,1627,2104,,69.5,101,0.287,0.321,0.514,50.8,57,15.5,5.5,0.481,16.7,35.1,0.206
235,Pittsburgh,32,8,24,0.25,2.8,11.11,,2,16,,5,11,,2,9,,1945,2211,,69.9,98.1,0.258,0.387,0.512,48.6,64.1,13.4,8.4,0.478,17.3,30.5,0.193
236,Portland,30,18,12,0.6,6.1,2.88,,9,6,,10,4,,8,6,,2036,1866,,73.3,84.2,0.287,0.264,0.471,51.4,56.5,12.1,8.1,0.433,23.6,34.9,0.204
237,Portland State,30,8,22,0.267,-14.96,-2.03,,3,15,,6,9,,2,13,,1693,2034,,65.2,104,0.261,0.288,0.53,55.2,66.6,12.5,7.1,0.502,17.2,37.9,0.187
238,Prairie View,27,11,16,0.407,-18.87,-6.49,,7,10,,7,7,,4,9,,1709,1834,,75.2,89.9,0.489,0.266,0.508,50.6,56.6,13.5,7.6,0.463,23.3,35,0.326
239,Presbyterian,32,18,14,0.563,-17.25,-12.59,,8,8,,11,4,,6,8,,1865,1901,,68,87.4,0.224,0.334,0.472,48.6,52.4,14.3,7.8,0.445,19.2,27.8,0.154
240,Princeton,26,22,4,0.846,17.52,3.67,,12,1,,10,0,,11,3,,1816,1456,,65.8,84.3,0.276,0.298,0.484,45.2,52.9,8.3,5.2,0.451,23.4,28.5,0.192
241,Providence,31,12,19,0.387,5.11,8.01,,6,12,,8,8,,4,9,,1802,1892,,67.4,90.2,0.217,0.371,0.458,46.5,53.7,14.1,9.2,0.428,16.8,31.4,0.154
242,Purdue,31,13,18,0.419,14.23,15.1,,5,13,,9,6,,3,9,,2126,2153,,71.3,97,0.251,0.32,0.519,50.2,58.2,9.8,9.3,0.485,18.6,29.8,0.191
243,Purdue Fort Wayne,32,21,11,0.656,0.61,-3.86,,13,7,,11,3,,8,7,,2254,2003,,71.7,87,0.269,0.358,0.491,50.3,55.5,9.9,10.4,0.455,21.6,26.8,0.197
244,Queens (NC),29,7,22,0.241,-22.4,-7.94,,1,15,,5,10,,2,12,,1798,2043,,74,94.8,0.442,0.37,0.519,52.5,55.1,9.8,6.4,0.471,21.4,34.2,0.313
245,Quinnipiac,28,11,17,0.393,-13.31,-7.46,,8,11,,6,6,,5,10,,1664,1828,,67.9,94.5,0.271,0.36,0.489,52.1,59.5,12.2,5.5,0.454,17,31.8,0.195
246,Radford,31,14,17,0.452,-15.67,-10.77,,9,7,,8,5,,5,10,,1799,1922,,68.7,89.6,0.267,0.336,0.488,50.6,51.3,12.4,8.7,0.453,21.1,31.9,0.194
247,Rhode Island,32,19,13,0.594,8.93,0.84,,10,8,,10,5,,6,8,,2069,1810,,67.2,84.1,0.235,0.3,0.472,45.5,54.5,9.5,6.5,0.439,21.7,27.9,0.17
248,Rice,29,15,14,0.517,6.68,2.85,,9,9,,9,6,,6,8,,1971,1860,,71.3,89.1,0.325,0.277,0.485,49.7,53.5,9.9,8.2,0.444,20.4,31.1,0.23
249,Richmond,31,26,5,0.839,13.64,1.06,,16,2,,14,0,,9,4,,2282,1892,,68.8,88,0.216,0.377,0.457,50.2,51.9,9.5,6.8,0.426,18,31,0.155
250,Rider,28,9,19,0.321,-19.81,-9.95,,6,13,,7,7,,2,12,,1532,1808,,67.6,94.7,0.24,0.35,0.475,53.8,58.2,13,9.6,0.445,16.4,34.9,0.169
251,Robert Morris,30,6,24,0.2,-17.58,-3.58,,2,18,,5,9,,1,15,,1660,1991,,68.8,95.2,0.393,0.344,0.52,52.8,56.7,10.1,6.8,0.478,20.3,30.7,0.28
252,Rutgers,32,8,24,0.25,4.03,11.19,,2,16,,7,11,,1,10,,2106,2335,,71.8,101.7,0.306,0.342,0.52,49.3,64.5,11.3,8.5,0.488,16.7,33.3,0.215
253,Sacramento State,29,5,24,0.172,-12.31,-1.44,,4,14,,4,12,,1,12,,1622,1937,,67.7,98.7,0.284,0.394,0.513,52.6,57,13.9,6.7,0.479,18.9,35.2,0.207
254,Sacred Heart,30,21,9,0.7,-7.98,-14.59,,15,1,,10,2,,10,5,,1980,1732,,67.8,84.4,0.266,0.3,0.476,49.4,53.3,7.8,9.7,0.442,23.1,31.4,0.188
255,Saint Francis (PA),29,5,24,0.172,-31.66,-13.66,,4,12,,4,9,,1,15,,1496,2018,,67.5,103,0.292,0.303,0.518,53.7,50.5,9.9,8.7,0.478,16.2,35.3,0.223
256,Saint Joseph's,30,26,4,0.867,11.73,-0.87,,15,3,,12,3,,14,1,,1998,1620,,64.9,82.9,0.171,0.299,0.446,47.5,43.1,9.7,7.5,0.427,19.5,28.7,0.109
257,Saint Louis,32,15,17,0.469,0.13,2.7,,8,9,,8,7,,5,8,,2349,2303,,74.6,96.5,0.324,0.344,0.529,49,56.5,11.3,5.3,0.494,21,33.1,0.232
258,Saint Mary's (CA),30,13,17,0.433,-1.95,2.6,,6,10,,9,7,,4,10,,1830,1946,,65.7,97.5,0.271,0.411,0.514,55.2,64.9,12.5,7.8,0.48,20.1,37.1,0.2
259,Saint Peter's,28,7,21,0.25,-22.34,-10.17,,4,15,,4,8,,3,13,,1408,1749,,68.8,90.4,0.26,0.371,0.502,51.3,65.4,15.8,10.7,0.475,22.2,32.7,0.177
260,Sam Houston,27,7,20,0.259,-12.67,-1.67,,2,13,,6,9,,1,11,,1787,1946,,75.4,94.3,0.291,0.283,0.528,51.5,58.6,10,8.6,0.501,22.7,35.1,0.2
261,Samford,30,14,16,0.467,-10.29,-4.4,,6,8,,11,4,,3,10,,1742,1824,,67.6,90,0.242,0.308,0.471,51.2,52.2,9.7,8.8,0.438,17.9,29.8,0.173
262,San Diego,30,9,21,0.3,-2.95,3.05,,4,12,,6,11,,2,10,,1881,2001,,69.6,95.8,0.291,0.283,0.505,49,60.1,12.3,7.5,0.471,19,34.3,0.208
263,San Diego State,31,19,12,0.613,0.49,-0.34,,10,8,,12,4,,5,8,,2061,2010,,70.1,91.1,0.233,0.376,0.497,50.4,57.1,9.7,7.2,0.47,19.3,26.4,0.164
264,San Francisco,29,14,15,0.483,1.23,2.15,,10,6,,8,6,,6,8,,1934,1938,,72.7,91.5,0.242,0.347,0.497,47.5,54.5,10.1,10.5,0.461,18,26,0.187
265,San Jose State,30,7,23,0.233,-10.33,-1.54,,2,16,,4,9,,3,13,,1819,1980,,69,95.6,0.293,0.405,0.529,48.3,59.5,13.9,8.6,0.486,20.6,30.4,0.233
266,Santa Clara,31,24,7,0.774,10.96,1.85,,12,4,,12,1,,11,5,,2197,1816,,67.2,87.1,0.246,0.317,0.472,46.4,58.5,11.2,6.9,0.444,19.6,28.3,0.167
267,Seattle,28,6,22,0.214,-14.34,-2.52,,6,13,,3,10,,3,12,,1787,2118,,72.3,103.2,0.327,0.388,0.533,52.3,65.5,13.7,10.8,0.499,17.9,36.2,0.234
