Rk,School,G,W,L,W-L%,SRS,SOS,,W,L,,W,L,,W,L,,Tm.,Opp.,,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA
48,Charlotte NCAA,32,22,10,0.688,6.7,2.45,,15,3,,13,4,,9,6,,2023,1887,,69,89.6,0.324,0.297,0.478,49.9,51.5,9.3,11,0.435,17.4,28.3,0.233
49,Chattanooga,30,7,23,0.233,-14.56,-6.06,,5,9,,3,11,,4,12,,1808,2063,,70.6,84,0.283,0.367,0.475,45.7,55.6,8.1,6.5,0.438,19.9,22.6,0.202
50,Chicago State,27,4,23,0.148,-16.16,-3.94,,3,15,,2,11,,2,12,,1526,1856,,72.6,77.1,0.31,0.256,0.427,48.6,40.4,11.2,8.6,0.39,21,30.8,0.199
51,Cincinnati,28,11,17,0.393,-2.26,4.17,,4,11,,9,7,,2,10,,1674,1854,,73,81.2,0.296,0.282,0.459,45.9,66.8,11.1,11.3,0.416,20.5,26.5,0.214
52,Clemson,31,10,21,0.323,6.53,12.82,,3,15,,7,11,,3,10,,1997,2192,,73,87.5,0.282,0.278,0.466,50.1,44.2,12.2,8.9,0.429,18.6,34,0.2
53,Cleveland State,30,21,9,0.7,1.55,-5.49,,12,6,,12,4,,9,5,,2099,1705,,70.5,98.9,0.381,0.342,0.502,55.3,48,13.4,10.7,0.457,18.1,36.1,0.272
54,Coastal Carolina,26,15,11,0.577,-6.43,-8.78,,4,9,,11,4,,4,7,,1881,1520,,71.9,100.6,0.329,0.274,0.501,59.7,50.9,11.5,8.8,0.465,20.2,44.6,0.228
55,Colgate,30,6,24,0.2,-16.83,-7.63,,4,14,,3,11,,3,13,,1617,1893,,67.1,80.3,0.194,0.308,0.456,46.2,51.9,8.4,6.3,0.425,20.8,25.7,0.146
56,College of Charleston,31,18,13,0.581,-2.62,-7.24,,9,9,,9,7,,9,6,,2322,1973,,73.7,100.7,0.233,0.359,0.486,48.2,52,15.4,9.6,0.452,14.3,32.5,0.175
57,Colorado NCAA,31,22,9,0.71,20.5,12.57,,9,7,,14,4,,8,5,,2035,1789,,68.5,93.9,0.303,0.33,0.495,51.5,58.9,15.3,10.5,0.463,16.9,31,0.208
58,Colorado State,33,21,12,0.636,4.2,-0.44,,9,9,,13,5,,8,7,,2277,1992,,68.4,100.5,0.232,0.36,0.513,49.1,57,7.1,7.7,0.48,11.9,18,0.179
59,Columbia,32,25,7,0.781,4.7,-1.96,,12,2,,13,5,,12,2,,2196,1983,,73.5,92.6,0.298,0.408,0.498,54.1,65.6,10,9.3,0.475,19.8,33.5,0.187
60,Connecticut NCAA,36,30,6,0.833,32.74,13.88,,16,1,,20,3,,10,3,,2656,1977,,70.2,104.4,0.224,0.337,0.553,55.4,62,12.6,12.2,0.534,16.7,32,0.154
61,Coppin State,28,15,13,0.536,-11.66,-11.2,,9,5,,8,4,,7,9,,1760,1773,,75,83.8,0.35,0.343,0.453,47.7,50.7,10,7.6,0.405,17.3,24.7,0.246
62,Cornell,25,9,16,0.36,-14.43,-4.81,,4,10,,5,7,,4,9,,1333,1482,,67.2,78.9,0.291,0.299,0.426,51,65.2,10.9,11.1,0.392,21.9,35,0.184
63,Creighton NCAA,33,23,10,0.697,20.18,10.48,,15,5,,12,4,,11,6,,2444,2124,,69.2,106.2,0.197,0.452,0.556,52.5,73.3,10,6.8,0.537,15.7,29.2,0.143
64,Dartmouth,26,3,23,0.115,-21.31,-3.27,,2,12,,1,10,,2,13,,1222,1691,,67.8,69,0.183,0.376,0.392,45.8,52.2,9.4,6.1,0.368,22.5,27.7,0.116
65,Davidson,33,18,15,0.545,2.57,0.69,,6,10,,8,7,,10,8,,2097,2035,,67.7,93.4,0.226,0.356,0.507,49.3,50.3,8.9,6.9,0.475,18.6,30.1,0.172
66,Dayton NCAA,32,26,6,0.813,14.24,3.68,,14,1,,15,3,,11,3,,2107,1769,,69.9,93.9,0.285,0.294,0.483,54.4,54.5,8.1,10.7,0.452,15.1,30.2,0.194
67,Delaware NCAA,32,24,8,0.75,4.23,-2.86,,15,3,,12,2,,12,6,,2303,1996,,72.9,98.3,0.287,0.241,0.466,56.1,45.3,10.5,8.4,0.427,14.6,40.6,0.206
68,Delaware State,24,0,24,0,-39.99,-10.7,,0,14,,0,10,,0,14,,1122,1825,,69.7,66.7,0.308,0.258,0.409,42.7,47.4,6.2,3.1,0.371,25.7,24.1,0.196
69,Denver,30,10,20,0.333,-9.35,0.33,,5,13,,6,9,,4,11,,1935,2047,,68,92.5,0.291,0.43,0.493,48.5,55.3,8.8,12.4,0.45,17.9,25.2,0.223
70,DePaul NCAA,33,22,11,0.667,15.67,6.91,,14,6,,13,6,,9,5,,2882,2593,,81.3,106.2,0.202,0.331,0.529,50.8,54.6,11.9,7.6,0.503,14,34.9,0.154
71,Detroit Mercy,28,1,27,0.036,-17.89,-4.54,,1,19,,0,14,,1,13,,1560,1934,,72.9,76.1,0.277,0.221,0.437,47.9,51.5,12.2,6.4,0.405,23.3,28.1,0.181
72,Drake,34,20,14,0.588,9.47,5.29,,9,9,,13,6,,7,8,,2497,2258,,73.7,98.9,0.277,0.408,0.543,54.9,69.7,9.8,11.3,0.513,20.4,30.9,0.203
73,Drexel,34,28,6,0.824,4.71,-4.29,,16,2,,17,4,,11,2,,2219,1913,,65.4,98.8,0.212,0.283,0.499,50.2,64.7,11,7.9,0.466,13.6,31.2,0.165
74,Duke,30,17,13,0.567,15.29,12.42,,7,11,,10,7,,7,6,,1951,1865,,71.2,91.3,0.244,0.362,0.49,51.9,56.5,9.4,9,0.466,19.5,33.3,0.161
75,Duquesne,29,11,18,0.379,0.18,0.9,,6,10,,8,7,,3,11,,1851,1872,,69.6,91.3,0.254,0.398,0.493,48.8,63.8,10.7,7.5,0.465,17.2,26.2,0.175
76,East Carolina,29,11,18,0.379,0.93,0.17,,4,11,,9,5,,2,13,,1746,1724,,73.9,81.1,0.301,0.245,0.425,50,56.7,14.5,13.6,0.394,18.7,35.3,0.183
77,East Tennessee State,28,6,22,0.214,-19.22,-6.54,,5,9,,4,8,,2,14,,1550,1905,,70.6,78.4,0.208,0.39,0.434,43.7,52.5,10.8,7.6,0.406,18.2,21.4,0.14
78,Eastern Illinois,30,16,14,0.533,-2.98,-2.91,,11,7,,8,7,,8,7,,2038,1875,,69.2,96.5,0.271,0.296,0.502,50.6,62.5,15.6,4.7,0.464,18.3,31,0.205
79,Eastern Kentucky,31,15,16,0.484,-9.83,-6.38,,7,9,,10,5,,5,11,,2077,1841,,69,95.2,0.341,0.277,0.475,55,52.3,13.2,13.8,0.426,19.8,37.6,0.252
80,Eastern Michigan,27,7,20,0.259,-7.28,1.18,,4,16,,5,8,,2,12,,1804,1891,,73.3,91.2,0.279,0.309,0.47,49.6,39.9,11.9,8.4,0.437,16.4,27.9,0.192
81,Eastern Washington,30,9,21,0.3,-10.28,-2.81,,7,13,,6,10,,3,11,,1830,1836,,70.6,86.4,0.242,0.369,0.444,48.3,55.3,12.5,6.3,0.41,16.6,25.6,0.17
82,Elon,29,17,12,0.586,-2.74,-2.81,,9,9,,10,5,,7,7,,1808,1806,,69.4,89.4,0.285,0.347,0.491,48.7,56.4,10.4,8.3,0.452,19.8,31.8,0.212
83,Evansville,30,8,22,0.267,-11.3,-0.06,,2,16,,6,8,,2,14,,1982,2208,,74.2,87.5,0.346,0.335,0.473,45,49.1,10.6,7.7,0.427,18.5,24.4,0.247
84,Fairfield NCAA,32,25,7,0.781,2.17,-5.52,,19,1,,15,1,,10,6,,2069,1823,,66.8,96.1,0.241,0.299,0.507,49.4,58.7,11.9,7.4,0.474,15,25.7,0.182
85,FDU,31,19,12,0.613,-9.07,-13.16,,14,3,,12,4,,7,8,,1892,1765,,67.2,89.1,0.286,0.329,0.481,52.2,58.1,8.8,6.4,0.444,18.3,28.9,0.205
86,Florida NCAA,32,21,11,0.656,15.06,11.81,,10,6,,14,4,,7,7,,2176,2072,,75.6,89.2,0.271,0.286,0.486,50.7,49.9,11.4,7.3,0.449,18.9,29.2,0.199
87,Florida A&M,28,3,25,0.107,-29.27,-9.35,,3,14,,1,9,,2,16,,1512,1995,,70.9,75.9,0.303,0.329,0.418,48.3,49.5,8.7,2.7,0.377,22.5,32.4,0.204
88,Florida Atlantic,30,5,25,0.167,-10.36,-0.25,,1,17,,4,12,,1,13,,1759,1883,,65.7,88.1,0.306,0.347,0.469,49.7,55.3,8.7,5.6,0.425,19.5,28.6,0.225
89,Florida Gulf Coast NCAA,33,30,3,0.909,14.99,-0.68,,15,1,,18,2,,12,1,,2578,1824,,69.5,111.5,0.238,0.564,0.547,51.7,62.9,14.1,7.7,0.531,12.8,25.4,0.156
90,Florida International,31,15,16,0.484,-3.3,-2.98,,6,12,,12,6,,3,10,,1988,1754,,67.3,94.5,0.293,0.369,0.482,51.2,50.2,13.9,7.6,0.444,19.2,34.5,0.209
91,Florida State NCAA,31,17,14,0.548,15.28,11.63,,10,8,,11,4,,6,10,,2023,1910,,70.6,91.7,0.285,0.262,0.504,52.2,57.6,8.7,11.5,0.472,19.2,30.8,0.201
92,Fordham,29,18,11,0.621,9.58,5.48,,8,6,,13,3,,5,8,,1803,1684,,67.7,91.4,0.201,0.377,0.469,50.9,58.3,11,6.2,0.444,15.9,32.7,0.141
93,Fresno State,29,11,18,0.379,-1.16,1.18,,7,10,,7,8,,4,10,,2011,1837,,66.6,103.7,0.252,0.34,0.512,51.1,51.4,9.6,6.1,0.479,14,26.6,0.187
94,Furman,34,20,14,0.588,-9.44,-9.19,,10,4,,12,4,,8,10,,2183,2027,,67.7,94.1,0.283,0.336,0.47,55.8,57,9.7,5.6,0.429,18.3,38.2,0.21
95,Gardner-Webb,31,16,15,0.516,-10.12,-10.89,,13,5,,8,5,,8,10,,2180,2156,,76.4,92.1,0.315,0.325,0.493,49.2,47.3,11.4,10.4,0.456,17.7,29.5,0.221
96,George Mason,29,10,19,0.345,-6.86,0.14,,3,12,,3,10,,7,9,,1701,1904,,70.7,82.3,0.312,0.32,0.449,46.7,51.3,8,6.6,0.409,18.7,24.2,0.212
97,George Washington,31,13,18,0.419,-2.89,1.91,,4,11,,10,8,,3,10,,1600,1680,,64.4,80.2,0.244,0.306,0.409,52.7,49.3,11.4,5.3,0.385,18.1,32.6,0.143
98,Georgetown,29,10,19,0.345,-4.77,4.7,,4,15,,5,11,,5,8,,1743,1922,,68.8,85.1,0.264,0.313,0.463,50.8,57.3,11.3,11.2,0.431,21.1,31.3,0.181
99,Georgia NCAA,31,21,10,0.677,21.39,12.14,,9,7,,13,6,,8,4,,2119,1830,,73,92.9,0.247,0.174,0.488,54.6,60.5,11.6,14.5,0.455,17.9,34.6,0.181
100,Georgia Southern,28,18,10,0.643,-2.65,-7.41,,8,6,,13,3,,5,7,,2220,1769,,76.7,102.5,0.321,0.291,0.5,57.7,47.9,14.2,10.2,0.464,18.5,41.3,0.224
101,Georgia State,26,10,16,0.385,-11.73,-6.19,,4,9,,6,8,,4,8,,1682,1666,,72.1,88.1,0.313,0.332,0.467,46.7,49.6,12.6,7.3,0.437,18.2,25.2,0.199
102,Georgia Tech NCAA,32,21,11,0.656,19.75,11.47,,11,7,,13,4,,8,7,,1950,1685,,66.3,90.8,0.247,0.312,0.479,54.8,65.7,8.8,11,0.454,17.4,31.2,0.163
103,Gonzaga NCAA,34,27,7,0.794,20.97,8.09,,15,2,,14,3,,13,4,,2345,1798,,65.4,105.4,0.29,0.326,0.529,60.1,58.8,11.8,11.5,0.489,17.8,41.8,0.225
104,Grambling,31,14,17,0.452,-14.75,-10.95,,10,7,,9,2,,5,14,,1929,2043,,71.6,87,0.328,0.305,0.48,46,52.6,11.6,6.4,0.44,19.8,28.1,0.23
105,Grand Canyon,32,22,10,0.688,-3.54,-5.47,,14,4,,14,4,,8,6,,2107,1856,,69.9,93.8,0.281,0.317,0.481,51.3,51.8,18,8.5,0.447,18.9,34.6,0.195
106,Green Bay,27,19,8,0.704,3.46,-2.65,,14,4,,9,4,,10,4,,1672,1507,,66.4,92.4,0.22,0.392,0.487,49.2,64,10.4,8.1,0.452,16.9,27.8,0.173
107,Hampton,29,13,16,0.448,-15.78,-11.4,,8,9,,9,5,,4,11,,1722,1849,,71.5,83.1,0.347,0.218,0.446,46.7,49.4,12.2,5.8,0.407,17.9,26.7,0.224
108,Hartford,30,4,26,0.133,-25.84,-8.34,,4,14,,1,13,,3,13,,1622,2147,,72.2,74.3,0.217,0.365,0.441,45.6,54.8,9.6,6.1,0.418,24.4,26.5,0.137
109,Harvard,27,13,14,0.481,2.63,-0.93,,7,7,,7,4,,6,10,,1915,1819,,73.7,95.3,0.186,0.405,0.478,46.8,57.1,14.5,7.2,0.458,14,31.1,0.124
110,Hawaii NCAA,30,20,10,0.667,0.13,0.03,,13,3,,14,4,,6,6,,1918,1829,,68.3,93.6,0.368,0.402,0.506,50.3,55.9,10.9,8,0.464,18.6,27.5,0.261
111,High Point,31,17,14,0.548,-9.34,-10.3,,13,5,,10,6,,7,8,,1957,1744,,69.2,90.8,0.259,0.428,0.482,45.9,57,12.5,4.9,0.455,15.3,15.7,0.174
112,Hofstra,28,8,20,0.286,-14.16,-3.05,,4,14,,6,7,,2,13,,1434,1682,,66.9,76.2,0.258,0.256,0.423,47.2,54.5,13.1,4.2,0.394,21.7,28.3,0.161
113,Holy Cross,31,20,11,0.645,-3.5,-6.04,,14,4,,12,5,,8,6,,1872,1717,,67.4,89.2,0.226,0.328,0.477,52.7,57.7,9.7,7.1,0.452,19.5,32.1,0.153
114,Houston,34,18,16,0.529,9.59,7.53,,7,9,,12,5,,6,11,,2149,2079,,71.7,87.9,0.257,0.305,0.46,51.3,54.1,13.9,12,0.432,17.9,33.3,0.167
115,Houston Christian,27,16,11,0.593,-12.63,-11.96,,12,2,,10,3,,6,8,,1558,1236,,63.1,91,0.3,0.322,0.453,52.2,58.1,13.3,11.2,0.401,19.4,29.9,0.233
116,Howard NCAA,31,21,10,0.677,-11.64,-13.01,,11,3,,13,2,,8,8,,1977,1836,,73.4,86.5,0.354,0.295,0.444,52.2,49.6,12.1,10.7,0.404,18.7,34.9,0.231
117,Idaho,32,14,18,0.438,-3.72,-0.43,,11,9,,9,6,,5,12,,2191,2132,,72.6,94,0.226,0.439,0.486,48.6,58.7,8.3,6.4,0.453,14.8,21,0.17
118,Idaho State,31,19,12,0.613,0.25,-0.65,,15,5,,12,2,,7,10,,2070,1866,,67.6,97.5,0.194,0.336,0.494,52.5,61.4,13.2,8.3,0.467,17,32.6,0.145
119,Illinois,27,7,20,0.259,-2.52,7.55,,1,13,,6,10,,1,10,,1738,2010,,74.3,86.7,0.283,0.307,0.476,49.3,53,9,8.6,0.447,19.6,29.6,0.187
120,Illinois State NCAA,33,19,14,0.576,2.3,2.62,,12,6,,9,6,,10,8,,2145,2064,,66.6,97.5,0.32,0.297,0.527,51.1,46.5,8,9.1,0.486,17.2,26.1,0.242
121,Illinois-Chicago,27,2,25,0.074,-17.72,-3.16,,1,20,,1,12,,1,13,,1431,1824,,70,75.3,0.384,0.288,0.443,42.5,53.4,12.3,7.8,0.399,21.9,22.6,0.249
122,Incarnate Word NCAA,30,13,17,0.433,-16.81,-13.28,,5,9,,8,6,,4,11,,1732,1490,,62.4,91.4,0.305,0.286,0.453,53.9,49.9,13,8.8,0.413,19.9,35.2,0.211
123,Indiana NCAA,33,24,9,0.727,24.22,14.68,,11,5,,15,3,,9,6,,2353,2038,,71.7,98.8,0.306,0.252,0.533,50.8,52.9,9.1,7.7,0.496,16,23.5,0.229
124,Indiana State,31,11,20,0.355,-3.08,0.42,,5,13,,5,10,,6,10,,1984,2001,,69,92.7,0.247,0.239,0.49,51.8,50.7,14.6,5.9,0.462,19.5,35.3,0.172
125,Iona,27,11,16,0.407,-10.72,-8.2,,8,12,,7,7,,4,9,,1521,1589,,68.4,82,0.197,0.349,0.478,46.9,61.1,10.9,7,0.461,22.3,23.8,0.123
126,Iowa NCAA,32,24,8,0.75,26.07,12.07,,14,4,,15,5,,9,3,,2695,2247,,76.9,109.1,0.29,0.343,0.602,52.1,63.5,9.3,7.7,0.562,16.8,24.3,0.245
127,Iowa State NCAA,35,28,7,0.8,26.26,13.63,,14,4,,19,4,,9,3,,2673,2231,,71.9,105.8,0.271,0.433,0.555,53.6,52.4,7.3,8.8,0.517,14.9,26.8,0.22
128,IUPUI NCAA,29,24,5,0.828,10.96,-3.08,,18,2,,14,2,,10,3,,2044,1637,,68.5,101.9,0.252,0.388,0.552,56.6,57.4,8.1,7.7,0.525,18.5,31.8,0.188
129,Jackson State NCAA,30,23,7,0.767,5.91,-11.03,,18,0,,14,0,,9,7,,2386,1878,,77.6,102.4,0.385,0.216,0.515,58.4,49.1,11.2,11.3,0.477,16.5,41.4,0.265
130,Jacksonville,29,16,13,0.552,-7.45,-4.05,,8,8,,11,4,,5,9,,1737,1505,,65.7,91.1,0.301,0.273,0.462,52.9,47.8,15.3,13.4,0.425,19.5,31.6,0.205
131,Jacksonville State,32,24,8,0.75,-1.79,-6.89,,13,3,,16,1,,8,7,,2119,1786,,68.4,96.8,0.266,0.34,0.476,53.2,43.2,9.9,2.6,0.444,14.3,30.8,0.185
132,James Madison,29,14,15,0.483,-2,-0.97,,10,8,,8,7,,6,8,,1843,1873,,70.7,89.1,0.326,0.318,0.472,52.5,41.3,8.3,6,0.426,18.5,32.5,0.239
133,Kansas NCAA,31,21,10,0.677,19.9,13.32,,11,7,,13,5,,8,5,,2226,2022,,76.8,93.1,0.351,0.28,0.528,50.8,50.6,10.3,13.8,0.483,19.9,25.1,0.264
134,Kansas City,32,23,9,0.719,2.45,-0.36,,12,6,,16,2,,7,7,,2291,2019,,68,104.5,0.272,0.336,0.526,56,56,9.7,7.1,0.489,16.6,34.2,0.209
135,Kansas State NCAA,33,20,13,0.606,19.55,14.1,,9,9,,14,3,,6,10,,2181,2001,,71.8,91.4,0.284,0.328,0.495,50,69,10.3,12.6,0.454,16.6,24.6,0.216
