Rk,School,G,W,L,W-L%,SRS,SOS,,W,L,,W,L,,W,L,,Tm.,Opp.,,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA
135,Liberty,27,19,8,0.704,-0.9,-9.26,,12,4,,14,0,,5,8,,1956,1589,,69.1,84.8,0.328,0.438,0.481,42.1,56.1,9.7,5.9,0.437,18.3,24,0.237
136,Lipscomb,22,12,10,0.545,-12.92,-4.77,,8,6,,11,0,,1,10,,1402,1408,,70.1,90.2,0.31,0.469,0.506,48.4,55.7,8.3,11.5,0.472,16.2,22.1,0.217
137,Little Rock,26,15,11,0.577,-4.78,-6.58,,9,7,,9,5,,6,6,,1528,1481,,66.7,85.1,0.315,0.291,0.488,47.7,47.9,7.9,4.3,0.452,21.3,24.6,0.217
138,Long Beach State,21,12,9,0.571,0.97,-2.63,,11,7,,6,5,,6,4,,1349,1207,,67.2,85.1,0.283,0.399,0.498,50.3,67.7,9.5,4.7,0.472,22,27.8,0.185
139,Long Island University,18,7,11,0.389,-19.29,-17.07,,7,11,,3,6,,4,5,,1058,1098,,70.9,85.5,0.346,0.355,0.495,49.5,57.7,11.3,5.3,0.454,23.2,29.9,0.245
140,Longwood,25,14,11,0.56,-15.25,-17.61,,12,6,,11,3,,3,8,,1778,1719,,75.5,91,0.295,0.325,0.48,49.9,53,9.3,5.9,0.444,17.5,33.2,0.207
141,Louisiana,24,16,8,0.667,-1.62,-5.87,,13,1,,11,3,,5,5,,1495,1345,,66.5,83.8,0.225,0.296,0.474,49.9,60.6,9.2,6.1,0.445,20.1,28.5,0.159
142,Louisiana State,22,9,13,0.409,13.76,17.08,,6,8,,5,7,,4,6,,1325,1398,,71,87.6,0.387,0.256,0.512,52,53.4,10.2,5.9,0.476,23.4,29.8,0.26
143,Louisiana Tech,24,14,10,0.583,0.58,-3.88,,8,8,,9,4,,5,6,,1550,1398,,69.2,83.8,0.245,0.359,0.484,48.9,56.9,9.1,7.9,0.457,20.3,26.3,0.165
144,Louisiana-Monroe,23,3,20,0.13,-24.94,-7.63,,1,15,,2,10,,1,10,,1195,1480,,66.8,96.4,0.365,0.332,0.507,49.2,59.1,13.2,5.5,0.47,15,28.8,0.248
145,Louisville NCAA,30,26,4,0.867,29.32,13.25,,14,2,,15,2,,8,1,,2304,1822,,71.3,85.2,0.286,0.29,0.449,46.6,50.7,7.4,6,0.41,18.1,29,0.2
146,Loyola (IL),27,12,15,0.444,0.64,2.1,,8,10,,4,8,,7,7,,1573,1531,,65,86.9,0.285,0.368,0.49,46.8,59.3,11.8,7.8,0.459,18.1,22.9,0.195
147,Loyola (MD),13,0,13,0,-16.56,-4.02,,0,12,,0,6,,0,7,,655,818,,67.3,93.6,0.284,0.285,0.522,55.2,61.4,10.6,14,0.492,19.6,27.5,0.2
148,Loyola Marymount,26,7,19,0.269,-2.53,4.59,,4,14,,3,9,,4,10,,1588,1648,,68.5,92.5,0.264,0.351,0.504,51.1,56.6,12.5,5.1,0.467,17.8,33.1,0.2
149,Maine,20,17,3,0.85,-0.08,-13.58,,13,2,,6,1,,11,2,,1324,1054,,68.4,77.1,0.284,0.311,0.447,51.7,52.1,7.8,5.1,0.414,22.9,27.5,0.187
150,Manhattan,20,11,9,0.55,-10.39,-9.64,,9,3,,7,3,,4,5,,1103,1118,,69.6,79.8,0.284,0.347,0.453,48.7,58.4,11.4,9.1,0.418,20.7,25.7,0.191
151,Marist NCAA,22,18,4,0.818,-2.71,-14.25,,13,3,,11,1,,7,2,,1378,1124,,66.4,76.1,0.221,0.352,0.425,47.3,54,10,9,0.391,20.9,27.6,0.157
152,Marquette NCAA,26,19,7,0.731,16.8,8.03,,14,4,,8,3,,11,3,,1832,1604,,71.9,85.8,0.225,0.311,0.475,43.4,55.7,10.7,6.9,0.44,18.6,23.5,0.172
153,Marshall,19,8,11,0.421,-0.79,1.42,,7,9,,6,4,,2,7,,1142,1184,,68.9,88.8,0.325,0.384,0.471,50.1,49.8,8.7,6.6,0.433,17.8,28.2,0.22
154,Maryland NCAA,29,26,3,0.897,36.34,14.54,,17,1,,13,1,,11,1,,2632,2000,,75.8,91,0.248,0.338,0.49,44.5,52.6,7.4,5.2,0.463,17.9,29.5,0.171
155,Maryland-Baltimore County,8,2,6,0.25,-20.89,-14.14,,2,4,,1,1,,1,5,,460,514,,70.8,90.8,0.292,0.292,0.507,47.9,56.4,9.7,9.9,0.48,20.4,30,0.196
156,Massachusetts,24,16,8,0.667,5.16,-0.43,,7,5,,8,4,,8,4,,1720,1586,,72.5,90.2,0.263,0.366,0.497,50.7,61.5,9.7,5.8,0.462,19.9,30.5,0.195
157,Massachusetts-Lowell,21,12,9,0.571,-9.66,-9.94,,10,6,,7,3,,5,6,,1206,1200,,70.5,81.1,0.223,0.327,0.454,50.9,54.2,12.4,9.2,0.423,21.8,33,0.159
158,McNeese State,22,6,16,0.273,-27.71,-13.43,,6,8,,3,6,,3,9,,858,,,,,,,,,,,,,,,
159,Memphis,19,4,15,0.211,-5.55,3.45,,2,11,,3,7,,1,8,,1152,1275,,72.9,91.5,0.251,0.33,0.491,44.1,65.2,15.7,9.2,0.462,15.8,28.1,0.175
160,Mercer NCAA,26,19,7,0.731,-1.66,-8.26,,10,3,,11,4,,8,2,,1777,1534,,68.6,84,0.358,0.275,0.474,49.4,46.1,7.7,4.6,0.434,21,30.1,0.241
161,Merrimack,15,5,10,0.333,-18.86,-16.2,,5,10,,3,5,,2,5,,970,1010,,71.6,92.6,0.266,0.377,0.501,50.2,55,12.9,10.9,0.468,19.1,30.8,0.194
162,Miami (FL),22,11,11,0.5,12.47,13.29,,8,10,,8,4,,3,7,,1453,1471,,71.8,93.1,0.221,0.392,0.495,52,55.3,8.6,7.5,0.471,18,32.2,0.153
163,Miami (OH),24,4,20,0.167,-6.13,3.16,,3,17,,3,8,,1,12,,1567,1790,,74.9,99.6,0.394,0.302,0.551,49,48.8,12.5,6.6,0.522,18.5,28.6,0.264
164,Michigan NCAA,22,16,6,0.727,27.21,16.75,,9,4,,9,2,,5,3,,1657,1427,,72.9,88.5,0.266,0.304,0.474,41.8,46.1,10.4,8,0.441,15.4,23.7,0.185
165,Michigan State NCAA,24,15,9,0.625,20.74,14.32,,8,7,,10,4,,5,4,,1804,1652,,74.4,92.5,0.331,0.336,0.521,47.9,59.5,8.9,8.4,0.478,19.9,26.5,0.251
166,Middle Tennessee NCAA,25,17,8,0.68,4.12,0.4,,12,4,,10,5,,7,2,,1851,1758,,74.1,94.5,0.266,0.367,0.494,52.3,53.5,6.6,7.8,0.467,17.2,31.7,0.178
167,Milwaukee,28,20,8,0.714,9.19,0.79,,15,5,,9,5,,11,3,,1795,1560,,68.1,80.8,0.317,0.331,0.438,43.1,46.8,11,7.9,0.397,18,24.4,0.214
168,Minnesota,21,8,13,0.381,7.2,17.2,,7,11,,5,6,,3,7,,1443,1653,,73.7,106.2,0.253,0.317,0.556,50.2,63.9,10.7,9,0.524,15.2,28.8,0.197
169,Mississippi,27,15,12,0.556,16.84,10.02,,4,10,,9,5,,6,7,,1878,1650,,72.6,83.5,0.346,0.264,0.48,45.6,53.4,10.9,5.5,0.431,19.8,24.6,0.257
170,Mississippi State,19,10,9,0.526,15.69,10.85,,5,7,,7,4,,3,5,,1376,1284,,73.6,90.7,0.306,0.289,0.48,49.3,49.8,9.8,4.6,0.432,17,28.6,0.235
171,Mississippi Valley State,20,4,16,0.2,-28.45,-12.65,,2,13,,1,5,,3,11,,1112,1428,,69.7,101.8,0.241,0.358,0.517,51.6,54.7,10.5,8.5,0.501,15.7,33.4,0.15
172,Missouri,22,9,13,0.409,15.97,12.29,,5,9,,5,8,,4,5,,1609,1528,,71.7,96.8,0.329,0.364,0.495,47.2,52.3,8.4,8,0.457,14.7,27.5,0.232
173,Missouri State NCAA,26,23,3,0.885,19.72,8.64,,16,0,,9,2,,12,0,,1826,1449,,69.3,80.4,0.264,0.369,0.479,40.2,53,7.8,6.7,0.444,20.5,16.5,0.191
174,Monmouth,18,2,16,0.111,-24.38,-10.21,,2,11,,1,8,,1,8,,828,1083,,66.3,90.7,0.209,0.351,0.453,50.1,59.4,15.4,8.9,0.422,14.4,32,0.152
175,Montana,23,12,11,0.522,-8.19,-6.24,,9,8,,6,5,,6,6,,1510,1492,,71.6,90.2,0.268,0.371,0.48,47.1,52.5,12.7,8.1,0.445,14.8,25.8,0.192
176,Montana State,24,17,7,0.708,3.58,-5.09,,13,3,,9,2,,8,5,,1729,1521,,71.6,88.1,0.361,0.373,0.494,50.2,58.1,8.5,7.7,0.454,21.1,30.9,0.25
177,Morehead State,23,7,16,0.304,-11.43,-3.15,,6,13,,5,7,,2,9,,1341,1448,,69.9,90,0.308,0.37,0.502,49,53.5,12.2,12.3,0.471,18.4,28.4,0.21
178,Morgan State,16,12,4,0.75,-14.15,-16.71,,8,2,,7,1,,5,3,,1029,988,,75.4,81.9,0.344,0.317,0.466,51,53.7,9.9,6.2,0.43,23.4,36.3,0.225
179,Mount St. Mary's NCAA,24,17,7,0.708,-4.98,-14.98,,14,4,,11,1,,6,5,,1720,1480,,71.9,84.9,0.292,0.279,0.473,48.6,57.1,9.3,10.5,0.43,19.9,27.5,0.217
180,Murray State,27,16,11,0.593,-1.75,-3.94,,12,8,,8,4,,8,7,,1885,1826,,72.3,93.5,0.221,0.291,0.485,49.3,47.7,10.1,9.7,0.458,15.8,30.9,0.157
181,Navy,12,5,7,0.417,-13.04,-11.29,,5,3,,3,1,,2,6,,707,728,,70.9,85.5,0.259,0.362,0.464,47.3,63.7,10.1,9.8,0.427,18.3,26.3,0.189
182,NC State NCAA,25,22,3,0.88,27.79,12.71,,12,2,,13,0,,7,2,,1929,1552,,72.5,85.2,0.193,0.359,0.449,45.1,44.3,7.8,6.7,0.425,14.8,23,0.131
183,Nebraska,26,13,13,0.5,15.98,16.52,,9,10,,10,3,,3,10,,1810,1822,,72.4,96.8,0.264,0.337,0.473,49.5,56.9,10.7,6.6,0.442,11.8,28.9,0.181
184,Nevada,22,13,9,0.591,-0.05,0.2,,9,7,,7,3,,6,6,,1401,1269,,68.2,84.6,0.257,0.323,0.477,45.2,45.1,8.5,5.4,0.441,16,25.6,0.189
185,Nevada-Las Vegas,24,15,9,0.625,4.98,2.85,,13,5,,6,9,,9,0,,1683,1632,,73.6,91.5,0.198,0.362,0.482,47.1,55.7,10.1,10.3,0.458,15.5,25.1,0.14
186,New Hampshire,20,5,15,0.25,-22.54,-11.29,,5,11,,4,4,,1,11,,1075,1300,,69.8,93.1,0.297,0.342,0.51,53.1,58,11.9,9.5,0.481,19.1,31.9,0.201
187,New Mexico,20,15,5,0.75,11.28,-0.61,,11,3,,4,3,,11,2,,1624,1305,,75.1,86.9,0.245,0.323,0.485,49.7,57.3,7.7,6.1,0.455,17.7,26.1,0.172
188,New Mexico State,21,9,12,0.429,-9.06,-6.91,,6,6,,5,3,,4,9,,1323,1274,,72.3,82.5,0.397,0.337,0.482,47.8,57.4,11.3,7.4,0.443,21.6,25.7,0.26
189,New Orleans,21,6,15,0.286,-25.83,-12.49,,3,12,,4,6,,2,9,,1152,1312,,69.4,90,0.384,0.304,0.531,53.3,61,14.1,6,0.507,22,32.6,0.241
190,Niagara,11,4,7,0.364,-19.62,-13.8,,4,6,,3,6,,1,1,,690,754,,75.1,90.3,0.276,0.307,0.502,50.6,60.6,12.9,7,0.474,21.2,33.9,0.188
191,Nicholls State,25,11,14,0.44,-19.4,-13.36,,9,7,,8,3,,3,11,,1557,1510,,70.2,85.6,0.348,0.325,0.507,50.2,51.7,12.4,6.6,0.464,21.8,32.9,0.255
192,NJIT,18,4,14,0.222,-19.63,-13.3,,4,9,,3,5,,1,9,,1014,1128,,72.4,86,0.283,0.298,0.435,52.3,52.7,11.2,9.7,0.403,16.1,31.5,0.181
193,Norfolk State,14,5,9,0.357,-17.38,-12.3,,3,5,,4,3,,1,6,,801,771,,71.4,77.2,0.36,0.315,0.439,51.1,61,10.3,8,0.403,22,34.9,0.224
194,North Alabama,25,7,18,0.28,-12.8,-4.84,,6,9,,3,8,,4,10,,1733,1932,,76.2,101.5,0.308,0.293,0.534,53.5,52,10.7,8.3,0.504,16.8,31.7,0.215
195,North Carolina NCAA,24,13,11,0.542,17.82,10.45,,8,9,,10,4,,3,6,,1792,1615,,74.9,89.3,0.254,0.392,0.48,46.5,58.7,7.4,7.3,0.448,16.1,24.8,0.18
196,North Carolina A&T NCAA,17,14,3,0.824,-2.49,-17.12,,9,1,,8,0,,6,2,,1224,888,,74.8,69.8,0.28,0.295,0.428,45.6,57.1,9.9,9.1,0.386,25,28.1,0.199
197,North Carolina Central,16,4,12,0.25,-22.19,-8.12,,2,6,,2,4,,2,8,,1016,1140,,80.5,87.1,0.395,0.341,0.497,50,59.8,16.7,7.8,0.459,20.8,31.2,0.263
198,North Dakota,21,2,19,0.095,-7.48,1.53,,2,13,,1,7,,1,12,,1396,1585,,73.5,100.3,0.375,0.41,0.521,46.5,55.2,9.9,6.7,0.476,14.3,25.9,0.276
199,North Dakota State,24,15,9,0.625,4.62,1.58,,9,7,,10,3,,5,6,,1666,1593,,70.8,92.8,0.388,0.316,0.498,49.1,45.5,10.7,10.1,0.453,17.4,28.8,0.272
200,North Florida,25,14,11,0.56,-8.66,-5.71,,11,5,,9,2,,5,9,,1793,1771,,74.3,94.9,0.222,0.408,0.489,53.3,53.6,11,8.2,0.465,15.5,31.7,0.151
201,North Texas,20,13,7,0.65,1.99,-1.06,,10,4,,7,4,,6,3,,1386,1325,,74.1,89.3,0.321,0.261,0.489,50.7,44.6,9.8,6.3,0.446,19.4,30.8,0.235
202,Northeastern,20,7,13,0.35,-6,-3.1,,6,10,,2,7,,5,6,,1241,1299,,69.4,93.6,0.328,0.344,0.499,52.7,61.2,12,8.3,0.464,19.6,35.8,0.225
203,Northern Arizona,29,15,14,0.517,-3.35,-4.42,,10,10,,10,3,,4,11,,2064,2033,,73.6,95.3,0.277,0.324,0.516,51.3,50.8,9.4,6.1,0.487,17.8,28.2,0.193
204,Northern Colorado,26,14,12,0.538,-3.83,-4.79,,12,7,,8,6,,6,6,,1684,1659,,68.8,91.9,0.255,0.351,0.484,48.2,47.5,11.7,6.3,0.443,15.9,27.2,0.2
205,Northern Illinois,24,12,12,0.5,2.36,2.56,,10,8,,7,6,,5,6,,1760,1765,,75.3,97.7,0.226,0.426,0.507,46,55.4,12.5,9.9,0.481,14.9,28,0.161
206,Northern Iowa,30,17,13,0.567,10.75,6.45,,11,7,,7,7,,10,6,,2077,1948,,71.6,89.5,0.278,0.243,0.482,50.1,48.1,11,11,0.443,17.9,27.7,0.206
207,Northern Kentucky,19,8,11,0.421,3.73,3.04,,7,5,,3,5,,5,6,,1235,1222,,70.4,90.8,0.275,0.337,0.485,47.9,52,11.8,9.5,0.448,16,26.2,0.201
208,Northwestern NCAA,25,16,9,0.64,23.29,17.05,,11,7,,8,5,,7,3,,1684,1528,,72.3,84.6,0.312,0.324,0.5,53.2,68.7,8.4,6.7,0.464,24.7,31.2,0.22
209,Northwestern State,20,1,19,0.05,-42.18,-11.23,,1,14,,1,9,,0,10,,931,1418,,68.7,103.2,0.323,0.293,0.549,58.9,58.8,14.3,12.2,0.522,17.2,44.2,0.221
210,Notre Dame,20,10,10,0.5,14.91,15.41,,8,7,,7,4,,3,6,,1400,1410,,73.8,95.5,0.228,0.398,0.5,50.6,58.5,10.3,9.5,0.477,18,33.2,0.156
211,Oakland,24,12,12,0.5,-3.41,0.47,,12,8,,7,5,,5,7,,1667,1760,,74.6,97.3,0.338,0.284,0.524,53.7,59.7,10,7.7,0.492,19.4,34.9,0.234
212,Ohio,25,15,10,0.6,6.85,2.69,,11,6,,10,2,,5,8,,1940,1836,,77.3,94,0.269,0.413,0.537,53.2,58.5,8.7,7.6,0.504,21.9,31,0.204
213,Ohio State,20,13,7,0.65,25.49,15.34,,9,7,,10,1,,3,6,,1604,1401,,78.1,89.2,0.306,0.302,0.479,50.1,49.5,6.4,9.7,0.439,17.7,29,0.218
214,Oklahoma,24,12,12,0.5,13.88,15.46,,9,9,,7,6,,5,6,,1764,1802,,73.5,101.1,0.266,0.333,0.527,54,53.1,10.6,8.9,0.504,17.2,33.9,0.181
215,Oklahoma State NCAA,28,19,9,0.679,22.92,14.13,,13,5,,12,3,,6,5,,1989,1743,,73.9,83.9,0.206,0.312,0.458,48.2,50.9,9.6,6.7,0.427,18.9,26.4,0.152
216,Old Dominion,24,13,11,0.542,1.91,-0.8,,7,9,,7,6,,6,5,,1713,1648,,71.4,92.3,0.259,0.275,0.494,49.1,54.4,7.7,7.4,0.458,17.5,28.9,0.193
217,Omaha,20,7,13,0.35,-4.07,2.74,,4,8,,3,3,,4,10,,1238,1374,,69,98.3,0.29,0.435,0.525,53.3,57.6,10.2,8.7,0.494,16.9,27.9,0.206
218,Oral Roberts,21,6,15,0.286,-9.66,6.19,,4,8,,5,3,,1,12,,1352,1598,,76.3,98.6,0.334,0.352,0.529,55,54.9,10.8,11.5,0.497,16.7,32,0.232
219,Oregon NCAA,24,15,9,0.625,31.01,19.72,,10,7,,7,5,,6,3,,1701,1430,,69.7,85.4,0.239,0.318,0.456,46.7,56.9,9.1,7.1,0.422,17.3,27.2,0.171
220,Oregon State NCAA,20,12,8,0.6,23.93,22.35,,7,6,,5,4,,6,3,,1426,1308,,69,93.6,0.222,0.328,0.467,46.9,55.1,11,8.6,0.433,10.7,25.4,0.167
221,Pacific,22,11,11,0.5,4.65,6.2,,9,9,,5,7,,6,4,,1500,1408,,71.8,87.6,0.286,0.346,0.507,49.1,58.3,11.4,6.4,0.469,19.4,28.1,0.214
222,Penn State,24,9,15,0.375,12.4,15.94,,6,13,,6,7,,3,8,,1740,1825,,77.1,98.6,0.254,0.35,0.526,51.3,61.7,11.1,9.8,0.501,16.5,29.8,0.176
223,Pepperdine,23,5,18,0.217,-5.73,4.04,,2,16,,5,9,,0,9,,1352,1347,,64.7,90,0.231,0.328,0.5,46.3,65.9,12,7,0.47,15.4,27.5,0.17
224,Pittsburgh,19,5,14,0.263,6.49,13.33,,3,12,,3,8,,2,6,,1243,1373,,74.7,96.1,0.339,0.348,0.496,48.2,61.6,11.1,6.6,0.451,16.1,33,0.248
225,Portland,27,14,13,0.519,0.72,2.95,,9,8,,7,7,,7,5,,1848,1678,,68.5,90.3,0.268,0.264,0.536,50.3,58.4,11.9,8.2,0.51,20.9,32.2,0.187
226,Portland State,25,12,13,0.48,-10.83,-5.37,,7,11,,8,6,,4,7,,1597,1509,,66.6,89.7,0.252,0.299,0.519,48.8,67,9.2,7.5,0.486,18.9,28.6,0.19
227,Prairie View,16,3,13,0.188,-22.38,-15.94,,2,11,,3,8,,0,5,,961,991,,70.6,86.3,0.38,0.285,0.481,46.4,64.7,12.5,6.4,0.451,19.2,26.7,0.234
228,Presbyterian,21,11,10,0.524,-15.35,-18.88,,10,8,,3,5,,8,5,,1306,1232,,69.8,84.1,0.228,0.372,0.462,46.2,55.6,10.9,8.2,0.429,20.5,29.6,0.166
229,Providence,21,7,14,0.333,-1.15,5.32,,4,10,,4,5,,3,9,,1204,1340,,68.8,92.2,0.226,0.346,0.49,54.2,62.9,10,7.9,0.456,17.4,29.2,0.172
230,Purdue,23,7,16,0.304,9.98,17.24,,4,14,,6,8,,1,8,,1523,1690,,73.2,100.4,0.278,0.279,0.526,50.1,56.9,12.4,8.9,0.492,15.9,31.1,0.206
231,Purdue Fort Wayne,23,1,22,0.043,-17.37,1.2,,1,19,,1,10,,0,12,,1234,1661,,70,103.2,0.325,0.281,0.548,58.4,58.6,11.2,10.4,0.52,19.1,39.2,0.225
232,Quinnipiac,21,13,8,0.619,-7.13,-12.61,,11,5,,8,5,,5,3,,1334,1219,,69,82.7,0.221,0.314,0.447,47.8,61.6,9,11.2,0.421,19.8,32,0.146
233,Radford,20,9,11,0.45,-22.56,-17.61,,9,9,,5,5,,4,6,,1238,1337,,71.7,90.9,0.248,0.316,0.456,50.1,42.2,11.2,6.5,0.425,13.7,28.8,0.17
234,Rhode Island,19,11,8,0.579,1.98,-1.81,,11,4,,7,4,,4,4,,1194,1122,,64.3,90.6,0.217,0.387,0.511,45,56.9,10.4,7.1,0.478,18.9,21.7,0.171
235,Rice,27,23,4,0.852,11.8,0.76,,12,2,,11,2,,12,2,,1888,1590,,69.6,84.7,0.192,0.323,0.415,46.4,51.7,11.2,5,0.388,13.9,30.3,0.129
236,Richmond,22,13,9,0.591,-1.19,-3.01,,9,6,,7,2,,6,7,,1393,1353,,70.6,86.2,0.232,0.317,0.441,50.2,55.7,11.4,9.6,0.409,17,33,0.161
237,Rider,26,8,18,0.308,-19.03,-13.53,,5,13,,4,9,,4,9,,1398,1541,,69.5,84.9,0.284,0.282,0.438,53.5,56.9,13.8,11,0.402,17.7,34.9,0.192
238,Robert Morris,17,4,13,0.235,-5.43,2.57,,4,12,,3,3,,1,10,,962,1098,,68.4,94.4,0.399,0.313,0.52,57.1,53.7,8.5,6.1,0.479,19.8,31.9,0.28
239,Rutgers NCAA,19,14,5,0.737,26.7,9.34,,10,3,,9,2,,5,2,,1427,1097,,69.1,83.5,0.35,0.356,0.482,46.3,65.4,9,6,0.439,23.3,30.9,0.246
240,Sacramento State,25,3,22,0.12,-14.21,-4.17,,2,18,,2,11,,1,11,,1633,1884,,74.9,99.7,0.259,0.34,0.522,55.5,57.4,11.6,15.2,0.487,16.9,34.1,0.199
241,Sacred Heart,18,8,10,0.444,-17.06,-14.67,,8,8,,3,4,,5,6,,1124,1167,,72.5,88.2,0.319,0.284,0.494,50.3,51.2,9.8,10.9,0.452,19.7,27.1,0.233
242,Saint Francis (PA),23,14,9,0.609,-13.48,-12.48,,12,4,,6,3,,8,6,,1471,1494,,69.2,92.9,0.206,0.336,0.484,46.8,52.6,11.6,8.7,0.458,16.5,27.2,0.147
243,Saint Joseph's,17,7,10,0.412,-3.81,-1.63,,5,9,,6,3,,1,7,,1033,996,,66.2,87.3,0.376,0.349,0.482,47.3,50.4,9.5,7.2,0.441,17.1,26.1,0.254
244,Saint Louis,19,14,5,0.737,6.85,1.95,,9,3,,6,5,,8,0,,1246,1153,,69.2,86,0.197,0.35,0.438,46.7,53.1,8.5,10.1,0.411,13.5,25.1,0.137
245,Saint Mary's (CA),26,7,19,0.269,-3.12,5.61,,4,14,,3,8,,4,11,,1632,1721,,69.6,94.6,0.231,0.286,0.517,47.4,51.9,13.6,7.6,0.492,15.9,27.8,0.162
246,Saint Peter's,28,13,15,0.464,-18.06,-14.27,,10,9,,8,3,,5,12,,1667,1773,,72.2,87.3,0.319,0.304,0.5,49,61.3,9.3,12.1,0.468,22,29.3,0.215
247,Sam Houston,23,15,8,0.652,-2.9,-6.45,,9,5,,10,3,,5,5,,1743,1382,,75,79.7,0.408,0.203,0.51,43.4,50.8,11.5,7.4,0.465,24.4,27.1,0.288
248,Samford,25,14,11,0.56,-2.35,-3.52,,11,2,,9,2,,5,9,,1706,1468,,67.1,87.6,0.244,0.385,0.479,47.9,60.3,11.1,9,0.45,17.3,31.6,0.169
249,San Diego,19,12,7,0.632,5.54,1.54,,9,5,,7,5,,5,2,,1441,1570,,88.9,92.9,0.223,0.373,0.49,51.8,57.4,9.2,8.3,0.458,14.2,26.5,0.167
250,San Diego State,24,7,17,0.292,-4.78,2.93,,5,12,,4,10,,3,7,,851,,,,,,,,,,,,,,,
251,San Francisco,27,16,11,0.593,6.35,4.89,,10,7,,8,3,,8,8,,1942,1756,,70.5,91.4,0.288,0.326,0.516,50.2,49.2,8.8,6.5,0.481,18.4,27.5,0.21
252,San Jose State,4,2,2,0.5,-3.44,-1.94,,1,2,,1,0,,1,2,,262,268,,79,84.8,0.263,0.297,0.46,51.3,52.5,5.1,8,0.425,17.8,27.1,0.185
253,Santa Clara,25,14,11,0.56,2.83,2.83,,9,8,,3,5,,11,6,,1634,1585,,69.2,91.7,0.243,0.357,0.525,48.8,66.9,12,8.6,0.495,20.8,27.9,0.182
254,Seattle,25,11,14,0.44,-13.58,-7.62,,6,8,,7,5,,4,9,,1694,1557,,72.5,85,0.333,0.375,0.502,48.6,59.9,10,7.9,0.465,20,25.8,0.233
255,Seton Hall,21,14,7,0.667,13.18,3.18,,12,5,,8,5,,6,2,,1610,1400,,75.1,87.8,0.206,0.326,0.498,51.3,56.4,7.9,7.2,0.47,21.4,28.5,0.155
256,Siena,13,4,9,0.308,-19.67,-11.9,,3,8,,2,4,,2,5,,757,858,,69.2,95.4,0.25,0.304,0.497,52.2,62.7,12.7,10.4,0.471,17.8,36.3,0.17
257,South Alabama,26,13,13,0.5,-13.59,-10.34,,9,9,,9,5,,4,8,,1627,1570,,70.7,85.4,0.298,0.318,0.474,49.5,48.9,12.2,9.7,0.438,18.7,29.4,0.205
258,South Carolina NCAA,31,26,5,0.839,34.84,17.55,,14,2,,14,1,,8,3,,2338,1802,,74,78.2,0.203,0.233,0.422,40.2,43.1,8.2,9.8,0.396,16.7,22.8,0.134
259,South Carolina State,10,1,9,0.1,-40.71,-11.41,,0,2,,1,4,,0,5,,460,753,,74.2,101.5,0.257,0.286,0.511,60.1,62.2,12.3,9.4,0.488,16.4,40.5,0.17
260,South Carolina Upstate,23,8,15,0.348,-25.4,-15.97,,5,11,,3,6,,5,9,,1319,1379,,68.6,87.4,0.229,0.369,0.487,48.1,56.2,11.2,6.4,0.46,16.6,25.7,0.158
261,South Dakota NCAA,25,19,6,0.76,15.75,2.34,,12,2,,11,1,,8,4,,1855,1444,,69.2,83.4,0.304,0.373,0.486,45.6,49.6,8,4.9,0.451,20.6,22.7,0.21
262,South Dakota State NCAA,25,21,4,0.84,13.47,4.39,,14,0,,13,1,,8,2,,1746,1519,,70.4,85.9,0.283,0.362,0.478,47.6,56.4,10.1,9.8,0.44,18.6,24.1,0.205
263,South Florida NCAA,23,19,4,0.826,17.67,7.67,,12,2,,13,1,,5,2,,1504,1274,,68.2,80.4,0.316,0.254,0.43,44.2,48.7,9.5,7.7,0.386,17.5,25.9,0.216
264,Southeast Missouri State,26,15,11,0.577,-0.67,-3.59,,13,7,,9,6,,6,5,,1697,1549,,68.6,86.4,0.285,0.334,0.462,46.3,60.1,11.1,7.1,0.418,17.9,30.9,0.211
265,Southeastern Louisiana,19,11,8,0.579,-9.13,-16.6,,10,5,,7,4,,4,4,,1309,1038,,69.8,78.2,0.345,0.261,0.475,46.7,45.1,10.8,4.8,0.438,20.6,23,0.23
266,Southern,23,12,11,0.522,-7.41,-7.19,,11,4,,7,2,,5,9,,1395,1400,,71,85.8,0.356,0.241,0.507,53,54,8.5,8,0.475,25.5,33.5,0.235
267,Southern California,23,11,12,0.478,14.47,19.73,,8,10,,8,5,,3,7,,1463,1584,,70.3,97.5,0.269,0.389,0.508,56.9,61.3,10.5,8.9,0.477,16.4,30.9,0.192
268,Southern Illinois,25,9,16,0.36,-0.33,3.99,,5,13,,7,7,,2,9,,1505,1613,,65.4,97.7,0.308,0.297,0.545,49.6,54.1,10.9,9.1,0.513,18.4,24.6,0.224
269,SIU Edwardsville,25,6,19,0.24,-16.47,-5.31,,3,17,,4,9,,2,10,,1408,1613,,71,90.8,0.269,0.347,0.509,48.7,60.4,13.6,8.2,0.482,19.7,29.7,0.184
270,Southern Methodist,6,0,6,0,-7.41,10.42,,0,2,,0,3,,0,3,,334,441,,76.9,93.6,0.412,0.299,0.521,51.8,58,12.1,13.1,0.486,19.3,29.8,0.274
271,Southern Mississippi,19,7,12,0.368,-9.81,-4.42,,5,11,,6,3,,1,9,,1242,1282,,71.6,93.6,0.338,0.402,0.529,47.8,55.6,10.7,5.3,0.494,19.8,30.8,0.241
