Rk,School,G,W,L,W-L%,SRS,SOS,,W,L,,W,L,,W,L,,Tm.,Opp.,,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF
296,Tarleton State,28,9,19,0.321,-13.04,-5.63,,6,13,,5,8,,4,11,,1728,1860,,1120,648,1618,0.4,191,619,0.309,373,515,0.724,289,1038,372,179,85,404,466
297,TCU,29,19,10,0.655,19.2,9.99,,6,10,,15,4,,2,6,,2045,1749,,1160,640,1759,0.364,162,596,0.272,307,428,0.717,336,979,367,207,57,356,445
298,Temple,30,19,11,0.633,9.16,1.69,,13,5,,10,6,,8,4,,2105,1881,,1212,653,1666,0.392,139,479,0.29,436,595,0.733,353,1136,372,176,106,571,486
299,Tennessee,29,18,11,0.621,23.14,17.14,,10,6,,11,4,,5,5,,2198,2024,,1165,788,2016,0.391,188,569,0.33,260,371,0.701,382,1088,400,237,95,350,539
300,Tennessee State,30,11,19,0.367,-14.59,-7.63,,7,11,,8,5,,1,12,,1862,2044,,1230,707,1679,0.421,183,570,0.321,447,596,0.75,369,1164,410,258,93,652,558
301,Tennessee Tech,31,16,15,0.516,-6.18,-6.39,,10,8,,8,6,,6,7,,2168,2074,,1249,745,1667,0.447,172,478,0.36,412,575,0.717,292,1030,412,237,78,571,566
302,Tennessee-Martin,30,15,15,0.5,-4.95,-5.71,,11,7,,6,8,,8,7,,1934,1884,,1205,690,1728,0.399,213,665,0.32,291,396,0.735,338,995,447,253,123,448,474
303,Texas,31,27,4,0.871,37.37,13.21,,14,4,,15,2,,9,2,,2544,1795,,1240,652,1704,0.383,169,549,0.308,322,477,0.675,313,926,351,213,72,629,651
304,Texas A&M,30,19,11,0.633,21.14,10.41,,6,10,,12,5,,5,6,,2061,1739,,1200,621,1694,0.367,143,492,0.291,354,495,0.715,283,1040,355,188,98,474,496
305,Texas A&M-Commerce,28,13,15,0.464,-12.63,-5.63,,8,10,,9,5,,4,10,,1948,2051,,1125,765,1910,0.401,162,539,0.301,359,510,0.704,393,1297,390,196,107,409,441
306,Texas A&M-Corpus Christi,29,21,8,0.724,-2.53,-8.29,,14,4,,14,3,,7,5,,1956,1647,,1171,594,1693,0.351,145,569,0.255,314,454,0.692,343,1085,336,231,72,543,575
307,Texas Southern,28,6,22,0.214,-21.56,-5.63,,5,12,,4,9,,2,13,,1638,2026,,1120,737,1807,0.408,137,470,0.291,415,570,0.728,412,1173,373,302,108,449,469
308,Texas State,32,14,18,0.438,-4.71,-3.55,,4,14,,6,9,,6,8,,2076,2031,,1285,732,1752,0.418,146,535,0.273,421,593,0.71,374,1110,362,283,115,598,614
309,Texas Tech,32,17,15,0.531,13.56,11.13,,5,13,,13,5,,1,8,,2081,2003,,1279,739,1757,0.421,177,586,0.302,348,502,0.693,347,1094,387,248,118,581,607
310,Texas-Rio Grande Valley,28,6,22,0.214,-13.94,-2.58,,5,14,,3,11,,3,11,,1675,1993,,1125,731,1703,0.429,200,586,0.341,331,448,0.739,323,1179,425,220,87,418,576
311,Toledo,28,24,4,0.857,11.7,-1.26,,16,1,,12,1,,10,3,,2034,1642,,1120,598,1559,0.384,155,517,0.3,291,408,0.713,260,948,305,178,53,461,534
312,Towson,28,18,10,0.643,-3.32,-4.28,,10,7,,9,4,,7,6,,1857,1830,,1140,673,1676,0.402,142,469,0.303,342,490,0.698,312,1121,315,166,87,444,444
313,Troy,29,19,10,0.655,5.36,0.29,,15,3,,9,4,,8,6,,2345,2198,,1170,803,1979,0.406,212,670,0.316,380,539,0.705,356,1175,404,213,78,488,475
314,Tulane,29,10,19,0.345,0.56,2.39,,3,15,,8,8,,2,9,,1855,1908,,1170,706,1711,0.413,215,624,0.345,281,384,0.732,331,985,416,241,78,402,468
315,Tulsa,31,23,8,0.742,6.46,2.59,,13,5,,13,1,,6,6,,2195,2075,,1245,758,2025,0.374,174,595,0.292,385,524,0.735,418,1253,328,223,67,442,573
316,UAB,30,18,12,0.6,0.63,-2.02,,9,9,,11,5,,6,6,,2172,2084,,1210,820,1923,0.426,150,498,0.301,294,443,0.664,383,1157,371,211,83,422,495
317,UC Davis,29,16,13,0.552,-3.46,-1.38,,12,7,,11,2,,5,11,,1809,1776,,1165,636,1669,0.381,182,524,0.347,322,449,0.717,285,1031,325,248,54,417,417
318,UC Irvine,28,20,8,0.714,2.85,-4.68,,14,4,,9,2,,10,5,,1768,1557,,1130,553,1412,0.392,161,499,0.323,290,418,0.694,252,911,322,178,63,541,507
319,UC Riverside,29,17,12,0.586,-3.84,-2.5,,12,7,,10,3,,7,9,,1683,1664,,1164,619,1499,0.413,157,521,0.301,269,385,0.699,291,1089,374,206,116,586,434
320,UC San Diego,30,12,18,0.4,-5.64,-2.35,,8,11,,7,9,,5,8,,1759,1741,,1220,617,1661,0.371,187,645,0.29,320,429,0.746,295,1052,345,279,90,469,544
321,UC Santa Barbara,29,16,13,0.552,-4.15,-4.01,,10,9,,11,4,,4,8,,1891,1800,,1170,684,1728,0.396,151,516,0.293,281,384,0.732,303,986,337,201,90,373,458
322,UCF,29,12,17,0.414,11.65,12.94,,3,15,,8,8,,1,8,,1860,1873,,1165,678,1647,0.412,155,514,0.302,362,514,0.704,290,943,337,242,99,464,529
323,UCLA,30,25,5,0.833,36.02,18.15,,13,5,,14,1,,7,4,,2339,1803,,1206,620,1688,0.367,183,556,0.329,380,504,0.754,244,862,325,210,89,461,502
324,UNC Asheville,31,11,20,0.355,-19.75,-15.48,,4,12,,7,7,,3,11,,1845,1876,,1255,680,1766,0.385,160,548,0.292,356,551,0.646,349,1137,307,221,76,499,532
325,UNC Greensboro,30,20,10,0.667,-6.22,-8.37,,8,6,,15,1,,4,9,,1910,1666,,1200,610,1624,0.376,117,415,0.282,329,463,0.711,326,1025,301,158,62,454,461
326,UNC Wilmington,28,5,23,0.179,-26.06,-5.1,,3,14,,3,11,,2,12,,1522,2052,,1125,814,1861,0.437,180,566,0.318,244,352,0.693,419,1222,475,283,124,454,463
327,UT Arlington,30,15,15,0.5,-4.67,-2.3,,11,9,,7,6,,7,8,,2100,2171,,1200,759,1866,0.407,217,634,0.342,436,615,0.709,399,1194,486,231,85,478,531
328,Utah,32,22,10,0.688,30.16,16.16,,11,7,,12,3,,8,5,,2496,1976,,1290,767,1851,0.414,184,556,0.331,258,365,0.707,262,976,428,238,122,496,512
329,Utah State,29,5,24,0.172,-19.34,-0.56,,2,16,,2,13,,3,11,,1637,2134,,1160,781,1808,0.432,239,715,0.334,333,476,0.7,384,1131,501,268,100,379,486
330,Utah Tech,30,17,13,0.567,-4.49,-5.59,,11,8,,10,5,,7,8,,2217,2054,,1200,768,2035,0.377,255,845,0.302,263,389,0.676,392,1211,460,202,79,367,392
331,Utah Valley,28,10,18,0.357,-12.03,-5.85,,5,14,,8,5,,2,13,,1685,1818,,1140,611,1537,0.398,189,624,0.303,407,547,0.744,334,1097,417,238,126,559,469
332,UTEP,29,11,18,0.379,-5.54,0.02,,6,10,,10,5,,1,9,,1949,2074,,1170,735,1694,0.434,240,690,0.348,364,504,0.722,301,1007,448,202,87,453,553
333,UTSA,29,16,13,0.552,3.21,2.01,,10,8,,9,4,,7,9,,1876,1841,,1185,628,1741,0.361,182,620,0.294,403,598,0.674,349,1045,347,229,104,406,488
334,Valparaiso,28,5,23,0.179,-14.16,-2.84,,4,15,,2,9,,3,13,,1710,2027,,1125,693,1510,0.459,155,461,0.336,486,642,0.757,288,1059,389,224,66,485,469
335,Vanderbilt,31,22,9,0.71,16.99,10.02,,9,7,,12,5,,8,3,,2125,1909,,1240,708,1765,0.401,182,628,0.29,311,442,0.704,344,1099,373,219,91,548,519
336,Vermont,30,20,10,0.667,-0.1,-7.2,,12,4,,13,2,,7,5,,1792,1570,,1200,592,1563,0.379,116,410,0.283,270,393,0.687,292,951,252,178,81,390,369
337,Villanova,29,18,11,0.621,16.75,11.51,,11,7,,10,4,,8,7,,1891,1739,,1170,655,1624,0.403,149,455,0.327,280,378,0.741,329,1060,357,156,101,443,433
338,Virginia,30,15,15,0.5,16.72,13.29,,7,11,,9,8,,5,5,,2183,2080,,1205,734,1842,0.398,194,640,0.303,418,577,0.724,341,1135,441,217,110,457,504
339,Virginia Commonwealth,30,26,4,0.867,9.79,-0.62,,15,3,,14,1,,8,3,,1902,1561,,1200,579,1628,0.356,134,571,0.235,269,380,0.708,275,896,279,195,79,441,510
340,Virginia Tech,29,23,6,0.793,27.35,12.66,,14,4,,15,0,,6,5,,2210,1784,,1165,646,1725,0.374,142,490,0.29,350,469,0.746,291,941,259,183,66,338,470
341,Wagner,28,7,21,0.25,-29.4,-16,,4,12,,5,7,,2,12,,1548,1877,,1132,664,1582,0.42,191,584,0.327,358,523,0.685,368,1077,418,268,73,536,479
342,Wake Forest,32,7,25,0.219,6.47,14.53,,2,16,,3,13,,2,10,,1904,2162,,1280,782,1781,0.439,194,567,0.342,404,544,0.743,342,1163,408,227,103,487,482
343,Washington,30,16,14,0.533,20.31,14.71,,6,12,,10,6,,4,7,,1934,1766,,1230,670,1716,0.39,155,527,0.294,271,392,0.691,304,1014,335,176,88,422,426
344,Washington State,32,18,14,0.563,23.61,16.18,,7,11,,9,6,,7,6,,2227,1989,,1290,751,1921,0.391,182,537,0.339,305,413,0.738,366,1140,383,189,66,438,466
345,Weber State,31,7,24,0.226,-11.56,-0.66,,4,14,,4,8,,3,15,,1762,2075,,1240,758,1770,0.428,233,657,0.355,326,426,0.765,295,1097,439,249,116,418,467
346,West Virginia,29,23,6,0.793,28.38,10.76,,12,6,,14,2,,6,4,,2182,1671,,1165,600,1516,0.396,140,472,0.297,331,469,0.706,296,988,314,204,82,699,542
347,Western Carolina,30,6,24,0.2,-22.64,-7.12,,1,13,,4,12,,2,11,,1705,1992,,1200,716,1791,0.4,188,588,0.32,372,539,0.69,412,1124,323,254,81,402,441
348,Western Illinois,30,18,12,0.6,-8.8,-10.45,,9,9,,13,4,,5,7,,2230,1995,,1220,712,1836,0.388,191,657,0.291,380,556,0.683,315,1076,370,262,69,469,637
349,Western Kentucky,30,15,15,0.5,-0.82,-0.13,,6,9,,9,4,,4,9,,1924,1886,,1205,645,1647,0.392,195,664,0.294,401,565,0.71,382,1182,391,234,85,595,499
350,Western Michigan,28,12,16,0.429,-8.46,-4.57,,7,10,,7,6,,4,9,,1741,1833,,1125,663,1517,0.437,154,503,0.306,353,489,0.722,312,1024,365,222,93,519,468
351,Wichita State,30,9,21,0.3,-4.21,2.26,,5,13,,6,10,,2,10,,1923,2117,,1210,794,1848,0.43,182,636,0.286,347,524,0.662,372,1205,457,231,102,496,550
352,William & Mary,27,15,12,0.556,-3.51,-4.59,,11,5,,6,6,,8,6,,1712,1683,,1085,603,1594,0.378,138,477,0.289,339,473,0.717,339,1066,292,220,76,498,458
353,Winthrop,30,14,16,0.467,-19.06,-12.5,,8,8,,8,6,,5,8,,1703,1807,,1220,657,1634,0.402,175,594,0.295,318,458,0.694,313,1033,342,239,66,560,501
354,Wisconsin,29,13,16,0.448,7.46,14.01,,6,12,,8,7,,4,7,,1794,1984,,1159,715,1761,0.406,211,613,0.344,343,479,0.716,354,1053,425,271,75,426,482
355,Wofford,29,17,12,0.586,-3.78,-6.06,,8,6,,13,2,,3,10,,1937,1762,,1160,659,1754,0.376,184,726,0.253,260,396,0.657,326,1140,357,155,76,436,460
356,Wright State,32,18,14,0.563,-3.5,-1.9,,11,9,,11,5,,6,8,,2266,2253,,1300,833,1918,0.434,182,550,0.331,405,587,0.69,354,1222,421,245,91,482,522
357,Wyoming,29,16,13,0.552,5.02,3.02,,11,7,,10,4,,5,8,,1832,1730,,1164,649,1597,0.406,157,508,0.309,275,362,0.76,235,894,301,211,71,341,427
358,Xavier,27,1,26,0.037,-13.14,8.79,,0,18,,1,12,,0,13,,1380,1972,,1085,719,1590,0.452,197,579,0.34,337,440,0.766,350,1056,499,263,120,412,387
359,Yale,26,8,18,0.308,-7.85,-0.58,,5,8,,5,8,,3,10,,1581,1770,,1045,641,1431,0.448,122,391,0.312,366,492,0.744,269,892,322,180,75,376,436
360,Youngstown State,32,14,18,0.438,-7.53,-3.89,,9,11,,9,7,,5,9,,1938,2005,,1280,714,1832,0.39,190,659,0.288,387,524,0.739,354,1138,405,261,95,471,494
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
