Rk,School,G,W,L,W-L%,SRS,SOS,,W,L,,W,L,,W,L,,Tm.,Opp.,,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF
296,Tennessee NCAA,34,25,9,0.735,24.52,15.52,,11,5,,18,3,,7,6,,2382,2076,,1370,759,2211,0.343,227,813,0.279,331,495,0.669,327,1029,399,304,108,429,641
297,Tennessee State,31,12,19,0.387,-9.81,-4.07,,6,12,,5,8,,7,11,,1993,2071,,1257,705,1591,0.443,176,502,0.351,485,680,0.713,289,991,466,283,92,632,480
298,Tennessee Tech,32,21,11,0.656,0.17,-1.87,,14,4,,11,3,,10,8,,2105,1875,,1286,740,1685,0.439,123,431,0.285,272,416,0.654,245,848,401,215,92,380,561
299,Tennessee-Martin,30,12,18,0.4,-2.99,-0.56,,9,9,,5,10,,7,8,,1669,1742,,1198,626,1530,0.409,205,582,0.352,285,432,0.66,259,938,393,219,116,475,455
300,Texas NCAA,36,29,7,0.806,29.34,14.2,,13,5,,16,3,,12,4,,2588,1985,,1454,686,1759,0.39,147,524,0.281,466,628,0.742,263,993,360,247,121,700,663
301,Texas A&M,29,14,15,0.483,15.45,13.55,,4,12,,12,7,,2,8,,2011,1956,,1182,703,1823,0.386,168,535,0.314,382,559,0.683,342,1042,382,197,137,401,514
302,Texas A&M-Corpus Christi,29,19,10,0.655,-9.49,-11.3,,11,3,,14,2,,5,8,,1844,1406,,1166,491,1335,0.368,136,448,0.304,288,397,0.725,225,722,284,224,68,412,457
303,Texas Southern,26,11,15,0.423,-14.91,-7.76,,11,7,,5,4,,6,11,,1778,1964,,1045,744,1744,0.427,129,446,0.289,347,523,0.663,356,1016,364,305,91,486,486
304,Texas State,29,15,14,0.517,-8.01,-4.01,,9,6,,8,5,,7,9,,1972,1718,,1180,644,1474,0.437,127,435,0.292,303,439,0.69,221,808,319,232,87,373,447
305,Texas Tech,30,11,19,0.367,11.83,14.09,,4,14,,7,11,,4,8,,1974,2042,,1203,738,1796,0.411,198,566,0.35,368,481,0.765,260,867,422,215,114,381,554
306,Texas-Rio Grande Valley,33,14,19,0.424,-8.69,-4.15,,8,10,,9,8,,5,11,,2009,2089,,1325,739,1864,0.396,183,588,0.311,428,622,0.688,329,1056,452,298,83,486,493
307,Toledo,35,29,6,0.829,11.08,-0.26,,19,1,,16,3,,13,3,,2534,2137,,1409,779,2080,0.375,189,638,0.296,390,557,0.7,277,1055,366,211,87,421,618
308,Towson,32,24,8,0.75,7,-3.27,,14,4,,14,3,,10,5,,2366,1850,,1278,695,1931,0.36,148,490,0.302,312,440,0.709,306,1019,337,201,65,449,521
309,Troy,33,24,9,0.727,4.81,-3.71,,13,2,,15,3,,9,6,,2603,2131,,1317,769,2072,0.371,182,691,0.263,411,598,0.687,339,1196,397,268,96,559,619
310,Tulane,31,21,10,0.677,11.48,5.34,,11,5,,14,5,,7,5,,2246,1965,,1260,725,1918,0.378,177,601,0.295,338,468,0.722,317,951,386,231,93,382,543
311,Tulsa,28,17,11,0.607,4.79,1.16,,5,8,,9,5,,8,6,,1945,1761,,1139,647,1598,0.405,140,446,0.314,327,461,0.709,285,949,351,159,95,407,404
312,UAB,31,16,15,0.516,-1.67,-3.98,,8,10,,10,5,,6,10,,2084,1869,,1249,690,1768,0.39,133,425,0.313,356,510,0.698,276,870,268,222,94,321,510
313,UC Davis,28,15,13,0.536,3.14,1.6,,8,8,,9,4,,6,9,,1733,1540,,1124,545,1529,0.356,169,532,0.318,281,395,0.711,236,810,266,233,57,289,433
314,UC Irvine,33,21,12,0.636,2.58,-1.33,,14,4,,14,4,,7,8,,2193,1879,,1331,666,1717,0.388,158,566,0.279,389,508,0.766,254,968,402,221,118,490,541
315,UC Riverside,25,14,11,0.56,-2.96,-2.35,,10,6,,8,2,,6,9,,1517,1364,,1001,496,1275,0.389,117,411,0.285,255,372,0.685,175,772,291,157,67,336,386
316,UC San Diego,27,13,14,0.481,-3.98,-2.64,,10,8,,8,6,,5,8,,1643,1587,,1086,573,1594,0.359,156,580,0.269,285,382,0.746,253,918,314,224,89,317,347
317,UC Santa Barbara,27,15,12,0.556,-2.54,-3.34,,9,8,,10,2,,5,10,,1652,1514,,1085,573,1497,0.383,132,474,0.278,236,335,0.704,240,804,315,213,59,353,465
318,UCF NCAA,30,26,4,0.867,21.95,9.22,,14,1,,17,1,,9,3,,1815,1433,,1201,509,1539,0.331,173,581,0.298,242,365,0.663,273,834,346,220,93,548,499
319,UCLA,31,18,13,0.581,18.09,12.96,,8,8,,12,5,,6,8,,2064,1905,,1253,661,1697,0.39,200,551,0.363,383,538,0.712,219,908,378,197,72,435,504
320,UNC Asheville,32,10,22,0.313,-20.45,-12.02,,3,15,,4,9,,6,13,,1969,2051,,1284,763,1714,0.445,166,515,0.322,359,503,0.714,262,1014,378,229,64,455,484
321,UNC Greensboro,28,9,19,0.321,-13.67,-10.89,,5,9,,6,8,,3,11,,1524,1531,,1125,565,1516,0.373,149,507,0.294,252,363,0.694,249,810,327,194,70,370,387
322,UNC Wilmington,29,3,26,0.103,-18.8,-3.87,,0,18,,1,12,,2,14,,1581,1925,,1164,708,1562,0.453,177,501,0.353,332,466,0.712,324,966,408,212,108,413,408
323,UT Arlington NCAA,28,20,8,0.714,3.59,0.05,,11,4,,10,4,,10,4,,1960,1861,,1130,712,1781,0.4,134,491,0.273,303,448,0.676,311,994,337,194,71,406,481
324,Utah NCAA,33,21,12,0.636,21.67,13.97,,8,7,,13,5,,8,7,,2505,2251,,1329,836,1992,0.42,189,621,0.304,390,538,0.725,277,941,455,241,145,439,613
325,Utah State,30,11,19,0.367,-7.1,1.17,,5,13,,8,6,,3,13,,2058,2215,,1215,837,1956,0.428,211,636,0.332,330,449,0.735,341,1080,504,259,104,407,469
326,Utah Tech,29,10,19,0.345,-15.22,-3.02,,6,12,,8,8,,2,11,,1942,1887,,1179,717,1733,0.414,195,641,0.304,258,377,0.684,315,989,378,233,66,271,353
327,Utah Valley,31,16,15,0.516,-2.39,-3.91,,10,8,,9,6,,7,9,,1965,1769,,1250,644,1724,0.374,186,609,0.305,295,393,0.751,260,854,417,235,90,311,414
328,UTEP,29,14,15,0.483,-1.99,-1.82,,6,12,,10,6,,4,9,,1891,1896,,1193,691,1584,0.436,164,480,0.342,350,506,0.692,260,882,358,246,75,501,593
329,UTSA,30,7,23,0.233,-11.55,0.22,,3,14,,4,8,,3,15,,1618,1971,,1215,652,1705,0.382,193,635,0.304,474,689,0.688,311,1019,414,251,133,469,516
330,Valparaiso,30,11,19,0.367,-5.6,1.57,,9,9,,6,7,,5,12,,1802,2017,,1203,729,1742,0.418,190,597,0.318,369,489,0.755,305,1006,397,196,86,404,429
331,Vanderbilt,35,16,19,0.457,12.34,10.74,,4,12,,14,5,,2,14,,2204,2148,,1405,787,1862,0.423,202,668,0.302,372,527,0.706,299,1051,451,278,138,661,573
332,Vermont,31,20,11,0.645,-4.14,-11.3,,13,5,,13,4,,7,7,,1906,1684,,1244,632,1720,0.367,131,506,0.259,289,392,0.737,303,975,295,211,106,486,474
333,Villanova NCAA,33,24,9,0.727,11.75,7.69,,15,4,,13,2,,11,7,,2143,2009,,1325,762,1849,0.412,151,489,0.309,334,465,0.718,256,1049,352,211,82,473,504
334,Virginia,27,5,22,0.185,2.78,13.22,,2,14,,3,11,,2,11,,1486,1768,,1078,600,1474,0.407,164,502,0.327,404,555,0.728,275,879,348,225,116,446,455
335,Virginia Commonwealth,28,16,12,0.571,7.45,4.95,,9,5,,10,7,,6,5,,1699,1629,,1125,599,1537,0.39,157,512,0.307,274,409,0.67,273,921,319,168,72,405,420
336,Virginia Tech NCAA,33,23,10,0.697,24.47,12.07,,13,5,,13,3,,10,7,,2337,1928,,1326,719,1961,0.367,177,555,0.319,313,423,0.74,279,995,341,201,91,413,582
337,Wagner,29,17,12,0.586,-10.81,-13.19,,9,8,,9,5,,8,7,,1757,1688,,1160,589,1551,0.38,137,524,0.261,373,505,0.739,280,914,307,212,82,523,464
338,Wake Forest,33,16,17,0.485,10.17,8.24,,4,14,,13,7,,3,10,,2144,2080,,1326,771,1959,0.394,179,624,0.287,359,493,0.728,296,1050,406,235,127,458,523
339,Washington,23,7,16,0.304,9.56,14.51,,2,12,,5,8,,2,8,,1292,1355,,925,522,1332,0.392,119,408,0.292,192,279,0.688,215,672,250,181,67,227,317
340,Washington State NCAA,30,19,11,0.633,14.7,14.64,,11,6,,12,4,,7,7,,1802,1800,,1205,655,1674,0.391,171,523,0.327,319,426,0.749,260,972,333,211,96,428,429
341,Weber State,31,11,20,0.355,-6.02,-3.15,,6,14,,8,7,,3,13,,1985,2074,,1252,723,1818,0.398,189,607,0.311,439,592,0.742,269,971,386,284,98,430,544
342,West Virginia,30,15,15,0.5,14.81,13.51,,7,11,,9,8,,6,7,,1995,1956,,1224,667,1659,0.402,184,522,0.352,438,614,0.713,240,939,406,234,114,568,507
343,Western Carolina,30,7,23,0.233,-23.58,-10.54,,0,14,,6,11,,1,12,,1567,1643,,1210,582,1389,0.419,183,527,0.347,296,427,0.693,198,742,289,205,64,366,367
344,Western Illinois,29,14,15,0.483,-6.45,-1.19,,5,12,,8,7,,6,8,,2053,1987,,1180,751,1774,0.423,204,631,0.323,281,363,0.774,277,1032,412,234,80,403,471
345,Western Kentucky,30,18,12,0.6,-0.69,-0.66,,11,7,,10,6,,8,6,,2116,2021,,1225,728,1763,0.413,179,608,0.294,386,549,0.703,354,987,406,273,76,515,532
346,Western Michigan,30,16,14,0.533,-0.1,1.83,,10,10,,9,5,,7,9,,1951,1805,,1204,654,1609,0.406,166,527,0.315,331,466,0.71,243,958,364,230,90,430,482
347,Wichita State,30,14,16,0.467,4.59,3.46,,5,11,,9,6,,5,10,,1922,1888,,1215,690,1824,0.378,188,657,0.286,320,483,0.663,308,963,434,235,150,477,464
348,William & Mary,30,10,20,0.333,-13.34,-4.58,,5,13,,7,7,,3,13,,1712,1883,,1214,704,1659,0.424,143,516,0.277,332,460,0.722,310,967,368,262,99,472,420
349,Winthrop,30,6,24,0.2,-29.34,-11.41,,4,14,,5,9,,1,15,,1549,1882,,1205,725,1730,0.419,201,691,0.291,231,355,0.651,343,965,439,285,96,402,438
350,Wisconsin,29,8,21,0.276,-0.62,8.66,,5,13,,6,11,,2,10,,1679,1948,,1165,718,1648,0.436,182,526,0.346,330,452,0.73,278,931,411,200,109,381,434
351,Wofford,31,17,14,0.548,-7.07,-5.82,,11,3,,11,6,,6,8,,2051,1807,,1239,686,1708,0.402,193,674,0.286,242,359,0.674,266,1040,338,179,81,423,439
352,Wright State,23,4,19,0.174,-14.67,-2.49,,3,14,,3,6,,1,13,,1377,1554,,919,580,1408,0.412,143,458,0.312,251,349,0.719,246,873,313,174,40,329,304
353,Wyoming,30,17,13,0.567,5.2,2.56,,11,6,,12,4,,5,9,,1938,1726,,1237,658,1656,0.397,181,514,0.352,229,321,0.713,194,848,334,199,108,302,433
354,Xavier,30,9,21,0.3,-6.2,4.3,,4,16,,4,10,,5,11,,1870,2185,,1205,793,1861,0.426,249,701,0.355,350,505,0.693,336,1063,526,274,144,450,491
355,Yale,27,16,11,0.593,-1.99,-3.69,,9,5,,7,3,,9,8,,1580,1534,,1090,564,1522,0.371,165,566,0.292,241,367,0.657,225,825,330,253,86,438,448
356,Youngstown State,30,23,7,0.767,-0.26,-5.76,,17,4,,14,4,,9,3,,1961,1649,,1220,602,1555,0.387,169,539,0.314,276,414,0.667,217,842,310,188,92,397,482
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
