Rk,School,G,W,L,W-L%,SRS,SOS,,W,L,,W,L,,W,L,,Tm.,Opp.,,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA
137,Kentucky,32,12,20,0.375,4.8,14.8,,4,12,,10,7,,1,9,,2060,2380,,73.5,87.3,0.321,0.274,0.464,47.1,49,8.9,7.1,0.433,19.3,30.2,0.204
138,La Salle,30,8,22,0.267,-12.71,0.46,,5,13,,3,11,,5,10,,1729,2124,,70.6,81.3,0.207,0.47,0.44,43.8,55.8,12.4,5.2,0.417,20.1,27.8,0.133
139,Lafayette,29,10,19,0.345,-16.66,-9.38,,5,13,,3,9,,7,10,,1631,1842,,65.5,85.1,0.209,0.29,0.481,47.7,53,9.3,7,0.456,20.7,24.6,0.145
140,Lamar,28,23,5,0.821,0.8,-6.28,,17,1,,11,1,,11,3,,1876,1594,,67.6,99.2,0.313,0.262,0.5,54.7,53.5,12.3,5.2,0.462,17,37.1,0.225
141,Le Moyne,29,16,13,0.552,-13.36,-9.36,,14,2,,7,3,,9,10,,1646,1762,,65.8,85.9,0.265,0.293,0.446,47,57.2,13.6,9.2,0.405,18.6,32.2,0.193
142,Lehigh,29,17,12,0.586,-8.98,-11.58,,9,9,,9,5,,7,6,,2014,1905,,71.6,96.2,0.307,0.468,0.541,50.3,64.6,9.5,8.1,0.501,20.3,24.8,0.239
143,Liberty,30,15,15,0.5,1.94,4.83,,10,5,,10,5,,5,7,,1955,1994,,68,95,0.243,0.345,0.503,53.2,58.2,7.5,10.7,0.475,20,36.3,0.172
144,Lindenwood,28,7,21,0.25,-16.88,-7.65,,5,13,,6,7,,1,14,,1815,2019,,70.7,90.9,0.298,0.34,0.48,44,48.7,11.9,6,0.451,17.8,28.5,0.194
145,Lipscomb,29,17,12,0.586,-4.14,-4.51,,10,6,,8,5,,9,7,,1969,1884,,71.5,93.7,0.278,0.382,0.489,50.6,47.4,8.9,8.3,0.457,17.1,29.4,0.192
146,Little Rock,29,12,17,0.414,-7.26,-2.26,,11,7,,6,8,,5,9,,1621,1766,,66.5,83.4,0.301,0.196,0.458,46.3,53.2,11.5,7.3,0.429,19.4,25.1,0.191
147,Long Beach State,29,13,16,0.448,-3.94,-1.44,,8,11,,8,8,,5,8,,1954,2004,,76.9,87.3,0.298,0.335,0.491,49.6,49.4,14.2,7.2,0.457,23.4,33.5,0.206
148,Long Island University,29,8,21,0.276,-26.15,-16.63,,5,11,,5,9,,3,12,,1688,1964,,69.8,83,0.27,0.372,0.466,49.3,58.6,11,7.8,0.432,23.2,31.5,0.188
149,Longwood,30,9,21,0.3,-21.72,-10.65,,6,10,,6,6,,3,14,,1830,2060,,73.9,82.6,0.298,0.222,0.451,47.5,44.4,14.5,5,0.414,21.3,30.6,0.202
150,Louisiana,29,16,13,0.552,-2.09,0.14,,10,8,,8,7,,7,6,,1688,1700,,67.1,85.7,0.289,0.291,0.474,45.6,42.8,11,4.2,0.441,20,24.2,0.197
151,Louisiana State,30,26,4,0.867,33.93,8.4,,13,3,,16,1,,8,2,,2636,1870,,78.1,112.5,0.4,0.198,0.547,58.7,53.6,14.1,13.8,0.503,16,45.2,0.297
152,Louisiana Tech,30,13,17,0.433,-2.03,0.8,,7,8,,9,5,,4,10,,1884,1871,,67.8,91.5,0.277,0.343,0.499,48.8,59.1,10.7,6.2,0.469,19.8,28.4,0.191
153,Louisiana-Monroe,31,19,12,0.613,0.78,-2.05,,10,8,,9,4,,7,8,,2272,2073,,74.7,98.2,0.284,0.372,0.506,48.5,55,11.1,7.4,0.467,15.7,29,0.214
154,Louisville,32,24,8,0.75,25.53,14.47,,12,6,,14,2,,7,5,,2359,2005,,71.4,103.2,0.335,0.251,0.535,54.4,49.9,11.9,4.5,0.495,18.3,37.6,0.251
155,Loyola (IL),30,15,15,0.5,-1.5,-1.54,,8,10,,8,7,,6,8,,1893,1892,,68.6,91.7,0.295,0.356,0.506,47.7,66.1,11.3,7,0.468,20.8,29.7,0.217
156,Loyola (MD),29,15,14,0.517,-11.74,-9.7,,10,8,,7,7,,8,7,,1718,1777,,65.3,90.3,0.255,0.256,0.489,49.8,53.1,11.1,3.9,0.457,18.7,28,0.183
157,Loyola Marymount,28,10,18,0.357,-3.96,2.97,,5,10,,6,8,,4,10,,1682,1820,,67.1,89.1,0.234,0.347,0.468,50.8,56.7,10.2,7.6,0.439,19.8,35.6,0.161
158,Maine,30,21,9,0.7,3.23,-4.61,,14,2,,11,2,,8,6,,1944,1709,,65.7,98.7,0.208,0.416,0.495,53.9,61,10.7,5.7,0.467,16.2,33.9,0.155
159,Manhattan,28,17,11,0.607,-10.48,-10.76,,10,9,,10,3,,7,8,,1596,1588,,65.1,87.2,0.243,0.329,0.477,51.4,67,9,10.1,0.439,21.6,32.4,0.186
160,Marist,29,6,23,0.207,-17.51,-9.3,,4,15,,4,9,,2,12,,1631,1869,,69.7,79,0.259,0.32,0.442,48.6,63.2,8.8,8.8,0.404,21.8,26.2,0.184
161,Marquette,29,22,7,0.759,20.13,7.61,,11,7,,13,3,,7,4,,2094,1731,,70.8,102.1,0.23,0.308,0.547,54.3,68.3,9.9,9.8,0.519,18.1,30.8,0.176
162,Marshall,29,23,6,0.793,9.83,-1.72,,17,1,,11,1,,12,5,,2478,2041,,80.3,106.4,0.297,0.45,0.533,49.7,54,16.5,5.6,0.51,16.8,37.2,0.197
163,Maryland,30,18,12,0.6,22.85,17.89,,9,9,,12,3,,3,8,,2335,2186,,76.3,101.5,0.331,0.247,0.528,51.3,57.9,10.3,5.8,0.485,17.2,33.7,0.253
164,Maryland-Baltimore County,28,10,18,0.357,-15.21,-8.9,,6,10,,6,8,,4,10,,1652,1772,,67.7,85.3,0.274,0.275,0.469,48.2,45.9,8.8,4.9,0.437,21.1,30.1,0.185
165,Maryland-Eastern Shore,29,15,14,0.517,-8.24,-8.65,,8,6,,10,4,,5,10,,1812,1719,,70.9,88.1,0.297,0.279,0.457,52.5,51.4,12.2,6.8,0.42,19.8,37.4,0.201
166,Massachusetts,32,5,27,0.156,-11.94,1.18,,2,16,,4,9,,0,14,,1857,2277,,70.2,82.7,0.223,0.286,0.468,43.8,55.2,10.9,4.8,0.442,21.4,25.7,0.15
167,Massachusetts-Lowell,28,4,24,0.143,-18.7,-6.81,,4,12,,2,10,,2,14,,1462,1795,,67.8,76.7,0.225,0.251,0.427,46.1,52.1,11.7,7.1,0.402,21.2,25.9,0.141
168,McNeese State,31,6,25,0.194,-26.99,-5.14,,2,16,,6,13,,0,12,,2020,2430,,77,84.3,0.375,0.29,0.476,46.7,54.3,10.2,4.3,0.425,21.7,26.9,0.271
169,Memphis,29,13,16,0.448,4.52,6.21,,9,9,,8,5,,4,9,,1965,2014,,74.5,89.1,0.268,0.271,0.441,50.7,42.7,13.9,10.4,0.414,17.4,37.8,0.165
170,Mercer,31,15,16,0.484,-4.29,-5.09,,8,6,,10,4,,3,11,,2018,1993,,68.9,93.3,0.225,0.247,0.469,52,52.6,11.1,9.5,0.434,17.3,36.5,0.17
171,Merrimack,29,11,18,0.379,-18.42,-15.14,,8,8,,6,8,,5,10,,1720,1815,,69.1,85.1,0.283,0.347,0.452,51.4,52.4,11.4,7.4,0.412,21.2,36.2,0.202
172,Miami (FL),30,19,11,0.633,17.82,11.05,,8,10,,14,4,,4,6,,2019,1816,,68.6,97.4,0.222,0.34,0.508,52.3,50.6,12.8,10.1,0.49,19.7,37.8,0.144
173,Miami (OH),28,8,20,0.286,-13.44,-3.11,,5,12,,5,7,,3,13,,1496,1785,,66.7,78.7,0.221,0.31,0.451,46.9,57,12.5,8.1,0.42,24.1,28.7,0.156
174,Michigan,31,19,12,0.613,19.54,12.54,,9,9,,11,4,,5,6,,2170,1953,,69.6,100.2,0.264,0.333,0.521,54,52.1,9.7,6.7,0.491,18.4,35.4,0.19
175,Michigan State,29,22,7,0.759,28.24,10.86,,12,6,,13,2,,6,4,,2450,1946,,74.6,113.3,0.292,0.393,0.585,50.4,62,12.7,8.6,0.559,13.9,26.6,0.215
176,Middle Tennessee,29,25,4,0.862,17.3,-0.25,,15,0,,11,1,,11,2,,2085,1576,,66,108.4,0.288,0.42,0.552,52.4,53.1,11,13.7,0.517,15.4,31.9,0.221
177,Milwaukee,32,16,16,0.5,-4.5,-5.46,,10,10,,8,7,,7,8,,2117,2005,,68.3,96.5,0.259,0.376,0.528,52.4,67.3,9.6,5.8,0.491,21,33,0.204
178,Minnesota,31,16,15,0.516,15.84,12.42,,5,13,,13,6,,2,8,,2168,2062,,70.4,98.6,0.24,0.342,0.502,51.7,54.5,10.7,5.3,0.477,16.3,31.9,0.165
179,Mississippi,29,22,7,0.759,21.27,10.85,,12,4,,11,4,,8,3,,1987,1685,,69.8,97.3,0.373,0.199,0.485,55.9,51.5,11.1,14.4,0.442,17.8,40.9,0.258
180,Mississippi State,32,21,11,0.656,19.36,9.8,,8,8,,11,5,,7,5,,2408,2102,,71.8,104.1,0.288,0.278,0.529,54.2,60.6,10.7,11,0.498,16.9,36.5,0.206
181,Mississippi Valley State,30,4,26,0.133,-24.2,-2.44,,3,14,,1,9,,3,15,,1661,2314,,76.2,72.7,0.286,0.276,0.398,42.3,53.7,13.3,8.3,0.362,21.4,28.5,0.18
182,Missouri,30,11,19,0.367,12.33,13.37,,2,14,,8,7,,2,9,,2099,2130,,72.1,96.6,0.23,0.397,0.542,49,56.6,9.4,4.8,0.513,20.1,24.9,0.177
183,Missouri State,28,20,8,0.714,5.04,-0.88,,14,5,,14,1,,6,7,,1932,1766,,70,98.5,0.277,0.246,0.509,54.6,57.4,11.8,8.9,0.482,17.8,35.9,0.19
184,Monmouth,28,20,8,0.714,-0.9,-5.71,,13,4,,8,6,,12,2,,1798,1628,,69,92.2,0.299,0.367,0.505,55.2,52.4,8.4,13.1,0.471,22,34.4,0.212
185,Montana,29,21,8,0.724,6.47,-1.1,,13,5,,10,5,,10,3,,2097,1834,,67.7,106.8,0.229,0.477,0.55,54.2,57.1,9.5,8.4,0.522,16.7,31.8,0.176
186,Montana State,31,16,15,0.516,1.25,0.05,,10,8,,10,4,,5,10,,1852,1815,,67.6,88.3,0.302,0.303,0.473,49.1,54.3,13.5,11,0.426,19.8,30.5,0.23
187,Morehead State,30,15,15,0.5,-8.91,-5.58,,10,8,,9,6,,6,8,,1989,1968,,71.4,90.6,0.319,0.367,0.479,52.1,55.9,12,8,0.45,20.4,35.6,0.204
188,Morgan State,29,8,21,0.276,-18.18,-6.55,,3,11,,5,8,,2,12,,1564,1833,,69.9,76.8,0.241,0.261,0.408,48.3,45.2,15.2,9,0.374,21.8,35.4,0.16
189,Mount St. Mary's,28,12,16,0.429,-13.73,-9.3,,9,10,,6,6,,6,10,,1518,1642,,67.7,79.8,0.203,0.34,0.439,45.9,52.9,12.6,8,0.411,20.1,24.9,0.14
190,Murray State,28,18,10,0.643,6.6,-0.66,,11,8,,10,4,,8,6,,2399,2145,,79.2,108.2,0.294,0.379,0.556,52.4,55.1,10.6,5.9,0.517,16.4,33,0.233
191,Navy,29,13,16,0.448,-16.24,-9.87,,9,9,,10,6,,3,10,,1786,1862,,71.7,85.5,0.227,0.306,0.451,49.1,52,12.1,9.2,0.424,18,28.3,0.152
192,NC State,30,25,5,0.833,30.02,15.66,,13,5,,15,1,,7,4,,2262,1831,,71.9,103.5,0.305,0.301,0.522,54,51,9.3,10.6,0.482,14.8,31.2,0.23
193,Nebraska,30,20,10,0.667,22.48,13.21,,11,7,,13,3,,5,6,,2181,1903,,70.5,103.1,0.293,0.412,0.526,56,63.8,9.2,5,0.491,17.4,35.6,0.216
194,Nevada,31,16,15,0.516,-2.71,-1.14,,10,8,,9,6,,5,7,,2003,2015,,70.8,90.2,0.237,0.296,0.462,48.7,49.8,14.3,7.8,0.431,17.2,31.5,0.168
195,Nevada-Las Vegas,29,27,2,0.931,20.06,-0.57,,17,1,,12,1,,14,1,,2324,1726,,70.7,112.9,0.233,0.342,0.554,56.8,51.8,9.8,5.4,0.525,12.8,33.4,0.182
196,New Hampshire,29,9,20,0.31,-14.49,-8.45,,3,13,,7,8,,1,12,,1569,1704,,65.7,82.4,0.217,0.28,0.437,51,50.8,14.5,7.8,0.404,21.2,35.5,0.157
197,New Mexico,31,21,10,0.677,1.21,-2.56,,12,6,,14,4,,7,4,,2015,1878,,70.7,91.6,0.266,0.374,0.486,52,50.7,9.7,7.3,0.454,17.5,26.5,0.188
198,New Mexico State,28,11,17,0.393,-4.89,-2.33,,5,10,,7,6,,2,10,,1676,1710,,68.6,85.7,0.275,0.252,0.472,50.1,51.6,10.4,3.5,0.44,21.4,32.4,0.188
199,New Orleans,29,11,18,0.379,-12.84,-6.71,,8,10,,6,6,,5,12,,1799,1977,,74.4,82,0.319,0.233,0.436,46.8,47.5,12.3,6.8,0.386,19.2,28.9,0.233
200,Niagara,29,17,12,0.586,-6.7,-5.59,,14,5,,10,3,,7,7,,2022,2054,,80.2,86.2,0.261,0.282,0.452,47.2,53.7,18.7,4.4,0.422,20.4,35.7,0.172
201,Nicholls State,30,13,17,0.433,-11.94,-8.68,,7,11,,8,5,,4,12,,1883,1880,,70.9,88.2,0.249,0.327,0.47,48.4,55.5,12.7,5.4,0.438,18,27.4,0.175
202,NJIT,29,12,17,0.414,-15.33,-10.64,,4,12,,8,7,,4,10,,1681,1817,,67.9,84.6,0.296,0.26,0.462,49.9,41.4,10.3,11.7,0.424,22.1,33.5,0.206
203,Norfolk State,29,24,5,0.828,1.1,-11.97,,13,1,,10,0,,13,4,,1961,1539,,68.6,98.2,0.279,0.291,0.495,51.6,51.1,18.2,9.1,0.457,16.9,35.4,0.206
204,North Alabama,29,12,17,0.414,-11.67,-4.41,,8,8,,8,6,,4,11,,1988,2106,,74.3,91.4,0.271,0.42,0.514,47,58.4,9.7,7.9,0.484,21,26.4,0.192
205,North Carolina,31,19,12,0.613,21.92,14.89,,11,7,,14,2,,3,6,,2136,1918,,70.4,97.1,0.303,0.286,0.493,51.6,49.6,10.5,12.4,0.463,15.5,31.2,0.203
206,North Carolina A&T,28,18,10,0.643,-0.56,-4.64,,12,5,,8,4,,9,5,,1840,1601,,70.3,92.2,0.34,0.311,0.489,53.6,55.9,9.9,8.2,0.442,20.4,35.2,0.252
207,North Carolina Central,29,15,14,0.517,-18.46,-10.3,,9,5,,8,3,,7,11,,1916,1917,,78.3,83.3,0.3,0.284,0.456,48.6,53.4,11.8,9.1,0.427,21.3,31.9,0.187
208,North Dakota,29,9,20,0.31,-13.13,-0.71,,5,11,,6,10,,3,9,,1938,2206,,76.4,87.5,0.296,0.275,0.471,49.3,42.9,9.5,5.7,0.43,19.8,30.4,0.216
209,North Dakota State,29,19,10,0.655,5.21,-0.28,,13,3,,12,1,,7,6,,2227,2003,,72.7,105.6,0.342,0.339,0.553,53.7,51,10.5,6.6,0.514,18.6,36.9,0.258
210,North Florida,30,9,21,0.3,-13.4,-3.51,,3,13,,7,7,,2,13,,1906,2045,,69.4,89.3,0.245,0.453,0.484,48.6,51.4,9.2,4.1,0.46,20.4,30.6,0.161
211,North Texas,30,23,7,0.767,9.25,0.25,,13,5,,12,2,,9,5,,2262,1926,,73,100.3,0.412,0.263,0.541,53.2,52.2,10.3,6.6,0.507,19.7,34.2,0.28
212,Northeastern,25,9,16,0.36,-14.81,-7.25,,5,10,,5,8,,4,8,,1417,1606,,66.1,85.4,0.247,0.362,0.483,46.4,60.3,9.6,6.8,0.464,22.6,28.2,0.152
213,Northern Arizona,31,23,8,0.742,3.46,-0.81,,15,3,,9,4,,12,4,,2352,2170,,73.6,101.8,0.258,0.349,0.52,50.9,59.4,10.9,8,0.484,15.5,30.3,0.201
214,Northern Colorado,29,15,14,0.517,-2.06,-2.54,,10,8,,9,5,,6,9,,1911,1809,,67.8,96.8,0.351,0.341,0.533,52.8,58.2,11.5,7,0.501,21.7,33,0.242
215,Northern Illinois,29,14,15,0.483,-9.88,-6.23,,7,10,,8,6,,4,9,,1871,1907,,71.6,89.7,0.254,0.368,0.483,51.3,56.9,8.1,4.1,0.452,19,28.5,0.179
216,Northern Iowa,28,14,14,0.5,7.88,4.95,,13,6,,9,4,,5,8,,2056,1974,,72.2,101.6,0.259,0.366,0.525,49.8,49.1,10.4,7.7,0.496,15.3,27.8,0.188
217,Northern Kentucky,31,11,20,0.355,-6.94,-1.54,,8,12,,6,7,,5,11,,2118,2276,,72,94.5,0.337,0.369,0.515,48.2,51.9,8.7,4.6,0.483,19.1,26.9,0.23
218,Northwestern,30,9,21,0.3,0.13,14.3,,4,14,,6,9,,3,9,,1984,2409,,72.5,90.8,0.235,0.263,0.494,46.8,70.2,8.1,9.7,0.458,19.6,28.7,0.182
219,Northwestern State,29,11,18,0.379,-12.45,-5.19,,7,11,,7,6,,4,12,,1696,1784,,69.7,83.9,0.301,0.322,0.458,50.6,47.5,8.6,7.4,0.426,21.3,30.2,0.194
220,Notre Dame,29,23,6,0.793,32.53,13.67,,13,5,,11,3,,11,2,,2320,1773,,75,105.7,0.289,0.249,0.537,54.3,54.4,15.4,11.6,0.5,16.6,36.5,0.22
221,Oakland,29,12,17,0.414,-9.15,-2.22,,8,12,,8,8,,4,9,,2070,2114,,73.6,94.5,0.344,0.337,0.472,49.1,45.4,16.1,7.9,0.435,16.4,35.4,0.23
222,Ohio,28,11,17,0.393,-10.7,-3.49,,8,9,,9,6,,2,11,,1797,1999,,75.7,84.8,0.297,0.429,0.488,42.7,50.3,14.5,4.5,0.455,22.2,24.2,0.202
223,Ohio State,29,25,4,0.862,34.34,17.34,,16,2,,15,1,,8,2,,2333,1833,,74.3,107.3,0.314,0.346,0.562,49,60.4,14.3,8.9,0.533,15.9,28.4,0.225
224,Oklahoma,29,21,8,0.724,24.33,15.78,,15,3,,13,2,,8,3,,2245,1997,,78,99.2,0.237,0.38,0.514,53.9,71,11.4,8.5,0.488,18.1,35.3,0.167
225,Oklahoma State,29,14,15,0.483,17.77,15.08,,7,11,,10,5,,4,7,,2003,1925,,71.4,96.7,0.259,0.386,0.532,48.2,54.2,10.3,6.8,0.502,18.3,23.2,0.191
226,Old Dominion,29,21,8,0.724,2.85,-0.83,,12,6,,12,4,,9,4,,1865,1740,,73.2,87.8,0.304,0.313,0.448,51.4,51.3,14.6,8.5,0.414,18.5,35.7,0.197
227,Omaha,29,7,22,0.241,-13.46,-1.65,,3,13,,5,10,,2,12,,2128,2395,,76.1,95.6,0.406,0.318,0.523,44.3,50.4,10.2,3.1,0.475,17.7,23.9,0.297
228,Oral Roberts,29,20,9,0.69,2.21,0.73,,11,5,,13,1,,7,8,,2380,2177,,79.5,102.8,0.282,0.284,0.509,48.6,48,13.5,5.3,0.474,13.7,31.4,0.207
229,Oregon,32,11,21,0.344,10.07,17.57,,2,16,,8,8,,2,12,,1914,2154,,68.3,87.6,0.292,0.239,0.462,49.5,56,7.8,10.3,0.427,17.8,28.7,0.198
230,Oregon State,30,24,6,0.8,28.28,15.78,,12,6,,16,2,,5,4,,2164,1789,,67.6,104.9,0.256,0.378,0.558,55.3,65.6,6.8,9.7,0.534,17,29.3,0.183
231,Pacific,29,16,13,0.552,1.92,2.6,,8,8,,11,5,,4,8,,2090,2046,,75.4,95.6,0.273,0.24,0.529,51.4,62.2,10.2,7.7,0.493,20,31,0.21
232,Penn State,30,19,11,0.633,25.62,12.19,,9,9,,12,4,,5,6,,2529,2126,,77.7,108,0.277,0.367,0.59,52.1,56.8,12.4,10,0.565,19.2,31.2,0.204
233,Pennsylvania,26,15,11,0.577,-1.16,-0.36,,7,6,,8,4,,7,7,,1727,1645,,68.8,96.1,0.246,0.354,0.505,51.5,54.7,8.7,9.9,0.471,18.4,32.5,0.185
234,Pepperdine,30,5,25,0.167,-15.63,3.01,,1,15,,3,13,,2,11,,1627,2104,,69.5,78.1,0.237,0.281,0.442,49.2,51,10.3,8.3,0.413,24.7,33.3,0.159
235,Pittsburgh,32,8,24,0.25,2.8,11.11,,2,16,,5,11,,2,9,,1945,2211,,69.9,86.3,0.263,0.266,0.467,51.4,58,9.1,11,0.433,21.2,33.2,0.185
236,Portland,30,18,12,0.6,6.1,2.88,,9,6,,10,4,,8,6,,2036,1866,,73.3,91.9,0.311,0.344,0.503,48.6,64.9,15.3,13.2,0.47,21.2,31.9,0.215
237,Portland State,30,8,22,0.267,-14.96,-2.03,,3,15,,6,9,,2,13,,1693,2034,,65.2,86.6,0.226,0.402,0.476,44.8,50.2,10.8,4.6,0.446,21,28.3,0.162
238,Prairie View,27,11,16,0.407,-18.87,-6.49,,7,10,,7,7,,4,9,,1709,1834,,75.2,83.7,0.353,0.212,0.461,49.4,54.4,14.1,8.9,0.415,22.3,34.9,0.246
239,Presbyterian,32,18,14,0.563,-17.25,-12.59,,8,8,,11,4,,6,8,,1865,1901,,68,85.7,0.237,0.342,0.482,51.4,59.9,9,3.9,0.457,22.5,29.8,0.159
240,Princeton,26,22,4,0.846,17.52,3.67,,12,1,,10,0,,11,3,,1816,1456,,65.8,105.2,0.221,0.25,0.522,54.8,49.9,12.3,10.3,0.498,16.1,39.2,0.157
241,Providence,31,12,19,0.387,5.11,8.01,,6,12,,8,8,,4,9,,1802,1892,,67.4,85.9,0.327,0.278,0.484,53.5,54.5,10.3,10.3,0.448,24.4,36.1,0.221
242,Purdue,31,13,18,0.419,14.23,15.1,,5,13,,9,6,,3,9,,2126,2153,,71.3,95.8,0.265,0.326,0.51,49.8,61.5,10.6,7.1,0.469,18,29.8,0.21
243,Purdue Fort Wayne,32,21,11,0.656,0.61,-3.86,,13,7,,11,3,,8,7,,2254,2003,,71.7,97.9,0.257,0.415,0.513,49.7,49.3,12.3,6.9,0.482,16.5,28,0.187
244,Queens (NC),29,7,22,0.241,-22.4,-7.94,,1,15,,5,10,,2,12,,1798,2043,,74,83.4,0.287,0.25,0.441,47.5,37.5,12.1,6.5,0.407,19.6,31.6,0.189
245,Quinnipiac,28,11,17,0.393,-13.31,-7.46,,8,11,,6,6,,5,10,,1664,1828,,67.9,86,0.269,0.332,0.484,47.9,57.5,8.3,5.4,0.449,20.9,25.9,0.193
246,Radford,31,14,17,0.452,-15.67,-10.77,,9,7,,8,5,,5,10,,1799,1922,,68.7,83.9,0.271,0.34,0.455,49.4,51.5,9.5,6.9,0.419,21.1,31.7,0.189
247,Rhode Island,32,19,13,0.594,8.93,0.84,,10,8,,10,5,,6,8,,2069,1810,,67.2,96.2,0.272,0.296,0.482,54.5,55.8,12.1,9.8,0.456,17.9,38.3,0.179
248,Rice,29,15,14,0.517,6.68,2.85,,9,9,,9,6,,6,8,,1971,1860,,71.3,94.5,0.296,0.31,0.492,50.3,53.9,11.2,6.6,0.447,18.1,32.3,0.228
249,Richmond,31,26,5,0.839,13.64,1.06,,16,2,,14,0,,9,4,,2282,1892,,68.8,106.2,0.292,0.444,0.589,49.8,58.9,8.8,15.4,0.554,18.7,24.9,0.235
250,Rider,28,9,19,0.321,-19.81,-9.95,,6,13,,7,7,,2,12,,1532,1808,,67.6,80.3,0.259,0.351,0.467,46.2,61.6,9.3,7.8,0.434,23.3,24.9,0.181
251,Robert Morris,30,6,24,0.2,-17.58,-3.58,,2,18,,5,9,,1,15,,1660,1991,,68.8,79.4,0.208,0.355,0.434,47.2,51.2,10,8.6,0.405,20.4,27.7,0.144
252,Rutgers,32,8,24,0.25,4.03,11.19,,2,16,,7,11,,1,10,,2106,2335,,71.8,91.7,0.351,0.291,0.507,50.7,53.1,9.5,10.2,0.467,22.1,33.5,0.251
253,Sacramento State,29,5,24,0.172,-12.31,-1.44,,4,14,,4,12,,1,12,,1622,1937,,67.7,82.6,0.246,0.367,0.465,47.4,57.9,9.9,8.4,0.434,23,29.4,0.172
254,Sacred Heart,30,21,9,0.7,-7.98,-14.59,,15,1,,10,2,,10,5,,1980,1732,,67.8,96.5,0.292,0.313,0.481,50.6,48.3,13.2,6,0.448,16.1,34.6,0.198
255,Saint Francis (PA),29,5,24,0.172,-31.66,-13.66,,4,12,,4,9,,1,15,,1496,2018,,67.5,76.4,0.229,0.297,0.419,46.3,50.5,9.4,3.6,0.387,21.2,28.9,0.155
256,Saint Joseph's,30,26,4,0.867,11.73,-0.87,,15,3,,12,3,,14,1,,1998,1620,,64.9,102.2,0.24,0.315,0.539,52.5,60.7,8.9,7.5,0.503,17.4,30.8,0.195
257,Saint Louis,32,15,17,0.469,0.13,2.7,,8,9,,8,7,,5,8,,2349,2303,,74.6,98.4,0.299,0.29,0.52,51,56.8,12.3,5.3,0.478,19.3,35.5,0.232
258,Saint Mary's (CA),30,13,17,0.433,-1.95,2.6,,6,10,,9,7,,4,10,,1830,1946,,65.7,91.7,0.25,0.339,0.526,44.8,59.3,12.5,6.5,0.495,21.6,24.3,0.186
259,Saint Peter's,28,7,21,0.25,-22.34,-10.17,,4,15,,4,8,,3,13,,1408,1749,,68.8,72.8,0.316,0.411,0.443,48.7,61.6,13.8,6,0.4,28.3,30,0.218
260,Sam Houston,27,7,20,0.259,-12.67,-1.67,,2,13,,6,9,,1,11,,1787,1946,,75.4,86.6,0.386,0.291,0.444,48.5,51.1,11.2,5.7,0.392,19.5,35.6,0.268
261,Samford,30,14,16,0.467,-10.29,-4.4,,6,8,,11,4,,3,10,,1742,1824,,67.6,85.9,0.324,0.33,0.462,48.8,51,9.3,9.4,0.431,18.8,27.4,0.203
262,San Diego,30,9,21,0.3,-2.95,3.05,,4,12,,6,11,,2,10,,1881,2001,,69.6,90.1,0.303,0.196,0.479,51,61.6,11.4,8.3,0.44,20.6,36.7,0.214
263,San Diego State,31,19,12,0.613,0.49,-0.34,,10,8,,12,4,,5,8,,2061,2010,,70.1,93.4,0.284,0.294,0.499,49.6,53.1,11.4,8.2,0.457,16.7,25.3,0.217
264,San Francisco,29,14,15,0.483,1.23,2.15,,10,6,,8,6,,6,8,,1934,1938,,72.7,91.3,0.284,0.355,0.479,52.5,60.5,9.4,6,0.445,18.2,32.5,0.198
265,San Jose State,30,7,23,0.233,-10.33,-1.54,,2,16,,4,9,,3,13,,1819,1980,,69,87.9,0.221,0.365,0.5,51.7,58.8,12.3,9.4,0.473,25,33.7,0.16
266,Santa Clara,31,24,7,0.774,10.96,1.85,,12,4,,12,1,,11,5,,2197,1816,,67.2,105.4,0.243,0.383,0.542,53.6,60.2,10.2,8.3,0.506,17.3,34.8,0.199
267,Seattle,28,6,22,0.214,-14.34,-2.52,,6,13,,3,10,,3,12,,1787,2118,,72.3,87.1,0.263,0.378,0.472,47.7,55.4,11.8,8,0.438,21.2,32.4,0.187
268,Seton Hall,29,16,13,0.552,14.13,8.71,,8,10,,11,5,,4,7,,1877,1720,,66.9,95.5,0.257,0.304,0.497,50.1,54.1,13.3,7.7,0.462,17.5,30.6,0.193
269,Siena,28,17,11,0.607,-5.13,-9.73,,14,6,,9,4,,8,7,,1903,1774,,72.8,92.9,0.228,0.359,0.499,49.4,51.1,14.9,8,0.474,19.9,33.5,0.157
270,South Alabama,32,9,23,0.281,-14.86,-1.69,,2,16,,4,12,,5,9,,1942,2288,,73,83.1,0.309,0.33,0.463,48.2,50.7,9,4.9,0.42,22.6,31.5,0.222
271,South Carolina,29,29,0,1,46.74,14.56,,16,0,,15,0,,12,0,,2522,1589,,74.9,116.1,0.287,0.246,0.57,58,56.9,12.2,18.2,0.551,14.7,40.1,0.194
272,South Carolina State,29,2,27,0.069,-29.48,-9.1,,1,13,,2,8,,0,18,,1407,1998,,68.6,70.7,0.361,0.232,0.429,45.9,47.4,10.4,7.1,0.382,28,29.7,0.242
273,South Carolina Upstate,30,16,14,0.533,-16.56,-13.94,,10,6,,9,3,,5,10,,1778,1826,,70.1,84.2,0.311,0.314,0.485,49.9,53.7,10.1,5.7,0.443,23.8,30,0.226
