Rk,School,G,W,L,W-L%,SRS,SOS,,W,L,,W,L,,W,L,,Tm.,Opp.,,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA
13,Arkansas,32,18,14,0.563,14,12.78,,6,10,,11,6,,4,6,,2230,2191,,74.6,93.4,0.298,0.466,0.484,46.4,45.9,8.4,11.6,0.444,15,23.8,0.216
14,Arkansas State,30,13,17,0.433,-2.05,-1.84,,6,12,,10,7,,3,9,,1990,1916,,68.2,96.4,0.309,0.375,0.502,50.2,48.4,10.9,5.9,0.459,17.1,31,0.233
15,Arkansas-Pine Bluff,30,16,14,0.533,-3.58,-5.65,,11,6,,8,4,,8,7,,2227,2034,,78.2,94.5,0.349,0.299,0.494,51,58.8,13.2,10.7,0.465,18,33.9,0.221
16,Army,28,12,16,0.429,-15.62,-9.97,,9,9,,7,9,,5,7,,1655,1742,,68.2,86.7,0.256,0.313,0.447,50.3,50.6,12.9,6,0.408,18,32.9,0.185
17,Auburn,30,20,10,0.667,21.22,11.82,,8,8,,14,3,,5,7,,2017,1735,,72.8,92.3,0.318,0.216,0.48,50.5,51.6,14.4,9.7,0.44,17.8,32.3,0.225
18,Austin Peay,30,15,15,0.5,-4.05,-5.86,,8,8,,8,8,,5,7,,1881,1807,,67.8,91.4,0.339,0.276,0.517,51.7,50.9,9.6,10,0.483,21.9,29,0.233
19,Ball State,30,26,4,0.867,10.05,-2.05,,15,2,,13,1,,11,3,,2215,1827,,71.6,102.2,0.308,0.415,0.547,49.1,59,14.6,7.9,0.519,17.5,26.8,0.218
20,Baylor,29,23,6,0.793,29.23,13.12,,12,6,,14,2,,6,4,,2186,1719,,73.8,102.2,0.249,0.364,0.535,55.8,67.4,12.4,6.2,0.511,18.7,36,0.175
21,Bellarmine,28,10,18,0.357,-14.66,-3.66,,5,11,,6,7,,4,11,,1886,2096,,75.2,89.2,0.294,0.334,0.474,48.1,57.4,10.6,5.7,0.434,18.4,29.9,0.213
22,Belmont,30,23,7,0.767,12.07,2.53,,16,3,,13,2,,9,4,,2137,1851,,70,101.8,0.318,0.402,0.543,50.6,62.7,11.8,9.7,0.51,18,28.2,0.229
23,Bethune-Cookman,30,15,15,0.5,-9.75,-9.34,,6,11,,9,5,,4,9,,1993,1817,,73.7,89,0.375,0.237,0.457,50.4,57.2,14.8,6.2,0.417,18.3,35.6,0.244
24,Binghamton,29,13,16,0.448,-8.57,-9.5,,8,8,,8,7,,5,7,,1806,1754,,66.6,93.5,0.21,0.355,0.507,47.2,57.7,9.8,7.4,0.482,18.3,26.7,0.15
25,Boise State,31,19,12,0.613,2.24,-1.21,,10,8,,13,3,,5,8,,1959,1796,,68.7,91.7,0.287,0.339,0.485,53.1,62.2,9.8,15.7,0.454,18.8,32,0.193
26,Boston College,33,14,19,0.424,12.61,11.3,,5,13,,11,6,,2,10,,2342,2299,,74,95.6,0.283,0.259,0.49,48.4,55,15.6,6.5,0.459,17.8,35.4,0.193
27,Boston University,29,18,11,0.621,-9.47,-9.19,,10,8,,14,2,,4,9,,1833,1808,,66.8,93.1,0.297,0.333,0.528,48.9,63.3,10.8,12.1,0.499,21.2,26.8,0.208
28,Bowling Green State,28,16,12,0.571,-1.99,0.08,,10,7,,8,5,,6,7,,1907,1965,,69.4,98.1,0.297,0.368,0.531,49.8,60.5,9.2,6.9,0.502,19,29.2,0.207
29,Bradley,30,6,24,0.2,-16.35,-1.39,,2,17,,4,10,,1,13,,1812,2240,,70.5,85.3,0.261,0.335,0.488,44.6,55.3,7.7,4.3,0.455,20.8,21.7,0.188
30,Brigham Young,31,16,15,0.516,11.96,11.51,,6,12,,10,5,,3,10,,2046,2032,,69.7,94.3,0.296,0.342,0.518,54,64.3,7.9,9.3,0.497,21.1,31.8,0.187
31,Brown,26,15,11,0.577,-1.64,-0.12,,6,7,,6,5,,9,6,,1628,1611,,69.8,89.7,0.252,0.418,0.478,46.6,50.7,12,8.8,0.45,19.2,29.5,0.171
32,Bryant,29,15,14,0.517,-12.97,-8.85,,8,8,,10,4,,5,9,,1766,1774,,67.2,90.2,0.294,0.352,0.488,50.7,60,9.2,7,0.465,20.3,30.3,0.181
33,Bucknell,29,12,17,0.414,-12.41,-6.72,,9,9,,7,7,,5,10,,1601,1766,,66.7,82.5,0.31,0.274,0.466,47.5,55.6,9.1,9.2,0.422,20.7,23.3,0.227
34,Buffalo,28,17,11,0.607,-3.57,-6.43,,10,7,,12,4,,5,7,,1860,1743,,69.7,95.2,0.301,0.308,0.501,48.8,57.1,10.3,6.1,0.463,17.1,27.7,0.219
35,Butler,29,14,15,0.483,5.61,6.46,,6,12,,8,8,,5,7,,1815,1785,,65.6,95.4,0.204,0.391,0.521,50.6,63.5,9,6,0.499,19.9,28.7,0.145
36,Cal Poly,28,16,12,0.571,-0.73,-1.27,,12,6,,7,4,,9,8,,1728,1713,,68.2,89.7,0.306,0.288,0.512,53,57.6,13.2,11.1,0.473,24.2,34.2,0.228
37,Cal State Bakersfield,28,8,20,0.286,-12.57,-4.75,,5,14,,5,7,,3,12,,1655,1858,,68.8,85.5,0.208,0.414,0.459,43.6,48.9,11.1,7,0.434,17.5,23.4,0.142
38,Cal State Fullerton,29,10,19,0.345,-7.86,-2.41,,6,13,,4,9,,5,9,,1719,1877,,69.2,85.7,0.239,0.296,0.478,48,59.1,12.1,8.5,0.441,21.3,28.3,0.182
39,Cal State Northridge,30,3,27,0.1,-17.42,-2.59,,1,19,,2,14,,1,13,,1655,2089,,72.9,75.1,0.265,0.299,0.42,45.2,53.7,12,9.7,0.384,21.4,25.5,0.178
40,California,32,18,14,0.563,17.35,16.54,,7,11,,12,7,,5,6,,2124,2098,,67.5,97.5,0.229,0.431,0.502,51.2,58.6,10.1,6.5,0.471,18.5,35.2,0.172
41,California Baptist,28,25,3,0.893,3.28,-7.29,,17,2,,14,0,,11,3,,2271,1975,,78.7,101.3,0.306,0.455,0.529,50.4,69.2,12.7,4.2,0.494,15.6,25.9,0.224
42,Campbell,28,15,13,0.536,-5.83,-6.6,,8,9,,9,4,,4,9,,1695,1533,,65.8,91.5,0.244,0.397,0.514,53.8,59.3,9.3,8.1,0.494,22.5,31.1,0.16
43,Canisius,28,16,12,0.571,-10.69,-10.73,,11,8,,8,5,,8,7,,1708,1699,,66.3,91.6,0.258,0.398,0.493,52.5,60.4,8.9,5.2,0.468,20.8,32.7,0.171
44,Central Arkansas,29,19,10,0.655,-1.26,-6.04,,11,5,,12,0,,7,9,,1923,1697,,69.2,95,0.277,0.348,0.511,51.9,42.8,10.9,9,0.481,19.1,30,0.195
45,Central Connecticut State,29,9,20,0.31,-20.38,-12.69,,7,9,,6,6,,3,14,,1685,1908,,68.5,84.4,0.22,0.269,0.456,44.1,51.4,9.8,5.4,0.42,18.4,25.2,0.169
46,Central Michigan,27,6,21,0.222,-16.1,-4.56,,4,12,,3,8,,3,13,,1665,1942,,73.1,83.6,0.27,0.328,0.458,53.9,50.8,8.4,8.7,0.43,23.8,37,0.174
47,Charleston Southern,30,11,19,0.367,-17.26,-11.05,,8,8,,8,6,,3,12,,1831,1998,,72.7,83.7,0.252,0.27,0.463,51.8,49.4,9.4,7.2,0.432,23.2,34.3,0.173
48,Charlotte,30,16,14,0.533,4.4,2.4,,9,9,,10,4,,5,8,,1948,1888,,71.2,88.9,0.368,0.296,0.494,51.7,55,11.9,8.9,0.444,22,32.8,0.272
49,Chattanooga,30,26,4,0.867,2.71,-6.3,,13,1,,12,2,,11,0,,1940,1619,,64.3,100.6,0.315,0.347,0.553,51.2,43.8,9.2,5.7,0.514,18.1,24.4,0.245
50,Chicago State,27,1,26,0.037,-31.06,-3.48,,,,,1,10,,0,12,,1592,2241,,76.9,75.6,0.274,0.179,0.431,45.4,48.4,7.9,10.7,0.388,23.6,29.8,0.2
51,Cincinnati,30,14,16,0.467,11.58,14.04,,5,13,,8,7,,4,7,,1884,1958,,70.5,89.1,0.367,0.283,0.451,53.3,43.2,9.3,9.1,0.397,18.5,37.4,0.265
52,Clemson,31,12,19,0.387,11.1,11.75,,5,13,,9,7,,2,9,,2158,2178,,71.4,96.7,0.297,0.37,0.523,50.7,56.7,10.7,4.2,0.49,20.3,32.7,0.214
53,Cleveland State,32,28,4,0.875,9.07,-5.05,,18,2,,17,0,,9,3,,2411,1959,,71.6,105.2,0.418,0.258,0.554,53.1,50.6,13,8,0.516,17.5,32.3,0.296
54,Coastal Carolina,33,12,21,0.364,-5.92,-0.23,,5,13,,5,7,,5,12,,2197,2355,,74.4,89.2,0.387,0.263,0.474,51,46.4,10.4,9.4,0.436,21.5,37,0.252
55,Colgate,29,17,12,0.586,-6.17,-10.57,,10,8,,10,5,,7,6,,1820,1622,,65.1,96,0.286,0.202,0.513,53.3,61.6,9,5.9,0.477,18,30.9,0.21
56,College of Charleston,28,20,8,0.714,-0.66,-8.93,,12,5,,12,2,,8,6,,2104,1730,,74.6,100.2,0.269,0.335,0.491,50.6,45.9,14,5.5,0.457,15.1,35,0.193
57,Colorado,31,22,9,0.71,29.59,17.79,,11,7,,11,3,,7,4,,2340,1974,,71.2,105.2,0.261,0.306,0.543,53.3,65.8,13.8,7.8,0.515,16.5,32.1,0.19
58,Colorado State,29,19,10,0.655,5.75,-1.11,,10,8,,13,2,,5,8,,2010,1782,,69.1,99.9,0.205,0.398,0.545,44.4,57.2,8.3,12.1,0.517,12.5,10.8,0.162
59,Columbia,26,21,5,0.808,15.17,1.75,,12,1,,14,1,,7,2,,2001,1652,,70.5,109.2,0.259,0.394,0.547,55.5,60.5,11,5.9,0.521,17.4,40.9,0.185
60,Connecticut,31,26,5,0.839,38.48,16.55,,18,0,,13,1,,11,3,,2525,1790,,71.9,113.2,0.254,0.312,0.582,54.4,63.4,14.2,9.8,0.557,15.5,32.2,0.19
61,Coppin State,28,11,17,0.393,-10.46,-6.42,,8,6,,5,7,,6,10,,1553,1666,,68,81.5,0.309,0.366,0.431,48,49.4,11.8,5.6,0.398,20.3,31.9,0.191
62,Cornell,25,7,18,0.28,-10.57,-0.13,,1,12,,3,7,,4,11,,1409,1670,,69.4,81.3,0.286,0.194,0.443,48.1,51.4,9,3.8,0.403,20.4,29.5,0.201
63,Creighton,28,24,4,0.857,23.94,12.12,,15,3,,11,2,,10,2,,2082,1751,,68.3,108.9,0.216,0.412,0.557,51.5,64.6,9.6,9.6,0.525,14.2,28.5,0.177
64,Dartmouth,26,7,19,0.269,-16.49,-2.99,,1,13,,4,9,,3,10,,1261,1519,,63.3,76.6,0.198,0.331,0.431,47.5,56.8,8.7,6.4,0.404,22,26,0.135
65,Davidson,26,18,8,0.692,8.73,-0.85,,8,7,,11,4,,7,4,,1689,1440,,65.2,99.6,0.261,0.343,0.524,51.6,47.5,10.6,11.2,0.495,18.4,32.9,0.189
66,Dayton,31,12,19,0.387,-8.16,0.6,,4,13,,7,7,,2,11,,1967,2135,,70.5,89.7,0.233,0.251,0.47,55,51.8,8.5,6.4,0.437,21.2,39.7,0.17
67,Delaware,29,11,18,0.379,-3.85,-5.82,,7,10,,4,9,,6,6,,1958,1901,,73.8,91.1,0.274,0.333,0.497,51.5,51.9,10.8,6.3,0.464,20.6,31.2,0.196
68,Delaware State,27,8,19,0.296,-24.61,-5.89,,4,10,,5,7,,3,12,,1555,1916,,71.7,79.6,0.278,0.311,0.442,46.3,49.2,10.9,5.4,0.408,22.2,30.6,0.187
69,Denver,29,8,21,0.276,-9.24,-3.21,,5,11,,5,10,,3,11,,1871,2018,,69,93.6,0.3,0.496,0.507,47.2,56.7,9.2,5.6,0.477,17.9,24.5,0.204
70,DePaul,31,12,19,0.387,8.06,7.99,,4,14,,9,8,,2,9,,2215,2213,,74.5,95.1,0.216,0.366,0.491,50.2,62.1,13,7.9,0.46,16.9,31.3,0.163
71,Detroit Mercy,33,17,16,0.515,-8.84,-5.63,,9,11,,10,3,,6,13,,1988,2094,,69.6,86.2,0.287,0.271,0.492,53.3,47.6,8.9,8.2,0.458,23.7,31.4,0.202
72,Drake,30,25,5,0.833,13.27,1.84,,18,1,,15,2,,10,3,,2428,2085,,75.9,105.8,0.297,0.403,0.588,56,67.8,11.5,11.7,0.554,20.6,31.2,0.232
73,Drexel,28,14,14,0.5,-2.96,-4.25,,9,8,,9,6,,5,7,,1595,1536,,63.5,89.3,0.176,0.252,0.459,49.9,67.8,10.8,6.3,0.434,17.2,32.1,0.127
74,Duke,30,20,10,0.667,27.67,16.37,,11,7,,14,3,,5,7,,2075,1736,,69.4,98.5,0.237,0.309,0.531,54.1,56.3,12.3,14.7,0.501,21,36.9,0.179
75,Duquesne,30,19,11,0.633,2.85,-0.45,,13,5,,10,3,,8,6,,2098,1999,,70.3,98.2,0.268,0.416,0.528,51,54.9,8.3,10.4,0.502,18.5,28.6,0.186
76,East Carolina,29,16,13,0.552,7.43,3.77,,9,9,,10,6,,6,5,,1930,1824,,72.1,90.8,0.32,0.258,0.473,49,52.3,14.9,12.3,0.432,20.1,37.7,0.227
77,East Tennessee State,30,18,12,0.6,-5.16,-7.55,,7,7,,12,3,,5,8,,1783,1669,,64.3,92.4,0.284,0.366,0.488,50.7,47.1,10.6,6.9,0.456,18.3,30.8,0.196
78,Eastern Illinois,32,15,17,0.469,-9.56,-7.84,,11,7,,8,4,,6,11,,2113,2168,,70.8,91.2,0.265,0.319,0.494,51.8,57.4,9.8,9,0.459,21.2,33.1,0.193
79,Eastern Kentucky,31,21,10,0.677,-4.28,-6.89,,9,7,,11,3,,9,6,,2213,1958,,74.3,96.1,0.318,0.281,0.492,52.3,56,11.6,5.6,0.453,17.4,33.8,0.226
80,Eastern Michigan,28,6,22,0.214,-16.53,-4.42,,2,15,,4,8,,2,14,,1602,1904,,70.3,80.6,0.247,0.304,0.444,49.3,46.9,11.5,9.9,0.408,22.4,31.2,0.175
81,Eastern Washington,31,26,5,0.839,7.93,-3.66,,16,2,,12,2,,12,3,,2141,1731,,68.4,100.5,0.203,0.345,0.498,52,54.3,12.5,5.7,0.469,14.2,32.3,0.155
82,Elon,30,11,19,0.367,-13.19,-4.48,,7,10,,2,10,,9,8,,1603,1840,,68.8,77.7,0.208,0.296,0.419,48.4,54.6,11.6,8.3,0.394,21.4,31.5,0.133
83,Evansville,30,4,26,0.133,-19.5,-1.44,,2,17,,2,12,,2,14,,1901,2443,,76.7,81.2,0.345,0.309,0.451,46.3,56,7.5,5.1,0.403,20.9,26.2,0.244
84,Fairfield,28,27,1,0.964,6.53,-10.55,,19,0,,12,0,,15,1,,2048,1500,,70.3,103.6,0.22,0.45,0.569,53.5,63.7,13,7.2,0.55,20.9,32.5,0.157
85,FDU,29,13,16,0.448,-17.24,-12.74,,11,5,,8,6,,5,10,,1702,1780,,65.5,89.2,0.227,0.417,0.475,51.2,59.2,8.9,5.1,0.444,19.9,33.7,0.164
86,Florida,30,16,14,0.533,16.68,12.15,,5,11,,8,5,,3,9,,2255,2119,,76.1,98.4,0.281,0.302,0.513,48.1,43.1,12.6,7.8,0.481,17.2,30.9,0.199
87,Florida A&M,28,8,20,0.286,-16.66,-5.8,,7,10,,6,5,,2,15,,1666,1970,,71.9,81.3,0.291,0.268,0.457,46.3,44.9,12.4,5.9,0.413,23.2,31.9,0.216
88,Florida Atlantic,29,11,18,0.379,-3.93,1.14,,6,12,,6,8,,5,9,,1781,1905,,68.1,89.7,0.332,0.371,0.492,48.7,50.1,9,5.5,0.463,21.5,31.1,0.213
89,Florida Gulf Coast,30,26,4,0.867,14.33,-2.78,,16,0,,15,0,,9,3,,2250,1630,,68.6,109.3,0.322,0.509,0.552,54.7,56.5,14.3,7.3,0.521,16.3,35.4,0.23
90,Florida International,29,20,9,0.69,-1.47,-4.83,,11,4,,13,5,,7,4,,2027,1850,,74.3,94.1,0.331,0.333,0.503,53.3,50.6,12.1,8.4,0.466,20.8,36.4,0.233
91,Florida State,31,22,9,0.71,20.65,12.23,,12,6,,13,3,,7,4,,2475,2214,,76.8,102.2,0.279,0.332,0.513,48.3,46,9.5,9.2,0.473,13.2,27.5,0.215
92,Fordham,29,12,17,0.414,-2.73,-0.51,,7,10,,10,6,,2,10,,1811,1803,,69,90.2,0.22,0.29,0.471,51.6,50.6,14,10.6,0.448,19.7,35.2,0.143
93,Fresno State,31,14,17,0.452,-3.31,-3,,7,11,,10,7,,3,9,,2024,1952,,68.2,95.8,0.24,0.35,0.492,50.2,47.7,13.1,5.7,0.462,16.9,32,0.173
94,Furman,31,15,16,0.484,-11.91,-8.26,,5,9,,11,4,,3,10,,2051,1986,,70.5,93.9,0.307,0.33,0.488,54.6,55,8.9,5.3,0.451,19.8,38.1,0.217
95,Gardner-Webb,30,6,24,0.2,-23.78,-9.34,,5,11,,4,9,,2,14,,1868,2301,,74.1,84,0.216,0.423,0.465,46.2,46.3,7.5,4.7,0.437,21.6,28.8,0.152
96,George Mason,29,23,6,0.793,11.7,-0.37,,14,4,,12,1,,11,5,,2062,1673,,70.5,100.5,0.315,0.338,0.492,52.4,48.5,13.1,8.5,0.452,15.6,36.8,0.229
97,George Washington,31,13,18,0.419,-3.16,-1.39,,6,12,,10,5,,3,9,,1812,1804,,67.1,87,0.241,0.392,0.462,52.8,49.2,9.6,6.4,0.43,20.5,34.3,0.169
98,Georgetown,29,19,10,0.655,8.64,5.33,,9,9,,9,5,,10,5,,1688,1592,,64.9,89.3,0.241,0.287,0.471,52.7,59.2,10.6,10.8,0.441,19.9,34.3,0.169
99,Georgia,30,12,18,0.4,9.92,13.62,,3,13,,8,7,,1,9,,1895,2006,,71.3,88.2,0.268,0.212,0.467,50.5,55,10.8,7.4,0.434,19.3,33.2,0.185
100,Georgia Southern,33,15,18,0.455,-6,-4.71,,4,14,,8,7,,5,10,,2385,2323,,80.2,90.1,0.293,0.225,0.454,52.2,46.5,12.5,10.5,0.42,18.6,39.2,0.194
101,Georgia State,30,15,15,0.5,-4.27,-2.81,,9,9,,9,6,,6,8,,2094,2056,,74,94,0.295,0.321,0.488,48.5,53.8,12.7,7.8,0.452,17.9,32.1,0.21
102,Georgia Tech,32,17,15,0.531,14.02,12.11,,7,11,,9,7,,6,6,,2187,2126,,70.9,95.7,0.271,0.322,0.5,50.1,60,8.8,4.3,0.469,16.4,28.6,0.189
103,Gonzaga,31,29,2,0.935,28.08,5.82,,16,0,,14,0,,12,1,,2542,1852,,68.4,119,0.245,0.389,0.598,56.8,66.7,10.9,9.1,0.57,15.8,38.7,0.196
104,Grambling,28,20,8,0.714,-6.65,-7.41,,14,3,,12,2,,8,6,,2028,1755,,79,90.5,0.339,0.267,0.476,52.4,52.6,14.8,5.5,0.436,20,36.9,0.234
105,Grand Canyon,30,24,6,0.8,7.46,-4.88,,16,3,,13,3,,11,3,,2079,1647,,68.1,100.5,0.278,0.315,0.53,53.3,58.2,14.8,6.9,0.499,18.9,33.1,0.202
106,Green Bay,31,25,6,0.806,14.75,-1.65,,17,3,,14,1,,9,4,,2321,1790,,66.9,112,0.273,0.335,0.573,52.9,68.6,11.3,6.6,0.54,14.4,30,0.215
107,Hampton,27,3,24,0.111,-19.32,-5.51,,3,14,,2,8,,1,14,,1464,1837,,73.5,73.8,0.339,0.215,0.409,43.7,45.6,12.7,10.5,0.366,21.3,26.2,0.219
108,Harvard,27,16,11,0.593,7.21,1.46,,9,5,,6,3,,8,8,,1868,1713,,69,100.3,0.244,0.353,0.519,51,56.6,10.2,8.7,0.488,17.3,33.6,0.183
109,Hawaii,28,19,9,0.679,1.97,-0.57,,16,3,,13,3,,6,6,,1653,1582,,65.5,89.8,0.317,0.44,0.497,48.6,53,9.9,8.9,0.454,20.1,25.3,0.234
110,High Point,30,20,10,0.667,-11.71,-9.17,,14,2,,12,4,,8,3,,1897,1905,,69.8,89.4,0.307,0.417,0.506,44.2,53,9.4,7.2,0.47,19.4,19.8,0.22
111,Hofstra,28,9,19,0.321,-15.07,-9.25,,3,14,,6,10,,3,9,,1597,1665,,67.6,84,0.265,0.341,0.449,51.8,55.5,11.6,6.8,0.421,22.6,37.1,0.17
112,Holy Cross,29,17,12,0.586,-5.18,-10.01,,11,7,,12,2,,5,10,,1808,1632,,66.1,93.9,0.22,0.29,0.476,53.8,62.9,7.6,9.8,0.446,16.2,32.2,0.16
113,Houston,30,14,16,0.467,10.43,11.4,,5,13,,11,6,,3,9,,2030,2059,,73.9,90.9,0.267,0.357,0.465,46.4,45.2,15,10,0.426,17.5,32.1,0.194
114,Houston Christian,29,6,23,0.207,-22.13,-4.21,,1,17,,5,8,,1,15,,1556,1886,,69.5,77.2,0.242,0.32,0.45,46.1,53.3,10.3,9.3,0.413,23,23.3,0.178
115,Howard,28,13,15,0.464,-7.44,-8.37,,10,4,,8,4,,5,8,,1663,1637,,70.2,83.9,0.336,0.288,0.444,49.7,51.5,12.9,8.6,0.401,20,32.3,0.227
116,Idaho,30,15,15,0.5,-3.33,-4.44,,8,10,,4,11,,10,4,,1792,1700,,65.7,90.6,0.236,0.356,0.49,51,51.2,10.9,6.7,0.454,18.4,26.6,0.182
117,Idaho State,29,11,18,0.379,-3.59,-0.49,,7,11,,8,5,,2,12,,1729,1777,,67.8,87.5,0.255,0.222,0.453,51.9,49.8,11.7,10.5,0.417,18.7,33.8,0.182
118,Illinois,29,14,15,0.483,19.19,13.26,,8,10,,10,5,,3,7,,2159,1987,,70.9,104.5,0.26,0.268,0.533,51.4,51.2,9.5,7,0.494,14.7,31.5,0.209
119,Illinois State,29,20,9,0.69,4.91,-0.77,,13,6,,13,1,,6,8,,2161,1964,,72.3,102.2,0.365,0.359,0.553,52.7,55.1,6.4,10.3,0.509,17.9,26.9,0.281
120,Illinois-Chicago,30,17,13,0.567,0.6,-3.14,,10,9,,8,4,,8,8,,2079,1967,,73.2,93.8,0.385,0.278,0.507,52,61.9,12.1,5.3,0.468,20.2,32.9,0.262
121,Incarnate Word,29,19,10,0.655,-6.88,-8.48,,12,6,,11,4,,8,6,,1817,1656,,65.9,93.1,0.314,0.379,0.472,53.1,54.6,10.7,6.5,0.429,17.9,36.1,0.228
122,Indiana,28,24,4,0.857,30.28,13.82,,15,3,,15,0,,7,4,,2249,1788,,71.5,112.3,0.292,0.356,0.61,52.9,62,9,9.4,0.588,16.8,25.6,0.214
123,Indiana State,29,10,19,0.345,-9.11,-2.07,,6,13,,3,9,,6,9,,1867,2066,,72.5,88.4,0.327,0.274,0.475,50.6,51,11.2,9,0.426,20.6,33.8,0.246
124,Iona,28,11,17,0.393,-15.41,-10.12,,6,13,,5,8,,6,9,,1617,1765,,66.9,86,0.229,0.392,0.49,47.6,61.8,8.8,5.6,0.461,22,25.6,0.166
125,Iowa,30,26,4,0.867,37.11,16.24,,15,3,,13,1,,8,3,,2780,2154,,77.3,119.3,0.299,0.444,0.618,54.8,64.9,9.8,7.8,0.59,15.5,31.1,0.232
126,Iowa State,28,18,10,0.643,22.34,15.2,,11,6,,13,2,,5,6,,2108,1908,,72,103.7,0.27,0.39,0.56,56.2,68.7,6.5,7.5,0.533,19,30.7,0.197
127,IUPUI,30,7,23,0.233,-12.58,-1.95,,5,15,,5,9,,2,13,,1934,2253,,74.6,85.7,0.369,0.302,0.483,48.1,57.5,8.2,8.8,0.442,21.8,28.8,0.251
128,Jackson State,28,22,6,0.786,5.05,-4.07,,17,0,,10,0,,10,5,,2010,1603,,71.5,100.4,0.39,0.296,0.496,55.5,49.6,11.4,11.8,0.449,17.3,42.3,0.276
129,Jacksonville,29,10,19,0.345,-10.48,-2.71,,6,10,,8,5,,2,14,,1877,2051,,74.9,86.4,0.441,0.279,0.498,47.9,38.6,11.7,5.4,0.449,24.2,31.9,0.308
130,Jacksonville State,27,11,16,0.407,-9.14,-1.82,,6,9,,8,4,,3,12,,1584,1701,,69.7,83.7,0.229,0.417,0.449,49.6,54.2,9.7,5.8,0.419,19.6,28.8,0.157
131,James Madison,31,21,10,0.677,4.72,1.22,,13,5,,12,3,,8,6,,2226,2048,,73.8,96.9,0.28,0.278,0.492,56.5,48.4,7.3,6.5,0.464,18,37.3,0.188
132,Kansas,29,18,11,0.621,20.5,16.05,,11,7,,13,1,,4,8,,1976,1847,,69.3,98.3,0.346,0.299,0.524,48.7,43.5,10.3,10.9,0.488,17.2,26.9,0.244
133,Kansas City,31,12,19,0.387,-10.31,-4.28,,3,13,,9,7,,2,10,,2009,2050,,71.9,90.1,0.29,0.219,0.471,51.5,49.4,10.3,10.1,0.444,18.9,34.4,0.185
134,Kansas State,30,24,6,0.8,29.25,13.55,,12,5,,15,1,,6,4,,2180,1709,,71.2,100.8,0.26,0.349,0.531,52.6,67.8,12.4,13.7,0.507,16.5,28.2,0.179
135,Kennesaw State,29,11,18,0.379,-10.22,-2.03,,7,9,,7,7,,3,10,,1706,1853,,69.4,84.1,0.315,0.211,0.446,53.1,45.2,11.8,9,0.408,21.4,37.8,0.208
136,Kent State,27,18,9,0.667,3.92,-1.92,,12,4,,9,3,,8,5,,1962,1674,,70.8,101.6,0.269,0.348,0.511,54.2,53.7,11,9.5,0.479,15.9,34.2,0.194
