Rk,School,G,W,L,W-L%,SRS,SOS,,W,L,,W,L,,W,L,,Tm.,Opp.,,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA
136,Kennesaw State,31,15,16,0.484,-6.9,-4,,10,8,,9,4,,5,12,,2098,2083,,71.6,94.1,0.33,0.258,0.478,50.6,47.9,10.4,9,0.439,16.8,33.5,0.227
137,Kent State,32,21,11,0.656,4.69,0.76,,12,6,,12,3,,6,7,,2254,2003,,68.9,101.4,0.265,0.402,0.524,49.8,49.9,9.6,9,0.489,16.3,28.2,0.202
138,Kentucky,31,12,19,0.387,12.39,13.45,,2,14,,7,10,,2,7,,2101,2134,,75.1,90.3,0.287,0.275,0.483,47.3,55.2,13,9.8,0.444,19.6,32.8,0.209
139,La Salle,31,17,14,0.548,-1.01,-2.11,,8,7,,10,3,,6,10,,1976,1956,,72,88.2,0.258,0.444,0.475,47.8,62.3,12.7,8.5,0.439,20.3,30.7,0.189
140,Lafayette,29,10,19,0.345,-18.47,-9.68,,7,11,,7,7,,3,12,,1578,1833,,67.2,81,0.208,0.305,0.443,45.1,49.7,9.6,7.3,0.414,19.1,24,0.147
141,Lamar,32,20,12,0.625,-5.9,-8.9,,12,6,,11,4,,7,7,,2062,1930,,66.3,96,0.26,0.316,0.515,54.2,55.2,9,5.7,0.484,21,36.4,0.19
142,Lehigh,31,17,14,0.548,-4.9,-8.57,,12,6,,10,5,,7,9,,2187,2034,,71.8,97.4,0.249,0.463,0.533,48.7,63.5,8.6,6.5,0.496,18,23.4,0.201
143,Liberty,33,24,9,0.727,3.07,-2.58,,16,2,,14,1,,9,6,,2310,2080,,67.2,103,0.256,0.34,0.54,54.9,59.8,8.5,13.1,0.515,18.8,36.3,0.18
144,Lindenwood,26,2,24,0.077,-24.6,-7.2,,1,14,,2,9,,0,12,,1462,1837,,69.2,81.2,0.257,0.417,0.494,45.7,60.5,9.5,4.4,0.468,26.5,25.6,0.173
145,Lipscomb,32,20,12,0.625,-4.43,-4.33,,13,5,,10,5,,10,6,,2221,2122,,69.9,97,0.303,0.373,0.522,52.5,50.6,7.9,7.9,0.495,19.1,29.4,0.203
146,Little Rock,32,21,11,0.656,-5.06,-6.15,,17,1,,12,3,,8,7,,1684,1649,,65.2,80.4,0.33,0.086,0.43,48.5,62.8,11.5,7.4,0.388,19.2,29.2,0.219
147,Long Beach State,33,23,10,0.697,2.32,-1.15,,17,3,,10,4,,11,5,,2050,1894,,66.9,92.9,0.224,0.34,0.511,45.2,55.8,17.1,9.2,0.479,18.5,25.5,0.172
148,Long Island University,29,7,22,0.241,-22.2,-11.68,,5,11,,3,8,,4,14,,1643,1948,,71.5,79.3,0.244,0.379,0.458,43.7,60.4,12.9,8.3,0.424,23.4,26.1,0.172
149,Longwood,30,9,21,0.3,-22.51,-9.04,,8,10,,6,8,,3,12,,1798,2202,,74.7,79.9,0.32,0.249,0.443,43.6,42.9,11.7,4.1,0.395,20.2,24.1,0.232
150,Louisiana,31,16,15,0.516,-4.51,-1.79,,10,8,,9,5,,6,7,,1796,1793,,68,83.9,0.346,0.261,0.442,49.7,40.6,12.7,6.3,0.406,19.7,32.9,0.219
151,Louisiana State NCAA,36,34,2,0.944,35.14,10.78,,15,1,,17,0,,8,1,,2963,2086,,72.9,112.5,0.37,0.229,0.537,60,49.5,13,13.4,0.503,15.2,45.3,0.257
152,Louisiana Tech,32,19,13,0.594,2.32,0.1,,12,8,,10,5,,7,6,,2082,1957,,67.8,94.9,0.341,0.275,0.524,49.9,54.4,7.7,7.3,0.478,19.1,26.6,0.261
153,Louisiana-Monroe,30,7,23,0.233,-18.89,-6,,3,15,,6,10,,1,12,,1948,2160,,75.5,85.7,0.341,0.153,0.449,50.9,54.3,9.5,10.9,0.409,19.3,33.6,0.224
154,Louisville NCAA,38,26,12,0.684,24.96,15.9,,12,6,,11,3,,10,5,,2785,2441,,71.3,102.1,0.275,0.258,0.529,53.2,54.2,11.6,9.2,0.494,17.7,35.2,0.207
155,Loyola (IL),30,6,24,0.2,-8.84,0.12,,1,15,,2,11,,2,12,,1674,1943,,66.6,83.7,0.253,0.329,0.453,44.5,56.1,10.9,4.8,0.413,19.1,25.5,0.188
156,Loyola (MD),31,10,21,0.323,-16.72,-10.11,,4,14,,5,10,,5,11,,1719,1924,,64.9,84.4,0.274,0.268,0.462,52.8,53.4,9.7,3.3,0.425,22,32.9,0.194
157,Loyola Marymount,30,7,23,0.233,-9.3,4.7,,4,14,,5,10,,2,12,,1686,2081,,67.6,82.8,0.257,0.305,0.463,46.3,51.3,10.8,5.5,0.424,21.7,28.3,0.192
158,Maine,30,16,14,0.533,-6.31,-5.78,,11,5,,9,5,,6,8,,1792,1808,,64.4,92.4,0.19,0.366,0.503,50.7,57.5,9.2,6.8,0.479,20.1,30.1,0.138
159,Manhattan,33,16,17,0.485,-10.4,-11.21,,10,10,,8,6,,4,9,,1974,1947,,70.9,84.1,0.283,0.242,0.434,54.6,53.1,13.2,10.9,0.392,20.7,39.6,0.2
160,Marist,30,12,18,0.4,-13.53,-9.07,,8,12,,4,9,,6,8,,1729,1863,,69,83.2,0.332,0.29,0.452,46.6,58.4,11,9.5,0.401,19.1,26.6,0.244
161,Marquette NCAA,32,21,11,0.656,19.1,12.32,,13,7,,13,3,,5,5,,2080,1863,,68.6,94.1,0.206,0.259,0.479,52.7,65.5,11.4,6.8,0.446,16.6,33.5,0.159
162,Marshall,31,17,14,0.548,-3.12,-4.05,,9,9,,9,6,,5,6,,1975,1854,,67.5,94,0.247,0.405,0.487,47.9,54.1,10.4,9.6,0.464,16.6,27.8,0.162
163,Maryland NCAA,35,28,7,0.8,28.51,18.11,,15,3,,13,2,,11,2,,2770,2406,,75.3,105.1,0.285,0.29,0.539,48.9,58.6,13.8,8.8,0.5,15.5,31.6,0.224
164,Maryland-Baltimore County,29,14,15,0.483,-14.07,-11.32,,10,6,,8,4,,6,11,,1842,1917,,69.8,90.6,0.246,0.249,0.484,50,44.1,10.4,7.3,0.453,19.6,32.8,0.174
165,Maryland-Eastern Shore,30,10,20,0.333,-16.84,-9.98,,5,9,,7,6,,2,13,,1830,1903,,72.8,83.8,0.355,0.266,0.451,50.4,47.3,12,5.9,0.405,21.5,34.9,0.244
166,Massachusetts,34,27,7,0.794,13.51,0.6,,14,2,,13,3,,11,2,,2592,2153,,72.1,105,0.235,0.296,0.522,53.5,62.5,11.5,7.4,0.494,15.7,35.8,0.171
167,Massachusetts-Lowell,27,5,22,0.185,-17.65,-6.54,,4,12,,2,11,,3,11,,1438,1738,,67.2,78.8,0.3,0.32,0.446,46.6,51.4,10.3,8.6,0.398,23.2,29.3,0.223
168,McNeese State,31,12,19,0.387,-16.73,-7.9,,8,10,,8,7,,4,12,,2032,2169,,74.9,86.5,0.377,0.287,0.49,50.1,60.1,12.5,7.5,0.45,23.5,31.8,0.255
169,Memphis,33,22,11,0.667,12.6,6.39,,11,4,,11,4,,10,4,,2225,2020,,70.4,95,0.343,0.28,0.461,55.3,41.5,11.1,8.5,0.424,16.4,40.4,0.224
170,Mercer,28,12,16,0.429,-3.28,-1.59,,8,6,,6,7,,6,6,,1813,1827,,68.1,94.2,0.232,0.217,0.509,48.6,41.9,8,8.2,0.473,18.7,28.4,0.184
171,Merrimack,31,15,16,0.484,-19.28,-12.98,,10,6,,9,7,,6,9,,1905,2045,,69.1,88.9,0.256,0.362,0.468,49.2,50.6,10.1,8,0.436,19.8,33.8,0.179
172,Miami (FL) NCAA,35,22,13,0.629,20.25,14.25,,11,7,,14,4,,5,7,,2437,2227,,70.9,97.5,0.285,0.283,0.51,53.7,56.3,12,6.2,0.476,18.9,35.6,0.206
173,Miami (OH),31,12,19,0.387,-7.14,-1.58,,7,11,,9,7,,3,10,,2185,2303,,71.9,97.2,0.325,0.322,0.528,51,53.3,8.9,6,0.485,19.3,29.2,0.249
174,Michigan NCAA,33,23,10,0.697,23.9,13.78,,11,7,,10,4,,7,5,,2426,2092,,71.8,102.4,0.32,0.304,0.555,53.4,58.6,10.2,6.8,0.516,19.6,32.7,0.248
175,Michigan State,30,16,14,0.533,21.68,10.58,,7,10,,11,6,,4,5,,2347,2014,,75.2,102.3,0.325,0.38,0.517,51.7,62.4,14.2,9.5,0.488,16,33.1,0.219
176,Middle Tennessee NCAA,33,28,5,0.848,18.78,2.75,,18,2,,14,0,,10,3,,2424,1895,,68.2,107.3,0.347,0.431,0.546,52.3,51.8,12.1,11,0.5,15.1,31.5,0.272
177,Milwaukee,30,11,19,0.367,-5.07,-2.97,,8,12,,7,7,,3,12,,1763,1826,,66.4,88.2,0.226,0.343,0.49,52.1,67.3,7.8,9.1,0.46,21.6,30.2,0.165
178,Minnesota,30,11,19,0.367,8.19,10.39,,4,14,,9,8,,1,10,,2142,2208,,76.4,92.2,0.271,0.284,0.489,52.5,57.8,9.1,6.8,0.453,19.6,32.8,0.199
179,Mississippi NCAA,34,25,9,0.735,23.87,11.96,,11,5,,14,2,,8,4,,2334,1929,,69.5,97.7,0.299,0.263,0.487,54.9,47.9,10.3,12,0.455,16.9,38.2,0.201
180,Mississippi State NCAA,33,22,11,0.667,22.61,10.58,,9,7,,14,2,,3,7,,2345,1948,,71.3,98.6,0.307,0.279,0.522,52.8,59,12.3,12.4,0.495,18.9,33,0.206
181,Mississippi Valley State,29,2,27,0.069,-31.3,-8.37,,0,18,,1,10,,1,15,,1603,2268,,74.4,73.9,0.286,0.302,0.42,43.3,54.3,8.7,6.9,0.392,23,26.4,0.172
182,Missouri,32,18,14,0.563,15.56,13.25,,6,10,,11,6,,5,6,,2067,1993,,67.2,96.1,0.255,0.389,0.531,49.6,57.6,10.8,6.8,0.502,20.1,27.4,0.187
183,Missouri State,32,20,12,0.625,4.88,2.79,,14,6,,11,4,,7,6,,2180,2113,,71.2,95,0.309,0.23,0.469,56,57.1,11.1,6.9,0.438,17.6,40.4,0.201
184,Monmouth NCAA,34,18,16,0.529,-7.19,-7.59,,9,9,,9,4,,6,11,,2185,2163,,68.2,93.9,0.268,0.415,0.509,52.8,57.1,8.8,8.4,0.479,21.5,34.1,0.189
185,Montana,30,14,16,0.467,-0.49,0.29,,10,8,,8,6,,6,7,,2108,2071,,69.9,98.9,0.265,0.385,0.523,51,54.1,7.7,8,0.486,16.8,26.8,0.204
186,Montana State,31,20,11,0.645,2.68,-0.18,,13,5,,11,3,,8,5,,2128,1995,,71.2,96,0.302,0.291,0.497,50,49.8,12.5,7.9,0.45,16.6,30.3,0.237
187,Morehead State,31,11,20,0.355,-19.24,-8.24,,6,12,,8,6,,2,13,,1806,2044,,70.7,82.4,0.253,0.392,0.45,47.1,54.3,12.8,6.6,0.426,21.6,31,0.156
188,Morgan State,29,17,12,0.586,-11.77,-10.08,,10,4,,11,2,,6,7,,1730,1675,,68.3,87.3,0.278,0.285,0.444,49.9,49.4,15.6,4.9,0.406,18.9,36.3,0.194
189,Mount St. Mary's,31,12,19,0.387,-15.7,-8.97,,7,13,,8,6,,3,11,,1782,1957,,68.9,82.8,0.223,0.45,0.461,43.9,53.9,11.2,6.8,0.43,20.6,24.4,0.16
190,Murray State,31,15,16,0.484,1.15,-0.45,,7,13,,8,6,,6,9,,2134,2043,,68,100.4,0.28,0.369,0.535,52.9,64,8.3,4.5,0.495,17.9,30.7,0.221
191,Navy,30,1,29,0.033,-26.12,-9.35,,1,17,,1,14,,0,15,,1585,2088,,69.1,76.4,0.17,0.332,0.425,49.3,51.9,6.2,6.6,0.407,22,27.7,0.103
192,NC State NCAA,32,20,12,0.625,24.93,16.68,,9,9,,12,3,,5,7,,2266,2002,,71.6,98.5,0.264,0.287,0.511,52.5,50.1,9.5,10.6,0.481,16.1,29.5,0.189
193,Nebraska,33,18,15,0.545,20.65,14.68,,8,10,,12,5,,4,9,,2351,2154,,71.6,97.6,0.284,0.409,0.511,52.9,62.6,10.1,8.7,0.479,17.9,31.6,0.201
194,Nevada,31,10,21,0.323,-4.23,1.37,,6,12,,6,9,,2,10,,2005,2123,,69.9,91.8,0.318,0.28,0.484,50.5,47.1,11.5,6.3,0.442,18.6,31.9,0.231
195,Nevada-Las Vegas NCAA,34,31,3,0.912,15.18,0.88,,18,0,,20,0,,11,2,,2605,2130,,70.5,108.3,0.294,0.319,0.55,55.1,54.9,9.2,6,0.514,15.3,33.4,0.224
196,New Hampshire,28,7,21,0.25,-21.19,-9.48,,2,14,,3,10,,4,11,,1500,1757,,66.5,80.2,0.285,0.309,0.434,47.1,47.5,9.7,7.4,0.39,20.6,28.3,0.206
197,New Mexico,34,21,13,0.618,6.3,0.91,,12,6,,14,3,,6,8,,2514,2300,,72.7,100.9,0.249,0.408,0.54,48.7,55.4,11.2,8.5,0.509,17.1,25.7,0.191
198,New Mexico State,35,18,17,0.514,-1.13,-0.95,,10,8,,8,5,,7,8,,2173,2090,,67.9,90.4,0.26,0.233,0.466,51.6,48.9,13,5.9,0.436,17.3,33.4,0.175
199,New Orleans,28,8,20,0.286,-17.31,-11.56,,7,11,,6,5,,2,15,,1721,1882,,71.7,84.2,0.301,0.301,0.451,49.4,56.3,12.6,7.5,0.411,22.6,36.5,0.209
200,Niagara,31,18,13,0.581,-9.83,-10.38,,16,4,,8,4,,9,7,,2039,2022,,77.1,84.3,0.283,0.258,0.429,49.8,48.3,19.5,8,0.391,19.5,39.3,0.191
201,Nicholls State,29,5,24,0.172,-25.64,-11,,2,16,,3,11,,1,13,,1685,2086,,71.1,81.4,0.274,0.294,0.457,45.3,57.1,9.5,4.8,0.423,21.5,25.8,0.186
202,NJIT,29,13,16,0.448,-16.53,-13.22,,8,8,,6,7,,7,9,,1755,1851,,66.9,89.2,0.291,0.302,0.482,49.8,48.5,8.7,8.1,0.452,20.8,32,0.193
203,Norfolk State NCAA,33,26,7,0.788,-3.73,-11.7,,11,3,,12,1,,8,6,,2034,1673,,70.7,86.9,0.323,0.277,0.458,52.3,49.3,17,11.8,0.422,20.6,36.9,0.214
204,North Alabama,30,15,15,0.5,-5.13,-3.76,,10,8,,10,5,,5,10,,1989,1940,,70.5,93.7,0.2,0.464,0.502,45.4,60.7,9.3,11.4,0.476,17.5,24.9,0.146
205,North Carolina NCAA,33,22,11,0.667,24.41,15.29,,11,7,,13,2,,5,7,,2275,1974,,72.2,95.1,0.278,0.316,0.495,50.4,49.2,13,10.7,0.466,17.3,30.7,0.189
206,North Carolina A&T,30,18,12,0.6,-7.31,-6.13,,12,6,,9,4,,8,7,,2043,1881,,72.1,93.3,0.307,0.272,0.506,52.6,57.7,12.7,8.6,0.472,22.6,39,0.216
207,North Carolina Central,31,15,16,0.484,-17.39,-11.03,,8,6,,9,5,,5,10,,2069,2124,,77.9,85.3,0.34,0.276,0.468,47.9,53.7,12.4,8.4,0.435,21.9,32.6,0.219
208,North Dakota,32,19,13,0.594,-3.41,-5.54,,11,7,,13,1,,4,9,,2410,2278,,76.6,98,0.304,0.291,0.508,49.9,48.6,12.4,5.7,0.465,16.8,31.3,0.233
209,North Dakota State,30,18,12,0.6,-3.3,-3.37,,12,6,,11,1,,6,10,,2144,2091,,73,97.5,0.316,0.326,0.507,52.2,54.3,10.5,9,0.475,18.3,34.5,0.217
210,North Florida,27,7,20,0.259,-19.9,-3.34,,4,13,,5,7,,2,11,,1611,1922,,72.8,81.9,0.228,0.375,0.456,49,52,10.4,7.1,0.437,22.4,28.8,0.138
211,North Texas,31,11,20,0.355,-3.07,2.43,,8,12,,8,6,,3,13,,1941,2093,,68.9,90.6,0.291,0.282,0.491,46.9,51.3,12,8.3,0.463,20.2,31,0.192
212,Northeastern,31,19,12,0.613,-1.59,-5.1,,13,5,,8,4,,10,5,,2044,1935,,71.4,92,0.247,0.292,0.515,52.8,51.9,12.4,7.8,0.489,23,35,0.173
213,Northern Arizona,35,21,14,0.6,2.62,1.12,,13,5,,9,3,,10,7,,2615,2497,,74.9,97.2,0.258,0.374,0.499,51,53.8,10.2,6.1,0.468,16.7,31.5,0.185
214,Northern Colorado,31,13,18,0.419,-6.88,-2.77,,5,13,,7,7,,5,10,,1883,1955,,65.5,91.3,0.336,0.366,0.508,51,57.1,10.8,6.9,0.457,21.4,28.9,0.265
215,Northern Illinois,33,16,17,0.485,-3.98,-3.16,,8,10,,9,4,,6,9,,2333,2360,,69.5,100.3,0.252,0.388,0.511,51.8,51.7,10,3.1,0.478,16.6,33,0.189
216,Northern Iowa,33,23,10,0.697,13.44,4.32,,16,4,,12,4,,8,5,,2461,2160,,71.3,104.6,0.304,0.402,0.54,50.6,50.5,10,9.8,0.513,15.1,27.3,0.21
217,Northern Kentucky,31,17,14,0.548,-0.05,-3.73,,10,10,,12,4,,5,9,,2115,2001,,69.2,96.2,0.372,0.311,0.495,50.5,55.5,8.8,7.5,0.451,15.3,28.4,0.264
218,Northwestern,30,9,21,0.3,5.85,13.21,,2,16,,7,10,,2,10,,1911,2132,,75.1,84.8,0.302,0.295,0.461,47.8,65.7,12.5,11.5,0.422,20.2,29,0.21
219,Northwestern State,29,11,18,0.379,-19.3,-7.57,,7,11,,10,4,,1,13,,1748,1965,,72.5,82.8,0.271,0.356,0.448,46.8,51.2,9.9,4.5,0.411,20.3,28.5,0.189
220,Notre Dame NCAA,33,27,6,0.818,29.65,14.68,,15,3,,15,2,,8,2,,2438,1944,,71.7,102.7,0.349,0.237,0.529,57,60.3,11.8,10.9,0.493,18.5,39,0.246
221,Oakland,30,13,17,0.433,-11.36,-3.5,,8,12,,8,6,,4,10,,1965,2151,,73,89.4,0.295,0.357,0.442,50.7,47.6,11.4,5.9,0.407,16.1,34.7,0.195
222,Ohio,29,6,23,0.207,-11.82,-1.17,,4,14,,2,11,,4,12,,1820,2129,,71.9,86.9,0.273,0.46,0.496,43.9,54.7,11.3,7,0.458,21.2,22.6,0.205
223,Ohio State NCAA,36,28,8,0.778,26.91,15.3,,12,6,,13,4,,10,2,,2882,2464,,76.2,104.6,0.313,0.336,0.546,48.5,58.2,14.7,8.3,0.517,15.8,28.3,0.22
224,Oklahoma NCAA,33,26,7,0.788,21.92,13.19,,14,4,,13,2,,9,4,,2777,2489,,79,105.7,0.278,0.369,0.549,55.5,68.1,9.8,8.5,0.517,18,35.6,0.208
225,Oklahoma State NCAA,33,21,12,0.636,20.64,13.55,,10,8,,14,3,,4,6,,2485,2251,,72,103.4,0.269,0.365,0.544,50.6,53.1,9.1,7.1,0.518,16.1,27.6,0.191
226,Old Dominion,34,22,12,0.647,-1.47,-4.68,,12,6,,13,2,,7,7,,2246,2123,,72.6,90.3,0.293,0.301,0.466,51.4,53.3,13.2,6.6,0.438,18.3,33.8,0.185
227,Omaha,32,15,17,0.469,-10.19,-2.66,,8,10,,8,6,,5,10,,2115,2260,,71.9,90.5,0.312,0.338,0.503,47.5,51.8,10.4,3.3,0.455,19,23.2,0.245
228,Oral Roberts,31,12,19,0.387,-6.07,0.37,,8,10,,7,6,,4,12,,2420,2553,,81.4,95.5,0.282,0.352,0.514,47.1,46,11.8,9.2,0.478,17.8,26.3,0.208
229,Oregon,35,20,15,0.571,25.78,14.75,,7,11,,14,4,,3,8,,2603,2217,,70.2,105.5,0.256,0.342,0.521,52.8,58.1,9.4,8.9,0.491,14.5,34.5,0.187
230,Oregon State,31,13,18,0.419,17.49,15.29,,4,14,,10,6,,1,8,,2076,2008,,70.2,94.7,0.277,0.331,0.507,52.6,61.7,7.3,8.4,0.471,18.2,29.1,0.206
231,Pacific,32,15,17,0.469,2.46,4.17,,8,10,,8,7,,5,9,,2212,2201,,75.1,91.7,0.273,0.265,0.486,52,50.2,11.5,6.1,0.446,19.4,33,0.204
232,Penn State,31,14,17,0.452,10.95,12.24,,4,14,,11,6,,0,10,,2195,2235,,74.1,93.7,0.274,0.301,0.505,47.9,57.1,14.9,7,0.476,19.4,30,0.191
233,Pennsylvania,29,17,12,0.586,2.92,0.74,,9,5,,12,2,,5,9,,1838,1720,,67.5,93.4,0.22,0.384,0.489,49.6,59.5,10.1,8.7,0.467,18.8,31.7,0.148
234,Pepperdine,30,11,19,0.367,-0.79,1.84,,5,13,,7,7,,2,10,,1914,1971,,69.8,90.6,0.312,0.244,0.479,54.1,53.1,8.9,8.6,0.441,21,37.5,0.218
235,Pittsburgh,30,10,20,0.333,7.82,13.39,,3,15,,7,9,,2,8,,1892,2059,,70.1,88.8,0.242,0.32,0.472,47.4,53.7,11.4,10.4,0.44,19.2,30.5,0.171
236,Portland NCAA,32,23,9,0.719,10.24,6.18,,15,3,,12,3,,7,5,,2218,2008,,69.5,99.3,0.306,0.336,0.543,49.6,66.3,13.7,6.8,0.511,20.2,32.4,0.221
237,Portland State,31,15,16,0.484,-6.16,-1.72,,8,10,,10,5,,3,10,,1879,1943,,65.2,92.3,0.229,0.382,0.489,46.3,55.3,12.2,4.1,0.458,17.8,27.5,0.168
238,Prairie View,30,15,15,0.5,-14.38,-7.64,,12,6,,10,3,,5,11,,1981,2047,,77.1,84.6,0.38,0.388,0.463,46.8,54.5,12.4,5.7,0.422,20,28.6,0.248
239,Presbyterian,30,13,17,0.433,-18.17,-13.21,,9,9,,10,4,,3,12,,1947,1944,,72.1,89.7,0.193,0.385,0.517,52.1,57.4,8.5,5.4,0.501,24,29.8,0.128
240,Princeton NCAA,30,24,6,0.8,16.39,4.35,,12,2,,12,2,,10,4,,1956,1595,,66.9,97.1,0.264,0.28,0.487,53.5,56.9,13.4,10.3,0.455,16.2,35.7,0.186
241,Providence,32,13,19,0.406,3.85,6.13,,4,16,,8,9,,5,9,,1942,2015,,68.9,88.1,0.268,0.243,0.47,51,47.7,8.9,9.4,0.441,18.3,27.2,0.177
242,Purdue NCAA,30,19,11,0.633,19.31,14.04,,9,8,,10,4,,6,4,,2114,1956,,71,98.8,0.263,0.374,0.545,50.6,61,10.8,8.8,0.512,19.2,27.7,0.204
243,Purdue Fort Wayne,33,14,19,0.424,-8.58,-4.05,,9,11,,9,6,,5,9,,2067,2167,,70.6,88.8,0.246,0.443,0.489,44.8,46.2,13.1,8,0.456,18.9,24.6,0.181
244,Queens (NC),29,8,21,0.276,-21.66,-7.04,,3,15,,6,9,,2,12,,1712,1989,,72.5,81.4,0.308,0.288,0.435,45.9,35.8,11.5,6.3,0.393,19.2,28.4,0.211
245,Quinnipiac,30,21,9,0.7,-2.44,-9.94,,16,4,,12,3,,9,4,,1845,1620,,69.2,88.5,0.321,0.302,0.492,53.4,61.2,11.5,11.7,0.456,21.8,33.4,0.222
246,Radford,31,14,17,0.452,-14.13,-13.58,,9,9,,10,4,,3,12,,1972,1925,,71.1,88.8,0.274,0.33,0.505,50.7,54.5,11.8,7.7,0.473,22.3,27.7,0.194
247,Rhode Island,33,26,7,0.788,9.85,-0.73,,14,2,,15,1,,8,5,,2236,1887,,68.9,97.2,0.253,0.381,0.508,54.6,57.2,11.5,10.4,0.482,19.4,35.9,0.175
248,Rice,32,23,9,0.719,6.57,1.91,,13,7,,13,2,,10,6,,2293,2144,,71.3,99.7,0.341,0.328,0.528,51.4,50.4,10.3,6.5,0.49,19.1,33.6,0.249
249,Richmond,32,21,11,0.656,6.9,-0.47,,8,6,,10,3,,6,6,,2208,1972,,70,97.9,0.26,0.413,0.543,50.1,57.3,9.2,11.6,0.514,18.9,24.4,0.193
250,Rider,31,10,21,0.323,-18.32,-10.74,,6,14,,4,9,,4,10,,1848,2083,,67.8,86.2,0.246,0.404,0.503,46.2,67.8,9,7.9,0.47,23,24,0.183
251,Robert Morris,30,11,19,0.367,-11.4,-4.36,,5,15,,9,7,,2,12,,1733,1835,,70,82.5,0.262,0.326,0.431,46.1,55.3,12,4.8,0.393,17.5,26.7,0.182
252,Rutgers,32,12,20,0.375,2.22,12.79,,5,13,,10,7,,1,9,,2021,2359,,72.1,87.2,0.333,0.255,0.489,50,48.3,10.4,10.5,0.439,23.1,32.4,0.254
253,Sacramento State NCAA,33,25,8,0.758,6.85,-1.78,,13,5,,11,2,,9,6,,2261,1976,,64.1,106,0.277,0.438,0.574,55.1,52.5,8,8.7,0.549,19.8,32.9,0.201
254,Sacred Heart NCAA,33,19,14,0.576,-11.02,-12.95,,12,4,,11,6,,7,7,,2056,1957,,71.1,87.6,0.293,0.322,0.457,49.8,45.9,13.3,8.7,0.424,18.5,31.8,0.194
255,Saint Francis (PA),29,7,22,0.241,-25.95,-11.44,,6,10,,5,7,,2,15,,1508,1929,,69.2,74.8,0.291,0.266,0.431,52.5,48.2,8,5.2,0.397,25.6,33.6,0.188
256,Saint Joseph's,31,20,11,0.645,6.02,0.05,,9,7,,12,4,,7,6,,2061,1876,,66.6,98.6,0.269,0.328,0.521,50.4,62.6,8.9,8.4,0.484,16.9,28.8,0.207
257,Saint Louis NCAA,35,17,18,0.486,2.28,3.63,,10,6,,9,5,,4,11,,2417,2464,,74,92.6,0.264,0.303,0.481,50.4,54.6,12.6,12.9,0.439,19.5,36.1,0.204
258,Saint Mary's (CA),31,13,18,0.419,-0.64,3.65,,6,12,,5,10,,7,7,,1968,2101,,70.6,88.9,0.247,0.355,0.494,49.9,59.8,8.8,7.9,0.464,21.2,29.5,0.175
259,Saint Peter's,30,0,30,0,-28.33,-9.56,,0,20,,0,12,,0,17,,1507,2070,,70.6,70.2,0.29,0.315,0.433,44.7,53,10.3,4.6,0.398,28,26.2,0.19
260,Sam Houston,30,13,17,0.433,-4.48,-0.69,,8,10,,6,6,,6,10,,2039,2059,,72.7,92.3,0.311,0.276,0.455,52.2,47.5,11,7.4,0.419,17.9,39.2,0.206
261,Samford,30,13,17,0.433,-10.34,-4.41,,7,7,,8,5,,5,10,,1967,2028,,69.9,93,0.289,0.325,0.516,49,56.3,10.7,6.3,0.49,20.9,28.9,0.193
262,San Diego,33,19,14,0.576,4.09,4.4,,11,7,,12,6,,6,6,,2062,2044,,67.4,92,0.323,0.205,0.462,53.2,54.8,12,8.9,0.418,17,37.2,0.229
263,San Diego State,34,23,11,0.676,7.88,2.45,,12,6,,15,3,,6,7,,2227,1948,,68.7,95.3,0.269,0.273,0.513,49.8,59.4,13.6,8.5,0.483,17.7,26.4,0.19
264,San Francisco,32,19,13,0.594,4.03,3.37,,9,9,,13,6,,6,6,,2180,2095,,72.6,93.1,0.258,0.367,0.483,49.6,59.5,10.7,5.8,0.45,16.8,29.8,0.185
265,San Jose State,31,6,25,0.194,-8.9,0.98,,3,15,,3,11,,2,12,,1791,2097,,70.2,82,0.302,0.268,0.452,48.8,39.3,13.5,5.8,0.415,22.1,32.1,0.204
266,Santa Clara,32,15,17,0.469,4.02,2.62,,6,12,,8,8,,5,8,,2283,2137,,69.8,101,0.243,0.387,0.525,48.2,55.6,8.9,7.4,0.491,15.9,28.7,0.189
267,Seattle,30,6,24,0.2,-11.2,-0.73,,5,13,,2,11,,3,12,,1792,2106,,71.4,82.9,0.284,0.385,0.47,48.1,56.7,8.9,7.3,0.434,23.8,30.3,0.198
268,Seton Hall,34,19,15,0.559,12.51,10.39,,10,10,,10,6,,6,7,,2422,2350,,71.1,99.8,0.249,0.303,0.524,48.9,54.7,11.6,7,0.488,16.7,29.7,0.195
269,Siena,32,19,13,0.594,-7.85,-11.98,,12,8,,11,5,,6,7,,2174,2042,,73,92.4,0.265,0.324,0.491,52.9,54.7,12.7,6.8,0.46,20.9,36.8,0.186
270,South Alabama,30,7,23,0.233,-19.07,-6.73,,3,15,,6,9,,1,13,,1658,1972,,70.2,78.1,0.279,0.392,0.422,46.9,54.6,10,4.2,0.39,20.5,27.9,0.177
271,South Carolina NCAA,37,36,1,0.973,44.26,15.7,,16,0,,17,0,,13,0,,2972,1915,,69.6,114.7,0.341,0.216,0.527,63,54.8,9.6,20.2,0.495,14.2,48.9,0.235
