Rk,School,G,W,L,W-L%,SRS,SOS,,W,L,,W,L,,W,L,,Tm.,Opp.,,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA
14,Arkansas State,32,13,19,0.406,-9.29,-5.74,,6,12,,7,7,,4,11,,2222,2287,,74.7,91.9,0.275,0.321,0.473,48.3,49.8,11,5.3,0.433,17.4,31.8,0.205
15,Arkansas-Pine Bluff,31,14,17,0.452,-13.14,-9.64,,10,8,,8,4,,4,9,,1999,2065,,75.2,85.4,0.436,0.236,0.465,51.4,55.8,11,9.2,0.431,21.8,35.4,0.261
16,Army,30,13,17,0.433,-13.96,-9.2,,10,8,,6,7,,7,10,,1827,1941,,68.5,88.2,0.259,0.392,0.466,51.3,48.7,8.6,5.3,0.437,19.3,32.6,0.172
17,Auburn,31,16,15,0.516,12.89,12.15,,5,11,,14,5,,1,8,,2065,2042,,74.2,89.5,0.306,0.232,0.47,47.1,49.7,13.3,11.1,0.435,18.3,30.6,0.207
18,Austin Peay,29,17,12,0.586,-2.45,-4.13,,11,6,,8,4,,8,6,,1725,1632,,66.4,89.6,0.347,0.251,0.511,51.2,51,12.2,6.4,0.47,22.7,28.8,0.251
19,Ball State,35,26,9,0.743,9.47,-0.47,,14,4,,15,1,,9,6,,2724,2332,,72.5,106.2,0.303,0.393,0.564,49.8,58.3,10.5,10.9,0.538,15.9,26.6,0.214
20,Baylor NCAA,33,20,13,0.606,23.02,14.78,,10,8,,11,6,,6,4,,2368,2096,,72.6,97.7,0.262,0.341,0.508,51.8,65.1,10.6,7.9,0.482,17.8,32.1,0.18
21,Bellarmine,31,9,22,0.29,-12.84,-3.05,,5,13,,7,8,,1,13,,1879,2115,,72.9,82.8,0.334,0.229,0.464,53.2,55.1,9.5,11.4,0.424,23.6,34.1,0.226
22,Belmont,35,23,12,0.657,9.59,5.13,,17,3,,11,3,,9,6,,2506,2350,,69.3,103,0.313,0.417,0.538,48.6,56.3,8.2,9.5,0.509,16.3,28.1,0.219
23,Bethune-Cookman,29,11,18,0.379,-13.82,-9.89,,10,8,,6,6,,4,10,,1760,1874,,72.5,82.6,0.39,0.247,0.435,47.1,41,13.6,4.4,0.393,19.4,31.5,0.247
24,Binghamton,30,13,17,0.433,-13.77,-12.24,,6,10,,9,5,,4,11,,1832,1832,,70.6,86.1,0.242,0.27,0.462,48.4,54.7,12.4,6.2,0.433,18.6,27.3,0.164
25,Boise State,33,17,16,0.515,-1.09,-0.61,,11,7,,10,7,,5,6,,2176,2068,,71.1,92,0.314,0.312,0.493,55.3,59.7,6.4,13.8,0.461,20.4,34.8,0.211
26,Boston College,33,16,17,0.485,10.94,11.76,,5,13,,11,7,,3,8,,2175,2202,,74.1,88.7,0.311,0.275,0.484,53.2,58.9,11.4,8.9,0.452,22.6,36.8,0.206
27,Boston University,33,24,9,0.727,0.7,-10.06,,17,1,,14,3,,10,6,,2246,1891,,68.3,99.3,0.266,0.303,0.538,53.7,60.8,9.7,11.4,0.511,19.3,30.7,0.191
28,Bowling Green State,38,31,7,0.816,11.5,-0.85,,14,4,,14,3,,14,3,,2924,2426,,74.3,103.2,0.26,0.324,0.519,50.8,58.6,15.4,6.3,0.489,14.7,31,0.188
29,Bradley,32,4,28,0.125,-17.33,0.12,,1,19,,2,12,,2,14,,1825,2346,,68.1,83.4,0.234,0.301,0.46,45.2,56,8.8,3.7,0.429,19.7,24.6,0.165
30,Brigham Young,33,16,17,0.485,6.34,4.9,,9,9,,7,9,,6,6,,2102,2032,,67.3,94.3,0.238,0.305,0.519,55,59.3,8.1,9.5,0.491,21.2,31.9,0.173
31,Brown,26,11,15,0.423,-7.67,-2.67,,4,10,,6,7,,5,8,,1649,1718,,73.2,86.6,0.252,0.394,0.477,45,53,14.2,9.2,0.462,20.2,26.3,0.145
32,Bryant,30,9,21,0.3,-20.39,-12.89,,3,13,,5,9,,3,12,,1848,1909,,67.8,90.1,0.247,0.327,0.474,49.4,49.7,11.9,8.3,0.44,19.3,32.6,0.18
33,Bucknell,30,13,17,0.433,-8.86,-6.56,,9,9,,7,7,,6,10,,1708,1777,,65.4,86,0.296,0.27,0.482,49.3,52.4,6,5.5,0.447,18.8,21.7,0.206
34,Buffalo,28,12,16,0.429,-4.26,-4.04,,7,11,,6,7,,6,8,,1823,1831,,68.2,95,0.287,0.295,0.52,48.5,55.6,9.9,4.7,0.488,18,23.2,0.206
35,Butler,30,11,19,0.367,5.11,9.38,,6,14,,6,9,,3,9,,1832,1960,,66.5,91.8,0.241,0.382,0.52,49.1,56,8.3,3.9,0.492,21.5,26,0.175
36,Cal Poly,28,10,18,0.357,-7.37,0.78,,7,12,,7,8,,3,9,,1547,1735,,65.3,84.2,0.297,0.338,0.461,47.9,56.9,10.7,6.4,0.421,21.6,30.3,0.21
37,Cal State Bakersfield,31,8,23,0.258,-9.97,-0.32,,3,17,,4,8,,2,14,,1605,1904,,66.6,75.9,0.271,0.341,0.429,45.6,45.6,11.6,13.7,0.394,22.5,26,0.181
38,Cal State Fullerton,30,14,16,0.467,-3.07,-1.21,,9,11,,9,5,,5,10,,1838,1894,,66.8,89.5,0.311,0.26,0.492,48,54.8,10.7,6.6,0.448,19.1,25.7,0.232
39,Cal State Northridge,31,7,24,0.226,-9.47,-0.38,,6,14,,3,11,,4,12,,1813,2095,,68,85.7,0.302,0.257,0.482,50,50.1,10.9,7,0.44,22.2,30.1,0.222
40,California,30,13,17,0.433,12.21,13.77,,4,14,,9,7,,3,8,,2042,2089,,70.4,96.2,0.25,0.309,0.502,49.3,57.2,7.8,7.7,0.473,17.2,30.6,0.178
41,California Baptist,35,22,13,0.629,2.39,-0.33,,13,5,,10,5,,7,5,,2593,2498,,76.2,94.9,0.315,0.445,0.5,49.3,66.4,12.2,7.5,0.467,17.1,27.5,0.217
42,Campbell,31,16,15,0.516,-12.33,-14.71,,10,8,,9,5,,6,7,,1804,1629,,66.8,87.1,0.265,0.423,0.486,55.9,58.5,9.5,10.4,0.468,24.2,35.8,0.158
43,Canisius,30,9,21,0.3,-17.67,-10.84,,6,14,,6,8,,3,12,,1799,2004,,70.4,84.1,0.258,0.385,0.465,47.6,51.6,11.1,5.3,0.426,21.8,30.2,0.191
44,Central Arkansas,26,8,18,0.308,-17.39,-4.85,,3,12,,6,6,,2,12,,1337,1607,,65.1,78.3,0.285,0.213,0.426,49.2,40.7,9.7,6.2,0.391,21.5,30.7,0.185
45,Central Connecticut State,29,7,22,0.241,-22.85,-15.19,,3,13,,5,8,,2,14,,1647,1869,,67.7,83.5,0.249,0.315,0.453,49,51.2,11.2,7.2,0.414,21.4,32.6,0.185
46,Central Michigan,29,6,23,0.207,-10.93,-1.21,,4,14,,6,8,,0,13,,1873,2155,,71,90.2,0.217,0.353,0.473,51.1,47.2,10.4,7.2,0.446,20.6,35.8,0.151
47,Charleston Southern,30,5,25,0.167,-28.45,-9.79,,3,15,,4,10,,1,14,,1601,2107,,72.9,72.9,0.206,0.361,0.419,46.7,48.8,10.7,7,0.388,24.6,28.9,0.144
48,Charlotte,31,12,19,0.387,-3.21,3.04,,7,13,,8,6,,2,11,,1921,2115,,69,88.4,0.298,0.23,0.486,49.2,48,9,7.4,0.445,20.4,29.9,0.221
49,Chattanooga NCAA,33,20,13,0.606,-1.86,-4.8,,9,5,,8,5,,9,8,,1941,1809,,64.1,90.7,0.294,0.343,0.505,51.1,51.4,8.9,6.4,0.464,19.5,23.6,0.222
50,Chicago State,28,6,22,0.214,-31.92,-7.92,,,,,4,8,,2,14,,1695,2240,,78.7,76.9,0.278,0.247,0.436,45.9,50.4,8.6,5.1,0.399,22.4,26.1,0.189
51,Cincinnati,30,9,21,0.3,-1.54,2.63,,2,14,,3,10,,5,9,,1794,1919,,69.3,85.3,0.311,0.251,0.45,50.3,55.3,11,11.8,0.41,21,36.2,0.214
52,Clemson,35,19,16,0.543,15.24,11.7,,7,11,,13,6,,4,7,,2322,2198,,71.5,92.1,0.242,0.33,0.496,50.3,56.4,12.9,9.6,0.47,20.3,32.8,0.166
53,Cleveland State NCAA,35,30,5,0.857,10.47,-5.62,,17,3,,15,1,,11,4,,2592,2029,,72,102.1,0.399,0.304,0.523,54.5,51,12.4,10.5,0.478,17.5,36.2,0.288
54,Coastal Carolina,30,14,16,0.467,-5.62,-3.23,,9,9,,11,3,,3,12,,2100,2042,,73.3,95.5,0.35,0.359,0.518,50,57.7,11.7,5.1,0.472,20.5,33,0.263
55,Colgate,30,16,14,0.533,-8.42,-10.42,,10,8,,8,7,,8,7,,1753,1638,,64.8,88.7,0.228,0.227,0.461,49.5,55.2,10.2,6,0.427,16.9,28.4,0.168
56,College of Charleston,29,11,18,0.379,-12.55,-6.93,,6,12,,7,7,,4,10,,1913,1960,,71.9,90.9,0.267,0.34,0.446,47.1,40.8,12.1,5.7,0.412,15.8,34.1,0.181
57,Colorado NCAA,34,25,9,0.735,24.4,14.51,,12,5,,12,2,,10,5,,2353,2017,,68.9,98.7,0.285,0.287,0.513,53.7,58.8,13.6,6.9,0.484,18.4,34.7,0.197
58,Colorado State,32,20,12,0.625,8.18,1.41,,12,6,,14,2,,4,8,,2314,2053,,68.7,103.7,0.234,0.364,0.547,45.5,52.2,9,11.1,0.515,11.6,15.6,0.185
59,Columbia,34,28,6,0.824,17.13,2.27,,12,2,,13,2,,14,3,,2658,2153,,73.6,105.1,0.306,0.401,0.531,55.1,66.5,11.5,9,0.506,17.6,38.3,0.204
60,Connecticut NCAA,37,31,6,0.838,34.04,16.96,,18,2,,15,2,,10,3,,2808,2176,,71.5,106.1,0.283,0.291,0.575,57.3,65.3,9.7,10.7,0.546,19.9,35.4,0.211
61,Coppin State,30,8,22,0.267,-15.04,-10.37,,5,9,,5,5,,3,16,,1657,1797,,69.8,78.2,0.307,0.406,0.42,50.2,49.8,9.6,6.5,0.38,20.8,29.9,0.202
62,Cornell,27,10,17,0.37,-8.59,-2.09,,3,11,,6,7,,4,10,,1582,1707,,70.8,82,0.273,0.282,0.442,51.2,59.7,13.1,3.7,0.404,21.4,33.7,0.189
63,Creighton NCAA,31,22,9,0.71,23.09,13.96,,15,5,,9,4,,12,3,,2200,1917,,67,105.5,0.196,0.437,0.547,51.3,64.9,9.5,6.8,0.525,15.3,27.3,0.147
64,Dartmouth,28,2,26,0.071,-14.64,0.96,,0,14,,1,13,,1,12,,1504,1941,,69.7,77.1,0.238,0.362,0.434,46.7,50.8,10.6,4.4,0.404,23,28.8,0.157
65,Davidson,30,14,16,0.467,-0.69,0.58,,6,8,,6,4,,6,9,,1870,1908,,65.7,94.5,0.223,0.352,0.511,49.2,48.7,9.2,7.8,0.484,19.7,30.2,0.163
66,Dayton,28,7,21,0.25,-4.39,2.02,,5,10,,3,10,,3,8,,1826,1963,,70.6,91.2,0.245,0.291,0.488,52.9,51.9,7.6,5.4,0.456,21.4,37,0.177
67,Delaware,30,16,14,0.533,-4.3,-5.56,,9,9,,7,7,,8,5,,1979,1941,,73.6,89.3,0.294,0.317,0.496,51.9,54.3,10.7,8.6,0.461,22.2,33.2,0.21
68,Delaware State,26,7,19,0.269,-22.53,-8.87,,5,9,,4,7,,3,11,,1271,1529,,66.3,73.8,0.299,0.289,0.419,47.2,47.2,10.3,3.5,0.382,23.9,29.5,0.194
69,Denver,30,12,18,0.4,-10.43,-4.77,,8,10,,7,8,,5,9,,1968,2102,,69.5,94,0.34,0.484,0.498,50.1,57.2,7.2,10.8,0.463,18.6,29.8,0.231
70,DePaul,33,16,17,0.485,15.45,11.12,,8,12,,8,7,,5,8,,2528,2385,,74.5,102.5,0.246,0.353,0.501,52.6,57.8,11.9,7.1,0.473,15.5,37.3,0.173
71,Detroit Mercy,30,5,25,0.167,-19.68,-2.96,,3,17,,4,10,,1,15,,1683,2161,,71.6,78,0.274,0.265,0.443,51.9,48,6.9,6.8,0.407,23.8,31.1,0.187
72,Drake NCAA,32,22,10,0.688,16.08,2.95,,14,6,,12,2,,6,6,,2533,2113,,74.8,104.9,0.328,0.39,0.576,56.9,72.8,10.5,13.1,0.547,20.3,33.2,0.238
73,Drexel,31,21,10,0.677,0.09,-7.3,,13,5,,12,2,,9,7,,2078,1849,,65.5,101.5,0.258,0.264,0.527,48.9,66.1,12,6.4,0.493,16,30.4,0.197
74,Duke NCAA,33,26,7,0.788,27.82,15.24,,14,4,,14,2,,10,3,,2099,1684,,68.1,93,0.256,0.264,0.49,54.7,57.3,13.1,14.1,0.458,19.1,34.7,0.183
75,Duquesne,31,19,12,0.613,1.06,-2.04,,8,8,,14,3,,4,8,,2119,1979,,70.5,96.9,0.274,0.405,0.504,51.1,58.2,8.2,11.2,0.479,16.6,29.2,0.181
76,East Carolina NCAA,33,23,10,0.697,7.95,2.01,,11,5,,13,3,,6,7,,2067,1871,,71.5,85.9,0.364,0.237,0.439,48.9,58.3,17.8,11.7,0.4,19.1,36.6,0.23
77,East Tennessee State,35,25,10,0.714,-2.1,-7.76,,9,5,,10,4,,9,3,,2253,1950,,64.8,98.6,0.248,0.345,0.494,53.4,44.2,10.9,8.7,0.463,17.2,37.6,0.179
78,Eastern Illinois,29,21,8,0.724,-5.1,-11.77,,13,4,,12,3,,9,4,,1974,1776,,70.5,96.2,0.289,0.294,0.51,52.7,58.9,10.5,7.3,0.475,18.7,32.5,0.21
79,Eastern Kentucky,32,18,14,0.563,-4.84,-7.32,,11,7,,12,3,,5,10,,2444,2225,,76.1,100.3,0.28,0.367,0.521,48,58.9,12,6.9,0.483,16.8,30,0.214
80,Eastern Michigan,30,15,15,0.5,-6.49,-3.97,,7,11,,9,7,,5,6,,1910,1968,,71.4,88.5,0.279,0.323,0.489,51.9,50.6,10.7,11.2,0.457,21,29.6,0.194
81,Eastern Washington,30,19,11,0.633,1.9,-1.5,,11,7,,11,4,,7,6,,2086,1906,,71.2,97.2,0.255,0.332,0.503,48.9,57.4,12.5,6.6,0.468,15.1,27.2,0.191
82,Elon,30,9,21,0.3,-11.17,-5.51,,5,13,,6,7,,3,12,,1742,1912,,68.5,84.4,0.248,0.267,0.468,51,48.6,10.7,6.9,0.44,23.1,33.6,0.167
83,Evansville,30,11,19,0.367,-11.77,-1.37,,6,14,,6,8,,5,10,,1884,2196,,72.2,86.6,0.419,0.317,0.477,47.6,55.8,7.8,6.6,0.423,20.4,28,0.298
84,Fairfield,30,15,15,0.5,-9.58,-9.38,,11,9,,8,5,,7,9,,1797,1803,,69.8,83.4,0.267,0.329,0.455,50,58.1,11.8,3,0.429,22,31.5,0.168
85,FDU,32,24,8,0.75,-1.1,-12.97,,14,2,,12,3,,10,4,,2083,1703,,66.3,98.1,0.26,0.368,0.509,52.4,60,10,3.8,0.479,18.2,33.8,0.185
86,Florida,34,19,15,0.559,10.89,10.36,,5,11,,11,5,,6,8,,2343,2325,,74,92.5,0.329,0.322,0.492,49.2,53.8,11,8.1,0.451,19.2,32.3,0.237
87,Florida A&M,29,6,23,0.207,-19.71,-7.21,,4,14,,5,7,,1,16,,1712,2060,,73.7,79,0.279,0.283,0.447,47,52.7,13.4,8.1,0.418,23.6,31.9,0.175
88,Florida Atlantic,30,12,18,0.4,-5.22,0.14,,5,15,,9,6,,3,11,,1945,2008,,72.2,89.4,0.357,0.296,0.485,52.5,45.9,11.6,5.8,0.442,21.1,34,0.249
89,Florida Gulf Coast NCAA,37,33,4,0.892,17.39,-1.47,,17,1,,17,1,,13,2,,2863,2093,,69.4,111.1,0.227,0.519,0.591,49.8,62.4,12.7,5.8,0.574,15.8,25,0.162
90,Florida International,33,14,19,0.424,-4.63,-0.04,,7,13,,10,8,,2,9,,2271,2360,,74.8,92,0.327,0.325,0.491,52,48.7,12.5,5.5,0.447,21.8,37.8,0.241
91,Florida State NCAA,33,23,10,0.697,25.06,12.7,,12,6,,14,1,,7,5,,2617,2209,,77.1,102.1,0.329,0.325,0.517,51.3,49.8,10.3,12,0.476,15,31.4,0.242
92,Fordham,32,19,13,0.594,7.1,0.88,,10,6,,12,4,,6,7,,2315,2091,,74.9,95.9,0.166,0.343,0.501,50.4,55.7,11.8,6.2,0.476,16,28.2,0.131
93,Fresno State,32,10,22,0.313,-4.64,-0.14,,3,15,,8,9,,1,11,,1885,1960,,65,89.5,0.312,0.325,0.483,49.9,43,10.4,6.2,0.438,19.6,29.1,0.233
94,Furman,30,11,19,0.367,-14.84,-7.58,,3,11,,8,7,,3,11,,1898,1916,,69.1,90.4,0.319,0.309,0.463,55.2,55.3,9.2,5.2,0.417,21.1,42.8,0.231
95,Gardner-Webb NCAA,34,29,5,0.853,-1.21,-11.3,,18,0,,13,0,,12,4,,2617,2274,,74.5,102.9,0.326,0.347,0.528,50.4,43.2,13,8.3,0.495,17.4,35.9,0.229
96,George Mason,31,16,15,0.516,-1.55,-0.22,,8,8,,11,4,,4,7,,1876,1917,,68.9,87.5,0.336,0.307,0.45,52.2,49,9.5,9.2,0.415,19,34.8,0.213
97,George Washington,31,18,13,0.581,-0.68,-1.25,,9,7,,11,3,,5,8,,1997,1932,,68,94.8,0.215,0.399,0.474,51.9,47.4,10.1,6.2,0.448,16.7,35.4,0.149
98,Georgetown,31,14,17,0.452,6.15,10.28,,6,14,,8,6,,4,9,,1833,1926,,69.5,85.1,0.246,0.281,0.449,49,51.4,12.4,11.5,0.424,18.2,29.3,0.155
99,Georgia NCAA,34,22,12,0.647,22.23,13.91,,9,7,,13,3,,4,6,,2280,1997,,70.3,95,0.312,0.198,0.502,53.1,59.2,14.8,9.3,0.466,19.8,37.3,0.221
100,Georgia Southern,31,21,10,0.677,-5.03,-7.81,,12,6,,10,4,,10,3,,2450,2191,,77.7,100.1,0.336,0.305,0.508,54.5,52.9,11.7,7,0.476,18,38.1,0.225
101,Georgia State,33,12,21,0.364,-8.42,-4.23,,5,13,,8,7,,1,13,,2024,2025,,68.5,89.2,0.349,0.236,0.485,52,52.5,9.8,8.9,0.44,20.9,32.8,0.25
102,Georgia Tech,30,13,17,0.433,12.61,14.11,,4,14,,8,6,,3,9,,1828,1873,,68.6,88.1,0.278,0.264,0.458,49.5,54.4,10,5.5,0.415,18.5,33.2,0.208
103,Gonzaga NCAA,33,28,5,0.848,17.16,5.43,,17,1,,15,0,,10,2,,2364,1977,,67,106.5,0.262,0.331,0.55,54.2,55.4,11.6,7.9,0.515,18,37.5,0.207
104,Grambling,30,10,20,0.333,-13.04,-6.61,,9,9,,4,6,,6,11,,1683,1876,,68.9,81.1,0.282,0.283,0.434,46.7,39.4,11.9,5.7,0.396,19.6,29.1,0.193
105,Grand Canyon,31,21,10,0.677,1.26,-4.43,,12,6,,13,4,,7,5,,2220,1941,,72.8,96.8,0.316,0.313,0.509,51.8,50.1,17.1,6,0.48,19.4,34.7,0.212
106,Green Bay,34,28,6,0.824,9.21,-4.32,,18,2,,15,2,,11,2,,2310,1850,,66.7,101.9,0.225,0.359,0.518,53.4,61,9.6,8.2,0.484,15.3,31.1,0.179
107,Hampton,30,12,18,0.4,-10.67,-4.6,,8,10,,6,7,,5,11,,1855,1947,,72.7,84.4,0.32,0.233,0.449,42.5,52.6,16.2,6.7,0.406,18.5,27.8,0.224
108,Hartford,28,2,26,0.071,-41.21,-13.87,,,,,1,7,,1,17,,1317,1965,,71,66.2,0.209,0.387,0.365,40.3,50.6,9.5,6.2,0.334,20,23.2,0.134
109,Harvard,32,20,12,0.625,11.12,3.78,,9,5,,12,3,,7,6,,2288,2053,,70.3,100.9,0.236,0.339,0.535,50.2,54.4,11.7,6.8,0.51,18.3,31.8,0.17
110,Hawaii NCAA,33,18,15,0.545,1.42,1.15,,13,7,,7,9,,8,6,,1989,1980,,65.6,90.1,0.307,0.421,0.494,50.6,55.8,10.4,6.6,0.457,20.2,28.6,0.219
111,High Point,32,17,15,0.531,-8.99,-10.69,,13,5,,8,6,,7,6,,2068,1954,,69.1,93.2,0.252,0.439,0.523,45.9,62.8,10.8,6.7,0.5,18.7,21.5,0.172
112,Hofstra,32,12,20,0.375,-14.24,-8.46,,4,14,,7,7,,3,12,,1861,2016,,69.3,83.3,0.256,0.315,0.474,50.7,57.1,10,5.3,0.44,24.2,32.2,0.182
113,Holy Cross NCAA,33,24,9,0.727,-3.52,-9.05,,13,5,,11,4,,13,5,,2038,1845,,66,92.8,0.263,0.286,0.504,52,58.6,9.6,7.8,0.468,19.6,30.2,0.196
114,Houston,31,15,16,0.484,12.36,7.07,,10,5,,9,5,,4,8,,2008,1844,,73.5,85.4,0.261,0.284,0.441,47.2,48.3,17.8,10.4,0.406,18.9,33.4,0.179
115,Houston Christian,29,11,18,0.379,-15.99,-5.76,,6,12,,7,6,,3,12,,1701,1829,,68.7,85.4,0.286,0.343,0.469,47.6,57.7,10.3,10.7,0.43,20.3,27.5,0.205
116,Howard,30,16,14,0.533,-11.36,-9.63,,10,4,,8,4,,6,8,,1797,1849,,71.9,83.3,0.318,0.343,0.442,47,57.8,10.5,9.6,0.403,18.7,29.5,0.212
117,Idaho,30,13,17,0.433,-4.03,-1.66,,9,9,,7,3,,5,11,,2087,2158,,72.3,95.4,0.272,0.463,0.523,44.1,57.2,7.1,5.2,0.489,15.4,15,0.204
118,Idaho State,30,11,19,0.367,-5.22,-0.97,,6,12,,5,7,,5,10,,1674,1749,,66.7,83.4,0.246,0.285,0.442,52.9,56.7,10.7,8.1,0.412,20.5,34.4,0.161
119,Illinois NCAA,32,22,10,0.688,19.6,9.51,,11,7,,12,3,,8,4,,2410,2087,,70.3,107.2,0.224,0.306,0.542,53.4,48.8,8.8,8,0.515,15.7,34.8,0.17
120,Illinois State,33,24,9,0.727,7.68,1.58,,17,3,,11,3,,10,5,,2269,2059,,67.8,101.1,0.316,0.351,0.521,48.8,51.1,8.5,12,0.483,15.8,28.9,0.233
121,Illinois-Chicago,36,19,17,0.528,-2.61,-1.89,,9,11,,9,5,,6,8,,2076,2102,,63.8,89.8,0.402,0.307,0.479,51.9,63.4,10.3,6.8,0.437,20.1,33.9,0.268
122,Incarnate Word,29,15,14,0.517,-12.35,-8.43,,10,8,,11,4,,4,9,,1700,1691,,65.1,90,0.289,0.383,0.488,46.5,54.7,12.8,5,0.456,18.8,27.3,0.199
123,Indiana NCAA,32,28,4,0.875,33.51,14.66,,16,2,,17,1,,8,2,,2589,1986,,72.1,111.7,0.313,0.325,0.589,53.1,61.4,11,12,0.557,15.5,27.8,0.24
124,Indiana State,30,11,19,0.367,-5.63,-2.66,,6,14,,7,10,,4,8,,1934,2023,,71.3,90.4,0.3,0.313,0.488,50.5,53.9,10.9,7.7,0.453,19.7,30.3,0.21
125,Iona NCAA,33,26,7,0.788,-2.93,-10.45,,18,2,,12,2,,11,5,,2079,1831,,68,92.7,0.183,0.366,0.56,48.2,61.6,11.6,8.2,0.546,24.9,24.7,0.125
126,Iowa NCAA,38,31,7,0.816,33.25,17.75,,15,3,,17,1,,7,4,,3316,2727,,76.2,113.8,0.332,0.397,0.616,52.9,66.9,9.8,6.1,0.586,16.8,26.7,0.255
127,Iowa State NCAA,32,22,10,0.688,27.31,16.49,,11,7,,13,1,,4,7,,2414,2068,,72.2,103.7,0.296,0.437,0.537,54.5,56.6,8.3,10,0.494,16.1,30.3,0.238
128,IUPUI,30,17,13,0.567,-3.04,-2.97,,13,7,,10,5,,7,8,,2149,2151,,71.8,99.8,0.301,0.418,0.538,49.5,59.4,7.7,6.6,0.506,18.1,26.7,0.219
129,Jackson State,31,21,10,0.677,3.93,-5.3,,17,1,,10,1,,9,8,,2134,1848,,71.9,95.8,0.406,0.242,0.493,55.2,49.7,9.2,12,0.453,18,37.9,0.269
130,Jacksonville,28,11,17,0.393,-7.13,-2.36,,5,12,,9,5,,2,11,,1751,1771,,67.4,92.4,0.243,0.324,0.494,49.1,45.1,11.9,5.2,0.464,18,29.9,0.174
131,Jacksonville State,30,16,14,0.533,-4.38,-5.6,,9,9,,9,5,,5,8,,1876,1738,,67.9,91,0.292,0.346,0.46,50.9,42.8,9.7,4.7,0.423,15.4,29.3,0.201
132,James Madison NCAA,34,26,8,0.765,3.48,-4.31,,13,5,,10,4,,12,4,,2365,2067,,70.3,98.6,0.335,0.352,0.503,55.3,49,8.3,7,0.463,17,34.3,0.24
133,Kansas,36,25,11,0.694,23.17,13,,9,9,,19,3,,5,7,,2612,2246,,71.8,100,0.3,0.293,0.521,54.3,49.5,10.8,12.4,0.481,17.9,33.3,0.228
134,Kansas City,32,9,23,0.281,-15.32,-4.09,,3,15,,5,9,,2,13,,2027,2306,,72.2,87.1,0.277,0.221,0.464,51.2,47.3,10.8,11.5,0.425,20.5,34.3,0.201
135,Kansas State,36,19,17,0.528,15.99,13.21,,5,13,,15,4,,0,10,,2524,2424,,73.8,94.7,0.36,0.429,0.515,48.1,61.4,12.6,9.8,0.465,18,25.2,0.277
